
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
198807  -3.52  -3.08  -3.02  -5.05  -3.89  -5.61  -1.61  -4.51  -4.96  -0.05
198808  -2.35  -4.25  -0.94  -2.97  -1.42  -5.58  -0.55  -3.62  -3.33  -1.25
198809   9.93  10.54   9.83   9.60  10.65   8.41   9.48  10.02   7.85  11.79
198810   9.43   8.85   7.65  10.26   7.34   8.72   7.46   8.34   9.10  12.27
198811   3.21   2.76   2.91   4.52   2.83   3.54   1.22   5.46   1.91   2.39
198812   4.33   6.68   3.99   4.29   7.53   8.56   6.00   5.55   5.46   1.63
198901   1.33   1.92   1.96  -0.17   3.15   1.53   1.30   2.09   1.33   8.93
198902  -0.95  -1.25  -1.96   1.36  -2.75   0.65  -1.99  -0.05   1.17   9.75
198903   0.96   1.07   1.28   0.26   1.30   2.47   0.98   0.25   0.74   4.51
198904   4.60   6.33   4.95   5.98   4.00   4.32   4.55   7.30   3.20   4.61
198905  -1.88  -1.19  -2.44  -2.96  -1.32  -0.99  -2.25  -1.64  -3.87   7.74
198906   1.37   3.76   1.23   2.97   0.84   3.38  -0.25   2.09   1.10   0.86
198907  10.43   9.39  11.89  10.50  11.03   8.54  12.49   8.19  11.85  -2.20
198908  -1.13  -1.78   0.78   0.61  -2.44  -3.11  -1.59  -4.17   2.30 -11.93
198909   7.34   6.45   9.97   6.06   6.95   6.45   6.42   5.02   9.06  10.67
198910  -5.01  -5.49  -4.26  -7.22  -4.71  -7.19  -4.60  -4.31  -6.02 -12.82
198911   6.54   6.42   6.95   5.37   7.71   7.00   6.44   5.56   4.87   5.36
198912  10.95  11.51  10.58   7.86  12.34  11.19  12.04   9.49  11.00   8.28
199001  -5.71  -3.50  -8.12  -4.03  -7.90  -3.68  -5.86  -2.53  -8.87  -2.16
199002  -2.71  -1.05  -4.50   0.06  -4.14  -1.14  -5.29   2.30  -3.85  -6.58
199003   7.06   7.61   7.53   8.51   7.18   9.66   5.98   7.55   4.85   6.32
199004   5.51   5.50   4.76   6.72   3.55   5.69   4.85   5.30   4.85   2.98
199005   1.26   0.72   1.29   1.42   1.84  -0.21   1.84   2.82  -0.97  -1.00
199006  -0.63  -0.60  -0.46  -0.76   0.29   0.89  -0.54  -0.06  -1.05  -4.52
199007   1.68   0.44   2.41   1.34   2.49   0.11   3.58   1.94   2.17   8.85
199008 -13.22 -13.40 -12.12 -12.59 -12.14 -12.62 -13.50 -10.73 -12.59  -9.92
199009 -10.61  -9.80 -10.36  -9.91  -9.36  -8.31 -10.71  -7.93 -10.98  -8.54
199010  10.59   6.25  11.73   6.93  12.60   7.99  14.30   3.81  11.58  10.65
199011  -0.63   1.20  -1.05   0.15  -0.47   0.43  -2.81   1.62   0.86  -5.82
199012  -4.39  -5.10  -4.43  -4.57  -4.19  -5.47  -4.52  -4.54  -5.57  -2.55
199101   4.75   5.47   2.86   7.12   3.86   3.12   3.09   7.24   3.58  11.35
199102   8.41  10.73   8.40  10.66   7.33  12.99   7.81   9.92   7.80  12.55
199103  -6.40  -4.61  -7.17  -6.54  -7.28  -3.73  -6.88  -5.71  -7.53  -7.37
199104  -1.75  -1.08  -0.84  -2.19  -0.78   0.79   0.25  -0.95  -0.88  -1.93
199105   0.51   1.30   0.31   0.03   0.83   0.90   0.98   0.64   0.24   0.39
199106  -8.19  -7.08  -8.76  -7.45  -9.21  -7.01  -7.46  -7.76  -8.13  -7.11
199107   3.63   2.97   3.89   2.42   4.37   5.10   5.47   2.33   3.12   7.48
199108   6.00   7.35   6.16   6.15   5.08   7.53   5.56   7.82   5.08  10.36
199109   6.00   6.24   5.39   4.74   5.57   6.76   6.31   8.33   5.70   5.00
199110  -0.88   0.35  -1.69  -2.22  -1.57   0.39  -1.54  -0.17  -0.86  -6.59
199111  -1.66  -1.05  -1.88  -1.99  -0.28  -0.42  -1.30  -2.10  -0.98  -4.23
199112   8.47   5.58  10.90   6.06   9.54   6.20  12.41   8.40  10.07  13.70
199201   0.58   5.21  -1.84  -0.33  -0.70  -0.26  -0.08   1.91  -1.66   3.82
199202   4.26   3.86   4.98   3.70   4.39   3.93   4.91   5.21   3.68   5.95
199203  -0.29  -0.59   1.23  -1.53   1.40  -2.68   0.64   0.83   1.57  -3.62
199204   4.52   6.52   2.51   7.38   2.66   8.76   2.76   4.88   2.61   1.51
199205   3.92   2.95   3.33   5.19   3.75   5.96   3.24   3.97   4.00   0.15
199206  -1.46  -5.01   0.65  -3.46   0.74  -3.02   1.57  -2.82   0.38  -2.57
199207  -4.24  -5.18  -2.96  -5.82  -2.51  -4.32  -2.85  -4.96  -2.23  -5.63
199208   0.83  -3.25   3.86  -1.96   3.70  -2.23   4.34   1.74   3.73  -2.71
199209   1.74   2.61  -0.10   0.58   0.27  -0.37   0.76   0.77   0.14   0.00
199210  -8.73  -7.17  -9.44  -6.15 -10.25  -8.58  -9.95 -10.40  -9.01 -12.18
199211  -1.22   1.00  -0.99  -1.28  -1.47  -2.67  -1.89   0.06  -1.10  -8.77
199212   2.37   2.63   0.24   4.72   1.42   3.28   0.46   2.83   1.40  -1.74
199301  -0.56   5.36  -1.63   3.63  -2.22  -2.39  -2.57   1.82  -2.18  10.18
199302   8.24   9.92   6.54   9.83   7.10  10.80   6.52   9.47   6.86   7.74
199303   7.00   8.98   8.13   9.39   5.68   4.43   6.46   8.09   7.50  -1.88
199304  -2.16  -2.47  -2.15  -1.61  -2.46  -1.83  -2.32   0.56  -2.85 -10.74
199305  -1.61  -0.59  -1.99   0.40  -1.85  -1.88  -3.02  -2.27  -1.31  -3.26
199306  -3.40  -1.56  -4.86  -4.11  -5.28  -2.22  -3.91  -1.44  -5.01   0.50
199307   1.96   3.45  -0.36   2.86   1.27   5.72  -0.36   2.76  -0.27   6.09
199308   8.66   9.69   8.78   9.35   7.22   7.69   7.81   9.04   8.08  14.35
199309  -0.47  -1.93   1.22  -0.20   2.43  -0.72  -0.52  -1.65   1.29   0.18
199310   0.72  -0.84   1.15   0.26   0.14  -0.32  -0.58   1.49   0.18  -5.60
199311  -2.69  -2.60  -2.07  -2.66  -1.41  -2.91  -2.07  -4.60  -1.72  -1.22
199312   9.21  10.25   9.24  11.23   9.04   8.60   8.58   7.67  10.11  18.63
199401   5.20   7.66   4.80   3.34   5.63   8.84   5.98   8.04   5.25  14.19
199402  -2.55  -0.79  -3.73  -4.62  -1.80  -1.47  -2.80  -0.81  -3.38  -4.36
199403  -5.00  -6.22  -2.03  -6.35  -6.44  -2.75  -1.18  -6.50  -4.27  -2.64
199404   3.44   3.92   3.66   1.76   3.95   6.25   4.70   5.08   2.23  -1.63
199405  -4.97  -3.10  -5.21  -4.39  -6.00  -4.14  -5.25  -3.06  -6.51  -8.74
199406  -2.90  -3.44  -3.03  -2.16  -4.06  -2.75  -2.19  -3.31  -1.66  -4.23
199407   9.39   8.04  11.36   8.81  12.88   9.51  13.37   7.63  11.51  13.96
199408   0.30   0.02   1.76  -2.35  -0.25   0.69   1.72   0.18   0.86  -3.33
199409  -6.54  -6.58  -5.24  -9.05  -6.76  -8.02  -2.85  -6.94  -4.87  -3.21
199410   3.82   5.66   3.42   4.41   5.76   3.65   2.63   4.59   3.68  -0.65
199411  -1.73  -1.86  -3.31  -0.25  -0.74  -4.20  -2.55  -1.49  -3.20  -4.36
199412  -3.45  -3.63  -1.91  -3.71  -4.88  -2.40  -2.19  -2.68  -4.94  -0.61
199501  -3.44  -6.01  -2.20  -2.73  -3.63  -1.84  -2.28  -4.16  -3.31  -3.74
199502   2.50   0.02   4.62   2.00   2.53   2.07   5.20   1.01   4.96   4.32
199503  11.05   7.18  15.31  12.25  11.35   9.29  17.35   7.90  14.80   5.88
199504   1.01   0.73   0.20   0.52   1.14   2.65  -0.40   1.48  -0.49   1.24
199505   1.71   3.44  -0.30   1.91   1.46   1.27   0.03   2.68   0.68   2.51
199506  -1.77  -2.24  -0.47  -0.40  -2.92  -3.34  -0.43  -1.48  -0.97  -6.77
199507   3.75   2.07   4.15   6.55   3.92   7.14   4.21   2.20   4.21   3.89
199508  -6.34  -9.54  -3.65  -7.75  -7.00  -7.64  -4.48  -7.75  -5.53  -9.63
199509  -1.44  -4.60   2.58  -5.42  -0.83  -5.69   2.95  -4.48   2.03  -0.20
199510   1.77   2.91   1.20   5.28   2.05   0.25   1.20   3.08   0.31  -4.49
199511  -1.09   1.38  -2.93  -0.10  -1.09  -0.23  -3.27   1.94  -3.06  -2.37
199512   3.84   1.33   5.84   5.16   3.48   2.83   6.16   2.69   5.01  -2.79
199601   4.24   0.03   7.32   6.31   4.22   6.37   6.94   2.84   6.01   1.53
199602   2.02   1.64   3.28   3.83  -0.01   0.27   4.05   0.64   2.83   6.26
199603   3.27   0.70   6.97   0.62   5.22   2.01   7.30   1.54   4.97   0.58
199604   2.04   1.40   2.70  -0.49   4.24   1.46   2.70   3.15   1.93  -1.02
199605  -0.58  -4.42   0.23  -0.35  -1.97   0.19  -0.19  -1.72  -0.27  -4.02
199606   0.81  -1.54   2.26  -0.09   1.85   0.20   2.86  -2.24   1.81  -1.00
199607  -2.59  -1.93  -1.92  -3.31  -2.87  -5.00  -2.30  -2.59  -1.83  -2.88
199608  -2.30  -1.56  -3.08  -1.77  -2.58  -1.87  -2.57  -0.46  -2.64  -4.22
199609   4.98   4.39   4.75   4.05   6.11   5.56   4.54   4.20   5.73   3.47
199610   2.08   1.25   2.12   1.19   2.48   3.08   3.33   3.24   0.59   1.86
199611   5.52   7.65   5.22   5.57   6.94   7.86   5.51   5.58   5.23  -0.60
199612   1.48  -1.93   4.41   0.44   2.33   1.17   5.31  -0.67   2.34  -1.38
199701   1.70   2.80  -2.29   3.15  -2.56   4.30  -4.01   3.75  -2.23   3.42
199702   1.05   6.31  -1.75   2.20   0.17   3.08  -1.02   2.39   0.49   3.80
199703   3.34   2.10   2.16   2.93   2.13   3.65   1.80   4.38   1.27   4.12
199704  -4.07  -6.66  -1.38  -5.26  -1.58  -6.52  -1.26  -5.68  -2.47  -1.99
