,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other,Year,Month
450,0.8,1.22,2.71,4.85,2.93,3.32,2.52,3.7,1.4,1.17,1964,1
451,1.86,1.64,2.73,1.08,1.96,-0.28,1.63,1.65,0.87,5.38,1964,2
452,3.08,1.08,3.7,1.4,3.38,-0.9,2.43,-1.94,-0.74,2.34,1964,3
453,-0.47,1.8,-1.72,4.04,-3.63,0.83,2.88,-1.42,1.05,0.29,1964,4
454,1.56,1.52,1.77,2.15,2.74,-0.39,3.91,0.52,0.84,2.38,1964,5
455,1.6,0.77,0.88,0.67,0.51,4.69,3.84,0.58,2.21,1.31,1964,6
456,1.76,5.64,1.34,3.33,-1.81,-2.01,1.21,4.76,4.91,1.23,1964,7
457,-0.26,1.4,-1.26,-1.86,-2.76,-1.56,0.34,-4.22,-0.02,-3.11,1964,8
458,1.69,4.64,4.78,3.08,1.15,-1.03,3.48,2.74,1.88,3.99,1964,9
459,-0.19,0.08,0.42,3.07,-0.99,-0.89,2.31,2.86,0.96,1.75,1964,10
460,0.71,-1.09,-0.58,2.54,-0.23,-2.22,3.24,2.17,1.37,-1.65,1964,11
461,0.23,1.89,-0.71,-0.24,-0.01,3.12,0.16,4.38,0.49,-1.78,1964,12
462,6.06,3.81,5.39,0.51,7.46,0.25,3.06,7.66,3.96,4.72,1965,1
463,1.61,-0.51,2.55,-3.36,2.2,0.81,1.39,2.42,0.44,2.61,1965,2
464,-0.79,1.28,-1.14,-3.02,-0.47,-1.68,-0.82,-0.92,-0.52,-0.37,1965,3
465,4.2,6.78,4.05,0.86,5.14,2.33,6.81,2.97,0.66,2.3,1965,4
466,-0.79,-3.26,-0.54,0.87,0.47,2.76,0.19,-1.25,-0.97,-1.49,1965,5
467,-5.13,-6.8,-6.24,-1.98,-5.72,-4.17,-6.21,-5.31,-3.66,-6.99,1965,6
468,1.58,2.29,2.07,1.8,3.59,-0.37,-1.4,3.95,1.06,3.34,1965,7
469,4.05,3.42,3.51,1.55,5.87,1.33,2.3,6.29,0.92,5.11,1965,8
470,0.48,7.11,3.84,4.37,5.25,1.1,-0.69,2.24,1.39,1.76,1965,9
471,2.59,6.14,4.37,1.84,5.2,-2.27,0.31,3.23,1.05,4.13,1965,10
472,1.09,-3.78,1.39,0.71,2.74,-4.31,1.35,3.79,-1.0,4.08,1965,11
473,1.27,1.47,3.23,0.18,-1.52,-0.84,1.32,3.84,-0.31,3.29,1965,12
474,1.92,0.61,2.93,1.04,1.34,-1.3,-4.35,2.74,-3.03,5.21,1966,1
475,-0.48,-1.48,-0.75,-3.44,5.01,0.48,-1.84,-1.55,-4.17,2.07,1966,2
476,-2.65,-2.97,-1.76,-2.23,-0.9,-4.84,-2.08,-1.6,-0.14,-2.57,1966,3
477,0.38,0.16,2.85,3.14,7.62,1.27,3.07,-0.01,1.19,3.03,1966,4
478,-4.91,-8.37,-5.67,-3.76,-6.07,-2.99,-2.94,-5.27,-2.73,-7.79,1966,5
479,-1.8,-1.97,-0.96,-2.28,-0.13,0.48,-2.38,0.99,-1.78,0.65,1966,6
480,-1.18,-2.58,-1.6,0.4,-1.71,-1.16,-1.97,-1.71,-0.18,-1.94,1966,7
481,-7.17,-7.57,-7.85,-6.36,-5.92,-4.6,-6.39,-8.09,-8.59,-11.86,1966,8
482,-1.48,-0.97,-3.59,3.94,-1.92,-0.56,-2.01,-1.15,4.36,-1.91,1966,9
483,4.52,0.38,2.52,8.46,0.27,9.18,-1.36,4.87,9.94,3.02,1966,10
484,2.31,-3.4,2.79,-1.14,10.87,-2.83,0.7,6.9,-1.36,7.99,1966,11
485,0.22,-2.63,1.37,-0.66,0.46,2.96,-4.18,-0.18,2.1,2.15,1966,12
486,9.42,11.8,11.19,3.58,10.23,6.24,11.78,6.45,2.84,11.99,1967,1
487,2.03,-1.08,1.22,-0.07,6.15,2.13,3.25,1.4,-1.72,-0.32,1967,2
488,4.45,3.85,5.8,3.61,5.49,2.97,2.34,7.86,1.53,4.42,1967,3
489,4.6,11.06,3.75,1.67,7.86,0.19,9.24,4.46,1.88,2.15,1967,4
490,-2.61,-7.28,-3.67,-2.42,-4.39,-5.67,-4.63,-5.28,-4.11,-2.08,1967,5
491,2.67,1.55,2.11,2.27,6.39,2.73,3.84,5.41,-1.31,3.48,1967,6
492,6.07,11.1,5.03,6.92,3.99,-6.58,6.0,3.79,2.33,7.89,1967,7
493,-0.84,0.18,-0.39,-1.45,-1.01,-1.24,0.51,0.65,-0.65,-0.28,1967,8
494,3.1,4.97,3.12,4.24,8.38,1.23,2.29,2.9,-0.09,1.3,1967,9
495,-2.64,-4.9,-4.52,-0.97,4.89,-3.51,0.68,-5.02,-5.36,-5.13,1967,10
496,0.56,-0.95,0.65,0.76,1.43,0.08,0.85,1.33,3.18,-0.43,1967,11
497,3.21,0.89,5.22,3.07,2.13,0.13,3.43,1.62,3.28,5.54,1967,12
498,-0.6,-5.21,-6.4,-0.9,-8.73,2.67,1.13,-6.58,0.2,-1.89,1968,1
499,-2.66,-2.32,-4.28,-2.66,-4.59,-2.41,-0.84,-4.24,-1.48,-3.48,1968,2
500,0.75,0.65,0.87,0.75,4.24,-1.12,2.84,0.11,-3.93,-0.28,1968,3
501,11.1,11.69,10.64,5.68,12.44,2.21,12.22,11.89,2.49,11.98,1968,4
502,5.02,-0.33,3.18,1.25,3.83,-0.72,3.51,3.35,0.44,6.23,1968,5
503,1.19,-1.4,-0.2,1.84,-2.01,4.17,0.45,2.23,8.44,3.03,1968,6
504,-3.91,-2.95,-4.02,5.28,-5.57,-0.2,-5.18,-4.12,0.18,-2.8,1968,7
505,2.78,1.24,3.34,1.29,0.54,1.28,2.25,0.68,-0.87,2.86,1968,8
506,4.87,6.66,4.55,3.55,2.94,2.97,7.85,0.84,0.25,9.31,1968,9
507,0.83,4.65,0.94,2.58,-4.91,3.17,0.73,-0.04,0.49,1.08,1968,10
508,4.63,-0.09,5.8,5.66,8.61,5.4,5.09,8.11,8.8,7.69,1968,11
509,-1.02,-4.46,-3.35,-2.53,-5.34,-6.66,-4.12,-1.02,-2.91,-3.7,1968,12
510,-1.19,-1.77,-0.49,-1.14,-4.68,1.17,-0.99,-0.23,2.43,0.75,1969,1
511,-6.59,-3.47,-5.71,-4.6,-3.61,-3.33,-4.13,-5.16,-5.21,-8.35,1969,2
512,0.71,5.11,2.6,7.12,5.45,-0.42,5.06,3.34,-1.29,0.74,1969,3
513,1.06,1.22,1.33,-0.36,3.96,7.73,3.77,4.98,1.33,1.77,1969,4
514,1.21,0.14,-0.86,3.76,-1.71,1.08,0.55,1.68,0.03,-1.23,1969,5
515,-7.31,-5.99,-6.93,-9.89,-0.15,-4.0,-5.49,-5.04,-5.73,-10.68,1969,6
516,-6.85,-6.98,-5.43,-9.64,-5.4,-4.5,-8.44,-2.73,-2.97,-9.1,1969,7
517,4.95,2.74,4.18,6.59,7.01,1.66,8.13,9.3,-1.29,9.03,1969,8
518,0.32,-0.06,-2.07,-9.63,0.2,-4.0,-0.67,2.09,-4.14,-0.71,1969,9
519,8.31,3.86,6.68,-1.03,5.79,3.5,6.72,8.98,8.28,7.99,1969,10
520,-2.36,-4.43,-3.41,-4.53,-1.78,1.18,-4.16,0.32,-5.27,-5.54,1969,11
521,-1.94,-3.44,-1.43,-3.01,-0.73,-5.51,-3.01,4.3,-0.64,-3.75,1969,12
522,-4.24,-8.25,-7.3,-11.45,-9.06,-2.57,-5.88,-7.12,-4.23,-8.83,1970,1
523,4.68,5.57,5.14,5.38,2.94,7.96,5.23,5.6,8.36,9.5,1970,2
524,-0.78,4.87,-0.29,-0.45,-2.58,2.29,-1.69,-5.08,2.91,-1.9,1970,3
525,-10.12,-8.86,-8.97,-9.17,-14.34,-8.79,-11.08,-10.11,-8.05,-13.68,1970,4
526,-7.45,-6.45,-7.51,2.61,-9.55,-3.75,-9.45,-7.78,-5.36,-8.25,1970,5
527,-1.47,-4.15,-4.81,-2.47,-11.77,-8.48,-4.02,-0.51,-4.7,-6.83,1970,6
528,6.68,10.6,5.11,12.76,2.35,10.26,10.38,2.16,8.7,8.04,1970,7
529,1.45,8.22,4.62,6.54,8.0,2.51,5.34,1.8,4.67,5.12,1970,8
530,5.51,2.68,3.97,3.19,10.17,-0.95,7.94,8.03,-0.52,7.61,1970,9
531,0.7,-2.0,-3.15,2.96,-3.5,-3.75,-1.68,0.26,-0.82,-5.89,1970,10
532,4.84,6.96,3.91,4.93,4.05,6.12,6.87,2.96,9.39,3.87,1970,11
533,7.43,6.16,8.01,2.26,4.4,6.85,5.4,5.37,7.17,8.36,1970,12
534,4.86,3.87,5.85,0.34,5.39,9.77,8.3,4.94,2.93,7.81,1971,1
535,3.77,2.24,1.25,4.79,2.8,-5.3,3.64,1.39,-2.59,2.36,1971,2
536,4.44,3.43,4.09,2.76,8.06,0.71,6.83,3.68,2.41,5.97,1971,3
537,2.17,8.49,4.26,4.31,2.32,0.82,4.96,4.23,-3.54,4.36,1971,4
538,-3.02,-4.26,-2.25,-4.74,-6.14,-5.21,-1.78,-2.1,-3.7,-4.42,1971,5
539,-0.13,-0.66,0.39,1.03,-2.18,1.04,0.35,2.02,4.3,-1.22,1971,6
540,-2.13,-5.55,-4.88,-2.13,-8.58,-3.61,-3.5,-2.25,-2.13,-3.85,1971,7
541,3.1,10.56,6.36,-1.2,5.69,-0.32,6.19,3.27,-2.32,7.02,1971,8
542,-0.07,-0.07,-0.32,-1.64,-1.55,0.23,0.73,0.66,-1.5,-0.42,1971,9
543,-4.32,-5.2,-6.03,-4.28,-4.35,-1.74,-3.44,-2.5,2.05,-4.2,1971,10
544,-0.35,0.33,-0.99,0.06,1.77,0.38,0.24,0.58,-1.21,-0.23,1971,11
545,10.53,6.13,9.86,8.84,11.27,7.36,10.16,7.9,8.1,8.19,1971,12
546,2.5,3.23,3.22,0.16,8.35,0.94,0.44,2.6,-0.3,3.33,1972,1
547,4.64,0.84,4.98,2.61,1.89,0.16,5.65,7.13,-2.5,2.25,1972,2
548,0.09,4.23,2.49,-5.46,1.09,-0.32,1.98,0.46,-0.15,2.34,1972,3
549,1.92,-0.53,1.97,-0.69,0.76,-1.05,-0.56,1.08,-2.81,1.82,1972,4
550,0.41,-1.0,1.9,3.65,3.73,1.19,1.58,3.52,-0.17,-0.63,1972,5
551,-1.14,-2.88,-2.25,-0.91,-2.53,-2.74,-4.03,2.51,-1.55,-4.53,1972,6
552,-1.58,-2.13,0.49,-1.07,0.97,0.75,-2.46,3.13,0.04,-2.93,1972,7
553,-0.11,3.78,2.29,12.38,2.84,5.16,-0.41,1.05,5.96,3.61,1972,8
554,-2.62,-0.89,-1.22,-0.24,-1.15,4.31,-0.5,-0.44,0.19,-1.72,1972,9
555,0.0,-2.44,1.15,3.1,-3.34,2.3,0.88,1.51,6.75,1.14,1972,10
556,6.88,7.93,4.18,6.19,2.52,7.1,6.02,-0.56,6.4,5.14,1972,11
557,0.53,1.64,0.93,1.05,1.98,1.45,1.73,3.74,-1.54,-0.72,1972,12
558,-4.75,-6.7,-3.7,5.03,1.96,-2.12,-4.09,-1.19,-4.28,-7.44,1973,1
559,-4.36,-5.85,-2.29,-7.35,-3.0,-4.62,-6.45,-0.71,-1.97,-6.06,1973,2
560,-1.06,-2.82,-0.22,3.05,-1.2,0.54,-5.64,0.78,-2.15,-0.26,1973,3
561,-6.19,-5.19,-4.4,-0.98,-6.65,0.88,-8.5,-5.49,-0.6,-7.75,1973,4
562,-2.12,-4.19,-1.14,-3.53,-2.6,-0.82,-2.21,1.07,0.36,-4.98,1973,5
563,-3.43,-2.53,-0.35,1.63,-0.05,-0.32,-5.75,0.0,-2.49,-0.25,1973,6
564,7.44,7.27,6.64,0.3,4.95,-0.32,11.16,6.87,-2.39,9.56,1973,7
565,-3.33,-3.95,-1.47,-3.79,-3.69,-3.91,-4.16,-6.89,-2.1,-2.3,1973,8
566,5.9,7.81,4.56,9.21,-2.84,7.65,7.2,0.78,7.9,7.23,1973,9
567,-2.25,-4.34,0.44,5.17,3.91,-5.54,-3.66,1.83,-3.39,-1.02,1973,10
568,-14.31,-16.1,-14.25,-6.19,-11.43,-1.9,-18.92,-7.75,-11.6,-13.45,1973,11
569,-1.55,-3.76,1.28,8.67,-4.32,4.55,-0.22,-4.47,3.42,2.49,1973,12
570,2.43,6.09,0.41,-7.46,1.24,2.0,6.71,-2.56,4.55,1.14,1974,1
571,0.07,-1.08,0.01,-1.55,-0.6,4.75,0.8,-1.23,0.29,1.02,1974,2
572,-1.89,-0.09,-0.76,-3.24,-2.71,-4.59,-3.12,1.22,-3.64,-3.63,1974,3
573,-3.69,-4.09,-2.04,-6.31,-3.63,-5.31,-1.97,-1.48,-12.19,-6.37,1974,4
574,-2.88,0.42,-2.53,-7.47,-4.2,-1.52,1.21,-0.11,-4.9,-8.44,1974,5
575,-0.56,-2.63,-0.41,-0.3,-2.94,0.3,-2.72,-1.61,-6.18,-5.5,1974,6
576,-10.15,-11.86,-7.16,-0.52,-8.22,-7.63,-12.81,-14.15,0.77,-6.61,1974,7
577,-10.16,-6.62,-10.13,-8.56,-4.9,-0.01,-13.05,-8.04,-8.62,-10.62,1974,8
578,-12.18,-12.92,-12.85,-7.95,-16.9,-3.8,-12.28,-15.56,-1.31,-9.62,1974,9
579,15.66,4.48,16.04,20.78,14.72,10.85,10.01,29.58,13.01,20.19,1974,10
580,-3.85,-4.69,-5.92,-4.24,-4.94,-3.09,-5.74,-1.22,-0.13,-2.77,1974,11
581,-0.56,-4.08,-4.45,0.83,-5.25,1.57,-3.36,-3.32,-0.81,-4.35,1974,12
582,18.71,21.5,14.51,6.77,15.3,11.09,25.92,-0.74,18.8,17.89,1975,1
583,4.04,4.93,8.0,2.26,13.14,5.16,5.16,16.04,0.9,2.87,1975,2
584,7.14,6.62,5.06,-2.32,0.99,-0.86,10.76,1.29,-1.32,4.15,1975,3
585,3.01,4.12,9.56,7.25,5.57,-0.96,2.59,0.65,-1.61,3.27,1975,4
586,5.22,2.57,2.78,12.35,5.92,3.52,4.0,6.52,8.52,5.72,1975,5
587,5.25,10.23,3.56,6.25,2.29,4.04,7.45,0.95,10.71,5.95,1975,6
588,-5.38,-2.03,-5.91,-4.24,-9.42,-4.21,-7.46,-12.03,-4.78,-6.14,1975,7
589,-3.14,-3.47,-0.8,-0.89,-2.97,-3.56,-0.39,-3.32,-1.24,-5.14,1975,8
590,-2.44,-2.46,-5.8,-1.16,-0.85,-1.26,-3.49,-6.53,-0.99,-6.31,1975,9
591,10.59,8.82,5.67,-1.33,8.4,6.82,9.92,10.68,6.58,3.91,1975,10
592,4.09,3.35,3.01,-1.64,5.03,4.26,4.66,5.13,3.15,3.58,1975,11
593,-1.51,-0.44,-1.32,0.09,-1.25,-0.11,-3.04,-6.36,1.34,-0.26,1975,12
594,10.92,15.62,16.85,8.46,18.26,9.49,8.98,7.73,8.3,12.95,1976,1
595,-1.07,3.88,1.73,-3.11,1.16,3.57,4.68,-6.53,-3.52,3.13,1976,2
596,0.73,3.53,1.14,7.22,2.93,0.58,3.46,6.53,1.44,1.98,1976,3
597,-1.67,1.84,-1.42,2.15,-3.41,1.72,-4.67,-4.3,0.63,-1.55,1976,4
598,-2.15,-3.11,-1.23,5.51,0.49,-2.94,-5.77,-2.81,-1.46,-1.71,1976,5
599,3.62,4.22,3.7,5.09,8.2,3.58,1.52,3.67,4.25,5.4,1976,6
600,1.48,-1.06,-1.85,-0.62,-2.2,1.25,-2.33,-0.38,2.82,-0.05,1976,7
601,-0.31,-1.44,-1.68,-0.86,-0.83,4.74,2.89,2.17,2.96,-1.14,1976,8
602,1.55,4.49,1.08,5.91,2.9,1.59,0.43,3.62,4.08,0.9,1976,9
603,-1.62,-1.15,-3.27,-2.42,-4.5,1.29,-0.89,-3.74,-0.81,-0.43,1976,10
604,1.74,-0.71,-0.38,0.82,1.64,3.14,4.84,-9.71,3.14,2.08,1976,11
605,5.22,9.67,5.85,6.33,3.85,3.44,2.33,6.26,6.49,8.41,1976,12
606,-4.09,-4.2,-6.01,0.29,-3.87,0.11,-7.15,-8.84,0.84,-4.18,1977,1
607,-1.39,-3.49,-0.63,-3.01,-0.63,0.99,-1.83,-0.21,-3.4,-1.72,1977,2
608,-1.39,-3.34,-0.34,-2.08,-0.03,-1.03,-2.76,-1.79,0.19,-0.09,1977,3
609,0.53,3.16,0.58,2.53,-3.46,0.66,-3.43,-5.21,1.94,2.14,1977,4
610,-0.94,-0.49,-2.96,-0.41,-1.49,1.44,-2.76,-1.88,1.68,-0.86,1977,5
611,4.53,4.29,3.4,6.09,7.77,1.93,6.06,9.03,5.7,5.3,1977,6
612,1.22,-2.44,-3.62,-1.8,-0.16,-0.86,-0.18,-2.24,0.87,-0.39,1977,7
613,0.11,-0.85,-1.26,-5.77,0.5,-2.26,4.62,3.83,-3.23,-1.22,1977,8
614,0.25,1.55,-0.98,0.73,-1.78,3.48,-0.71,-0.89,2.01,-0.07,1977,9
615,-3.35,-4.46,-4.58,-3.55,-3.22,-5.05,-3.17,-1.75,-3.14,-4.45,1977,10
616,4.59,1.95,4.33,3.45,5.25,2.18,5.58,6.08,4.28,6.5,1977,11
617,0.0,-0.75,0.73,1.89,2.39,2.15,-1.25,0.62,-0.33,0.61,1977,12
618,-5.3,-6.86,-6.05,-6.93,-4.75,-4.16,-6.84,-1.92,-4.53,-5.32,1978,1
619,0.12,0.39,-2.62,-1.08,-3.45,4.13,-0.43,-3.0,-0.41,-0.15,1978,2
620,4.17,6.09,3.9,2.06,-0.61,2.62,2.86,4.17,2.47,5.45,1978,3
621,6.92,9.62,11.46,6.71,13.3,2.93,10.84,9.25,0.18,9.37,1978,4
622,4.22,0.2,4.12,0.89,1.67,-0.39,1.25,5.17,0.71,2.61,1978,5
623,-0.26,-2.81,-1.47,-3.74,-0.35,-1.53,-1.97,1.14,0.84,-0.33,1978,6
624,3.53,4.71,7.84,3.34,8.58,1.42,5.14,8.86,2.83,6.61,1978,7
625,4.14,2.98,3.94,5.09,6.01,3.55,5.71,0.99,0.46,6.37,1978,8
626,-0.38,-0.5,-2.1,4.77,-4.15,1.22,-2.66,-2.75,-0.24,-1.27,1978,9
627,-11.58,-11.17,-11.33,-10.61,-10.83,-4.47,-14.14,-12.84,-7.07,-14.09,1978,10
628,2.14,0.73,2.86,6.17,5.09,2.99,2.59,5.19,3.0,2.52,1978,11
629,1.7,-0.61,1.44,2.81,6.42,0.09,-0.6,3.41,-1.23,1.29,1978,12
630,4.2,5.08,6.53,3.12,4.3,3.66,5.75,1.42,6.36,6.09,1979,1
631,-3.51,-3.59,-4.49,0.63,-3.32,-0.63,-4.42,-4.52,-1.63,-3.25,1979,2
632,4.13,6.61,7.35,9.36,7.61,0.16,6.15,5.04,2.33,8.17,1979,3
633,0.2,2.95,-0.46,4.33,0.32,-2.15,0.87,0.43,-2.74,1.51,1979,4
634,-1.77,-0.71,-2.29,-2.43,-1.96,0.1,-2.43,-2.64,1.43,-0.31,1979,5
635,3.31,3.01,3.5,9.26,0.5,1.92,2.86,4.83,4.97,7.03,1979,6
636,2.03,2.06,2.03,1.58,-1.51,-0.11,1.18,0.15,2.08,3.32,1979,7
637,7.55,4.7,7.72,7.89,5.93,1.53,8.89,8.56,2.04,5.82,1979,8
638,-1.87,0.42,-0.72,5.92,-1.75,-2.39,-0.76,-0.55,-2.17,-0.69,1979,9
639,-7.66,-9.4,-8.84,-2.55,-7.73,-5.05,-8.9,-4.34,-5.8,-10.17,1979,10
640,5.14,-2.2,4.73,8.9,8.16,4.02,3.84,8.77,7.74,7.03,1979,11
641,3.38,3.37,4.46,2.48,1.8,-1.53,3.07,2.08,-0.99,4.19,1979,12
642,3.12,9.09,7.07,14.22,7.36,-2.06,1.31,-1.29,1.56,5.54,1980,1
643,-4.85,-6.3,-2.5,12.94,-3.55,-1.48,-4.85,-4.63,-3.39,-3.39,1980,2
644,-8.13,-8.79,-11.76,-17.89,-12.66,-2.62,-8.64,-2.82,-6.59,-12.27,1980,3
645,6.49,-1.77,3.21,6.86,0.72,7.32,3.36,4.29,12.0,6.06,1980,4
646,7.94,4.33,6.23,4.09,4.82,5.0,10.73,6.96,4.59,8.12,1980,5
647,2.99,2.79,2.34,5.83,3.03,-0.58,2.41,0.22,4.54,5.1,1980,6
648,7.76,11.74,10.84,2.01,15.48,1.0,10.83,8.88,-0.1,6.9,1980,7
649,1.43,1.49,1.58,3.66,3.66,6.3,1.86,0.27,-1.17,2.73,1980,8
650,0.27,0.98,2.85,6.52,1.99,-1.61,1.28,3.62,0.15,3.81,1980,9
651,0.29,-1.72,0.43,7.74,1.97,-3.25,-1.15,-1.24,1.94,1.64,1980,10
652,0.91,4.92,8.4,24.29,9.84,0.0,2.6,8.86,7.38,7.71,1980,11
653,1.01,-1.09,-2.07,-10.59,-1.17,0.83,-1.37,4.59,-1.95,0.02,1980,12
654,2.01,-2.24,-1.96,-10.15,-8.09,5.54,0.47,-1.61,-2.57,-3.23,1981,1
655,2.48,6.44,4.36,-0.44,0.47,2.15,2.7,1.85,-1.27,1.71,1981,2
656,6.92,6.99,5.97,-2.26,4.99,1.17,12.72,5.9,2.98,8.42,1981,3
657,1.16,1.88,-0.94,-7.54,0.17,6.21,3.1,3.03,-2.68,0.87,1981,4
658,2.66,2.86,-0.37,-3.87,4.23,7.14,2.82,3.44,1.82,2.84,1981,5
659,-0.21,-4.28,-1.31,4.7,-6.72,-1.92,-1.42,-5.58,3.44,-1.38,1981,6
660,-0.64,-2.91,-2.87,7.93,-3.79,0.37,-3.4,-3.9,2.8,-2.71,1981,7
661,-5.07,-7.9,-6.89,-6.28,-7.3,-0.81,-5.6,-7.73,-0.83,-5.52,1981,8
662,-2.18,-2.97,-7.15,-12.28,-3.9,2.84,-3.64,-1.28,-5.53,-5.44,1981,9
663,7.41,-4.15,3.68,9.92,5.21,6.02,6.77,7.95,4.88,7.16,1981,10
664,2.65,4.85,4.52,6.9,1.5,2.7,1.07,3.92,5.92,5.05,1981,11
665,-1.81,0.48,-1.66,-6.54,-0.03,-1.45,-1.94,-0.73,-2.33,-3.79,1981,12
666,-0.92,1.17,-3.31,-8.46,2.73,0.68,0.12,1.43,-0.67,-3.23,1982,1
667,-1.97,-2.04,-5.62,-11.09,-5.3,-5.68,-1.36,-1.8,-0.36,-3.89,1982,2
668,2.45,3.49,-1.78,-3.65,-3.59,2.05,4.22,-2.55,1.66,-1.31,1982,3
669,6.67,4.44,3.24,4.34,7.44,-0.18,5.41,7.39,3.84,3.71,1982,4
670,-3.26,-1.93,-4.71,2.31,-5.41,-1.02,-2.72,-3.03,-0.52,-5.47,1982,5
671,1.67,2.65,-2.58,-6.25,-2.38,-2.45,2.67,-0.75,-2.21,-2.42,1982,6
672,-0.46,-0.33,-2.32,-7.91,1.52,1.2,0.21,0.79,-2.57,-3.03,1982,7
673,9.17,13.74,13.97,9.69,12.79,10.84,12.58,12.37,12.0,11.36,1982,8
674,5.25,-0.73,-1.08,1.77,1.17,0.99,4.75,1.36,1.06,4.18,1982,9
675,10.58,16.55,13.06,5.58,16.98,8.12,16.87,8.2,4.73,15.74,1982,10
676,5.17,8.24,5.79,-4.4,10.68,5.95,11.18,5.2,0.16,7.64,1982,11
677,0.97,3.03,0.73,5.54,2.65,-1.23,-2.09,0.58,4.32,-1.34,1982,12
678,-1.01,5.17,5.02,3.62,8.38,12.44,1.29,1.42,3.67,2.8,1983,1
679,3.8,3.63,4.1,-0.59,3.59,-0.36,7.9,2.84,1.59,4.56,1983,2
680,7.47,-1.14,2.1,5.97,0.67,0.64,8.51,4.52,0.27,4.96,1983,3
681,6.19,10.88,6.33,9.38,7.49,5.14,8.57,5.05,4.76,8.31,1983,4
682,-0.95,-2.07,1.99,1.35,2.82,-1.31,0.48,-2.73,2.6,2.43,1983,5
683,3.0,10.41,1.59,6.41,6.13,0.17,6.11,6.91,-0.54,1.68,1983,6
684,-2.65,-3.9,-2.58,-2.26,-5.36,-5.17,-3.27,-5.68,1.03,-3.66,1983,7
685,0.71,-2.38,0.62,6.83,-1.1,2.2,-4.73,-1.01,1.52,-0.82,1983,8
686,4.66,4.39,2.26,-4.63,2.15,2.26,2.18,1.3,4.66,1.58,1983,9
687,-0.21,0.04,-2.29,-2.05,-6.94,-5.2,-1.76,-2.18,3.07,-4.06,1983,10
688,2.3,4.23,6.46,-0.43,2.34,3.17,4.46,-3.01,-1.61,4.71,1983,11
689,-0.48,0.92,-1.12,2.1,0.36,-1.54,-4.71,-3.58,-3.69,-0.87,1983,12
690,-0.7,-5.38,-3.5,10.11,-6.2,4.09,-5.88,-0.62,1.45,-1.64,1984,1
691,-5.72,-6.09,-6.6,3.87,-5.93,-3.68,-4.45,-2.02,-3.33,-4.92,1984,2
692,1.62,0.35,3.29,0.26,1.79,-4.24,1.21,-0.67,-0.29,2.44,1984,3
693,0.57,1.32,-0.13,3.98,-0.43,2.18,0.31,2.32,-0.48,-2.04,1984,4
694,-2.41,-5.77,-5.78,-5.04,-5.56,-3.5,-5.16,-6.45,-0.8,-6.87,1984,5
695,6.33,2.11,3.19,-2.18,1.76,12.28,7.42,3.86,0.45,2.22,1984,6
696,-1.61,2.53,-1.47,-7.46,-2.45,2.81,0.12,-3.76,-0.01,-1.82,1984,7
697,8.71,10.01,11.89,13.97,13.95,6.72,9.87,10.43,7.76,11.18,1984,8
698,1.26,-0.2,-2.55,2.24,-3.99,2.9,0.09,-4.42,4.82,2.19,1984,9
699,1.38,2.15,0.57,-4.47,-0.5,-0.81,-0.74,1.65,3.34,0.73,1984,10
700,0.38,-3.02,-1.34,-1.02,-3.83,-0.24,-2.92,-0.08,3.06,-0.3,1984,11
701,2.5,4.61,2.15,-0.54,2.54,5.1,0.77,2.74,2.63,3.73,1984,12
702,4.9,9.84,8.47,6.54,12.6,5.85,13.19,8.31,2.39,9.82,1985,1
703,5.08,-1.57,1.34,3.87,-1.33,2.69,2.1,3.59,1.38,2.13,1985,2
704,4.63,-5.26,-2.78,1.45,-6.02,5.47,-0.61,3.07,6.1,-0.16,1985,3
705,-2.12,-3.45,-1.49,3.81,-3.64,0.9,0.09,-1.76,1.61,1.42,1985,4
706,8.0,5.93,6.09,0.75,2.83,6.63,9.62,9.45,5.45,6.33,1985,5
707,2.76,1.5,1.5,-0.76,-0.71,4.09,1.61,2.29,3.63,2.97,1985,6
708,-2.62,2.39,3.41,-0.59,4.41,-4.55,-3.98,-0.47,-4.7,-0.18,1985,7
709,0.74,-2.64,-1.14,1.55,-2.54,0.54,-0.61,-0.82,1.91,-0.49,1985,8
710,-0.64,-3.28,-3.98,-1.3,-4.73,-4.18,-4.34,-3.92,-5.35,-4.96,1985,9
711,3.6,0.85,3.28,5.95,3.02,4.08,6.86,3.18,6.32,6.4,1985,10
712,8.56,9.94,7.94,0.34,8.64,7.42,7.99,9.74,4.24,7.43,1985,11
713,5.45,7.18,4.51,-2.75,8.27,6.15,4.55,3.52,4.85,4.49,1985,12
714,1.79,2.15,1.61,-6.76,-0.29,-3.97,1.64,1.06,3.78,3.56,1986,1
715,10.82,10.9,10.22,0.8,4.97,7.4,7.81,6.13,6.57,8.38,1986,2
716,8.11,7.86,6.02,0.95,-0.08,3.85,8.57,12.05,3.96,5.77,1986,3
717,0.42,-3.51,-1.74,0.76,3.93,2.44,0.4,0.7,-3.97,-2.62,1986,4
718,8.88,3.15,4.4,7.33,0.95,4.85,9.85,7.29,3.63,4.66,1986,5
719,6.3,-1.29,-0.03,-2.05,-3.98,5.38,3.84,5.64,5.04,1.5,1986,6
720,-5.74,-9.09,-7.51,-5.11,-8.34,-3.0,-9.54,-5.35,5.15,-6.45,1986,7
