,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other,Year,Month
1664,-0.56,-1.95,-0.6,1.0,-2.29,-4.9,0.26,-4.43,-3.44,0.55,1967,5
1665,6.74,9.6,9.14,8.86,14.74,5.9,9.3,6.25,-1.13,7.86,1967,6
1666,8.85,10.73,7.93,11.37,5.38,2.13,8.38,5.17,2.78,11.42,1967,7
1667,2.14,2.08,0.16,0.37,-2.7,-0.65,2.01,2.24,0.08,1.26,1967,8
1668,7.34,8.34,5.05,8.89,9.92,3.07,9.69,6.41,0.07,4.93,1967,9
1669,-1.07,-2.11,-3.58,0.61,-1.13,-8.53,0.36,-5.9,-4.46,-1.33,1967,10
1670,-0.02,-2.08,-0.34,1.65,0.02,-0.48,0.69,1.5,1.92,0.13,1967,11
1671,6.94,9.34,9.02,7.94,10.8,2.22,8.07,1.75,2.78,9.2,1967,12
1672,3.46,1.65,0.59,1.98,-3.99,0.38,6.35,-5.26,2.29,6.2,1968,1
1673,-4.5,-7.05,-6.41,-6.42,-9.3,-4.62,-3.87,-5.4,-0.96,-4.74,1968,2
1674,0.11,-0.89,-1.88,1.95,-1.14,-0.96,0.63,-0.16,-3.35,-1.26,1968,3
1675,16.2,16.62,14.3,12.54,17.47,12.01,15.54,11.0,2.96,14.61,1968,4
1676,10.7,9.61,8.43,8.68,9.27,8.31,13.61,5.75,0.74,11.26,1968,5
1677,2.55,-0.37,0.77,2.18,-2.51,3.48,1.43,1.01,8.56,2.38,1968,6
1678,-2.2,-3.69,-3.55,0.43,-6.92,-5.86,-3.27,-3.75,0.48,-0.89,1968,7
1679,4.03,3.73,3.87,3.19,1.92,5.89,5.2,2.11,-0.76,4.38,1968,8
1680,6.85,9.96,6.16,7.27,6.25,8.21,8.24,1.59,0.46,9.76,1968,9
1681,1.19,1.27,0.47,-0.1,-2.95,1.47,3.92,-0.47,1.4,0.73,1968,10
1682,5.78,6.9,6.82,8.08,8.03,6.72,6.97,8.47,8.52,8.0,1968,11
1683,0.45,0.22,0.78,4.88,-0.12,-4.43,0.68,-0.64,-3.02,0.6,1968,12
1684,-0.62,-1.11,-0.61,0.83,-2.36,-2.44,-1.19,-0.49,2.28,0.92,1969,1
1685,-8.88,-8.21,-8.61,-10.57,-10.46,-8.53,-8.37,-6.11,-4.37,-9.05,1969,2
1686,0.29,3.64,2.39,6.69,0.91,0.59,2.38,3.64,-1.62,2.0,1969,3
1687,-0.6,1.11,-1.03,0.29,1.0,3.34,1.09,3.92,0.97,2.03,1969,4
1688,0.2,-0.07,-0.35,8.7,-0.85,3.31,1.45,2.46,-0.2,-0.56,1969,5
1689,-10.86,-11.37,-11.51,-11.21,-12.85,-8.83,-11.83,-8.09,-5.82,-13.02,1969,6
1690,-9.69,-9.7,-9.32,-10.24,-12.01,-10.85,-10.93,-4.04,-3.1,-10.39,1969,7
1691,3.84,4.9,4.43,6.62,6.6,3.89,7.29,10.44,-1.06,7.04,1969,8
1692,-2.78,-3.12,-2.34,-8.8,-2.35,-1.95,-1.35,1.84,-3.72,-1.33,1969,9
1693,8.79,10.59,8.7,3.33,16.93,13.61,10.26,11.13,7.48,7.93,1969,10
1694,-5.6,-7.31,-5.67,-5.23,-5.25,-1.48,-5.1,-1.41,-4.3,-7.0,1969,11
1695,-6.82,-10.07,-6.0,-7.64,-7.95,-1.96,-7.2,0.61,-1.41,-9.01,1969,12
1696,-2.68,-4.48,-3.18,-3.53,-5.55,-7.74,-4.54,-4.11,-2.95,-5.09,1970,1
1697,3.55,-0.59,3.79,5.23,3.32,7.22,2.56,4.13,6.83,7.1,1970,2
1698,-1.5,-0.91,-1.61,-4.67,-6.6,-3.94,-3.39,-4.91,3.22,-2.6,1970,3
1699,-13.52,-18.53,-15.35,-18.39,-21.51,-14.99,-16.99,-17.07,-6.51,-18.25,1970,4
1700,-9.07,-9.26,-9.28,-3.16,-10.57,-8.32,-10.85,-10.36,-5.46,-9.41,1970,5
1701,-6.71,-9.17,-7.9,-5.97,-11.3,-4.27,-6.64,-5.75,-3.98,-8.35,1970,6
1702,5.76,8.46,4.8,16.29,-0.22,8.7,6.64,4.16,7.18,6.08,1970,7
1703,5.03,8.78,5.98,8.64,8.02,4.5,5.03,4.87,3.98,7.16,1970,8
1704,13.24,13.66,12.0,11.48,21.84,10.54,13.7,12.19,0.77,13.51,1970,9
1705,-3.61,-7.34,-6.82,-0.93,-13.49,-3.66,-5.03,-4.42,-0.58,-6.55,1970,10
1706,0.19,-0.18,-0.53,2.27,-3.61,2.23,0.08,-0.25,8.79,0.24,1970,11
1707,12.11,8.81,8.77,2.21,4.75,6.67,11.02,9.09,6.75,6.91,1970,12
1708,13.85,13.94,13.44,8.72,18.99,10.31,15.0,8.44,4.81,16.16,1971,1
1709,9.47,5.53,4.24,3.6,5.07,1.98,5.82,6.85,-1.98,4.03,1971,2
1710,4.09,5.13,4.61,2.65,9.67,7.78,9.09,4.64,1.74,6.15,1971,3
1711,0.79,4.87,3.49,3.08,3.3,3.06,1.71,4.08,-2.47,3.71,1971,4
1712,-4.79,-5.44,-5.14,-5.74,-6.15,-3.55,-4.68,-0.49,-3.48,-5.8,1971,5
1713,-3.14,-0.23,-2.65,-0.43,-3.56,-0.64,-1.28,-0.5,2.44,-1.7,1971,6
1714,-5.56,-7.51,-5.56,-2.8,-9.58,-4.11,-5.5,-6.1,-0.93,-5.88,1971,7
1715,3.32,8.18,5.45,0.63,5.42,1.93,2.61,4.7,-1.17,5.16,1971,8
1716,0.91,0.97,-1.49,-1.61,-3.34,0.84,0.4,1.45,-1.52,0.0,1971,9
1717,-5.72,-5.91,-6.51,-8.38,-7.95,-5.45,-5.4,-4.85,1.8,-6.33,1971,10
1718,-3.92,-2.82,-3.81,-1.9,-2.93,0.29,-3.54,-2.89,-1.06,-4.03,1971,11
1719,12.12,12.93,11.51,11.63,15.85,13.86,12.93,12.11,7.22,11.11,1971,12
1720,9.35,14.48,10.73,7.99,19.01,6.94,8.91,6.67,1.01,11.66,1972,1
1721,3.65,4.89,4.63,6.22,5.75,7.65,6.13,7.85,-2.23,2.58,1972,2
1722,-1.03,0.56,0.37,-3.54,0.12,0.36,0.03,0.44,-0.03,0.25,1972,3
1723,-0.71,3.66,1.42,-1.41,0.54,-1.64,-1.25,-0.61,-2.31,-0.11,1972,4
1724,-2.41,-1.63,-1.98,-0.89,-1.84,1.55,-3.0,0.27,-0.52,-2.42,1972,5
1725,-3.15,-2.81,-2.9,-2.79,-3.25,-4.0,-6.63,-1.18,-1.36,-3.95,1972,6
1726,-3.41,-3.63,-1.86,-2.21,-2.98,0.05,-6.57,-1.96,0.36,-4.19,1972,7
1727,-0.96,-0.29,1.53,9.41,0.3,3.52,-0.86,3.8,4.6,0.78,1972,8
1728,-3.63,-4.22,-2.82,-2.91,-4.07,-2.6,-3.89,-3.67,0.2,-3.42,1972,9
1729,-0.66,-1.76,-2.32,1.04,-2.41,0.53,-2.97,-4.44,5.82,-2.05,1972,10
1730,5.88,3.94,5.32,7.72,2.63,5.35,7.23,-0.4,6.68,4.31,1972,11
1731,-2.97,-1.54,-1.7,0.74,-2.44,-4.37,-2.96,-0.09,-0.87,-3.03,1972,12
1732,-4.6,-7.92,-3.13,4.84,-3.37,-7.27,-6.06,-8.1,-2.95,-4.66,1973,1
1733,-7.21,-9.16,-6.68,-9.94,-9.16,-9.38,-9.62,-7.34,-1.85,-7.12,1973,2
1734,-3.5,-3.33,-1.61,-1.23,-3.64,-2.37,-5.82,-3.02,-1.4,-2.12,1973,3
1735,-8.22,-8.66,-5.87,-4.58,-8.63,-6.86,-9.31,-10.0,-0.66,-8.57,1973,4
1736,-8.53,-10.28,-7.67,-9.15,-10.48,-5.62,-10.02,-8.81,-0.69,-8.9,1973,5
1737,-5.16,-4.4,-2.78,-1.35,-2.81,-1.53,-4.8,-4.27,-1.79,-2.91,1973,6
1738,10.96,14.45,11.67,8.49,17.01,7.11,12.27,14.64,-1.24,9.87,1973,7
1739,-5.29,-7.19,-3.45,-3.43,-6.05,-6.12,-4.95,-6.19,-1.99,-4.36,1973,8
1740,6.17,7.23,8.05,16.85,12.06,3.53,6.13,8.52,6.25,5.94,1973,9
1741,-1.4,-3.84,0.64,14.29,1.86,-4.85,-1.53,0.75,-2.3,-1.36,1973,10
1742,-18.34,-23.67,-18.65,-6.29,-22.02,-17.79,-20.81,-15.78,-9.64,-16.32,1973,11
1743,-5.87,-6.39,-3.96,6.53,-4.8,-3.84,-5.92,-5.26,2.11,-4.13,1973,12
1744,14.98,15.9,14.96,4.19,14.94,13.9,14.31,9.53,5.85,12.75,1974,1
1745,1.94,1.52,1.24,-2.12,-1.12,-1.97,0.59,-0.81,1.07,0.77,1974,2
1746,0.87,2.88,2.31,-1.79,0.74,-1.16,2.88,-0.62,-2.61,0.46,1974,3
1747,-4.77,-5.65,-3.35,-7.01,-5.58,-8.55,-4.93,-5.51,-9.23,-5.87,1974,4
1748,-6.13,-6.52,-5.68,-11.32,-7.12,-6.05,-6.21,-5.97,-6.34,-7.87,1974,5
1749,-2.08,-4.01,-1.15,-0.54,-4.39,-3.14,-3.61,-3.09,-4.21,-3.83,1974,6
1750,-5.17,-7.18,-4.0,-4.26,-7.75,-6.01,-5.0,-7.36,-0.12,-5.77,1974,7
1751,-7.95,-6.35,-6.99,-8.36,-8.75,-6.71,-8.31,-7.9,-6.82,-8.95,1974,8
1752,-7.57,-9.3,-8.39,-5.4,-11.37,-8.14,-9.14,-11.78,-2.29,-7.09,1974,9
1753,6.2,7.35,9.49,25.16,6.05,8.25,7.67,19.96,9.86,8.48,1974,10
1754,-5.89,-7.28,-4.83,0.41,-6.33,-0.17,-6.05,-1.61,-0.47,-5.11,1974,11
1755,-7.54,-9.57,-7.36,-3.56,-10.9,-3.74,-8.9,-8.27,-2.6,-7.68,1974,12
1756,28.76,34.95,27.32,16.18,34.95,33.9,32.41,27.65,22.76,28.95,1975,1
1757,4.81,3.5,5.46,5.41,8.11,9.28,5.75,11.84,0.96,5.91,1975,2
1758,10.48,10.82,8.05,-0.37,12.18,7.26,13.37,5.19,-0.6,7.24,1975,3
1759,3.82,3.35,5.24,6.91,6.69,6.79,2.98,3.8,0.06,1.71,1975,4
1760,6.8,7.58,6.28,13.51,11.04,9.59,6.67,8.65,7.04,7.05,1975,5
1761,8.22,8.63,7.79,8.42,8.89,7.15,7.7,5.43,9.53,5.99,1975,6
1762,0.68,1.52,-1.05,-2.67,-2.03,-5.6,0.66,-2.81,-3.15,-0.75,1975,7
1763,-4.87,-6.08,-4.41,-3.03,-6.56,-2.91,-3.92,-7.64,-1.66,-5.04,1975,8
1764,-1.52,-4.12,-3.57,-4.16,-4.47,-4.38,-3.05,-5.04,-0.93,-4.44,1975,9
1765,4.24,4.42,0.8,-0.53,0.06,3.5,3.55,1.81,5.05,0.69,1975,10
1766,4.07,3.4,1.9,-1.76,1.41,3.45,4.25,2.82,3.21,0.77,1975,11
1767,-0.68,-0.94,-0.87,-1.55,-2.44,0.54,-0.58,-0.8,0.67,0.4,1975,12
1768,19.64,26.26,20.78,14.82,25.18,20.47,18.82,17.18,9.74,16.61,1976,1
1769,13.64,15.68,11.73,3.34,14.89,7.89,14.23,7.54,-0.85,11.04,1976,2
1770,0.41,2.42,1.93,2.03,3.81,-2.63,2.67,1.87,0.1,2.73,1976,3
1771,-0.8,-1.3,-0.69,2.24,-1.33,0.25,-1.7,-3.41,1.53,-0.19,1976,4
1772,-4.1,-4.26,-0.78,7.16,-3.35,-3.44,-3.82,-1.83,-1.14,-1.8,1976,5
1773,1.23,2.62,3.98,3.58,6.05,5.17,0.58,2.64,3.1,2.78,1976,6
1774,-0.13,-0.12,0.39,0.64,-1.4,0.27,-1.32,0.8,2.95,0.79,1976,7
1775,-2.78,-2.63,-1.54,-3.0,-3.33,3.78,-1.67,-1.52,2.88,-1.24,1976,8
1776,-0.26,1.44,1.61,6.76,1.23,2.51,0.67,2.06,4.02,1.51,1976,9
1777,-2.37,-2.96,-2.52,-0.38,-4.25,-0.46,-3.12,-1.1,-0.2,-1.44,1976,10
1778,2.19,3.67,2.09,3.57,2.85,4.6,2.81,1.06,2.98,2.68,1976,11
1779,8.78,10.61,9.21,11.28,13.09,7.29,9.74,9.24,7.04,10.31,1976,12
1780,2.98,1.01,3.5,11.68,5.45,4.79,1.73,3.71,2.46,3.58,1977,1
1781,-0.05,-0.26,0.93,-1.68,0.4,1.76,-0.46,-0.5,-2.73,0.9,1977,2
1782,0.32,-1.12,1.2,-0.53,1.87,2.1,0.03,0.65,0.32,1.66,1977,3
1783,1.5,0.28,2.34,3.35,1.54,0.08,0.2,-1.12,1.67,2.35,1977,4
1784,-0.5,-0.51,-0.64,1.72,0.51,-1.27,0.62,0.04,1.39,0.88,1977,5
1785,4.65,3.35,5.07,8.74,6.05,6.94,4.78,7.14,5.53,5.4,1977,6
1786,1.2,0.58,-0.43,-0.72,0.87,3.81,1.47,0.86,1.78,2.22,1977,7
1787,-0.59,-0.97,-0.81,-3.14,0.49,-0.07,0.5,-0.43,-1.81,0.08,1977,8
1788,1.06,1.22,-0.17,2.42,0.77,1.37,2.72,4.78,1.51,1.71,1977,9
1789,-1.46,-3.37,-2.75,-5.04,-2.57,-1.72,-1.89,-0.35,-2.26,-2.15,1977,10
1790,7.18,7.72,7.27,8.79,9.27,7.91,6.11,8.17,3.53,7.07,1977,11
1791,1.32,0.78,1.63,3.63,3.09,5.78,1.98,3.92,0.11,2.41,1977,12
1792,-0.16,-3.33,-1.75,-3.62,-2.18,-1.77,-1.2,-1.42,-3.21,-0.28,1978,1
1793,2.12,2.36,2.63,1.22,2.55,2.13,4.47,1.86,0.42,2.56,1978,2
1794,6.68,6.67,6.72,2.57,9.66,8.14,7.37,8.91,1.64,6.88,1978,3
1795,7.0,8.77,9.2,5.67,11.81,8.89,8.15,10.94,0.31,7.78,1978,4
1796,6.97,8.71,7.53,3.76,12.32,5.74,7.28,8.29,0.17,6.21,1978,5
1797,0.94,-0.02,0.34,-0.45,0.62,-0.59,0.07,0.73,1.02,1.87,1978,6
1798,2.76,3.63,6.3,4.13,7.33,4.87,3.42,8.94,3.03,5.59,1978,7
1799,7.62,13.1,8.82,3.42,17.53,8.19,10.78,9.74,1.63,9.08,1978,8
1800,2.68,0.12,-0.79,2.53,1.01,-0.15,-0.36,-0.25,0.13,0.58,1978,9
1801,-18.18,-20.4,-18.68,-20.75,-24.85,-13.72,-19.28,-22.79,-7.28,-16.44,1978,10
1802,5.78,3.52,4.58,8.94,8.18,6.89,2.77,7.87,2.26,2.69,1978,11
1803,-0.18,-0.7,1.35,2.01,4.14,4.28,0.44,3.32,-0.67,1.72,1978,12
1804,8.72,11.09,10.93,7.56,12.02,9.46,9.35,8.97,6.07,8.41,1979,1
1805,-2.12,-3.02,-2.52,2.74,-3.63,-1.17,-3.17,-4.45,-0.85,-1.14,1979,2
1806,5.9,6.22,9.0,18.16,11.34,9.16,7.64,7.3,2.55,7.59,1979,3
1807,2.49,1.82,2.94,4.74,2.55,4.8,2.29,1.1,-0.84,3.17,1979,4
1808,-0.24,-0.98,-1.28,0.09,-1.3,-1.21,-2.35,-1.31,0.57,-0.74,1979,5
1809,1.91,3.62,5.04,19.62,5.15,6.55,2.8,4.46,5.53,6.08,1979,6
1810,0.34,1.87,2.86,0.54,1.85,1.62,2.2,2.89,3.83,2.72,1979,7
1811,7.29,5.06,8.32,12.39,9.77,6.31,7.83,7.62,2.5,6.77,1979,8
1812,-1.53,-1.52,-0.95,6.52,-0.49,1.5,0.05,1.32,-1.52,-0.25,1979,9
1813,-9.65,-9.93,-10.36,-7.02,-9.29,-9.41,-9.38,-9.27,-6.66,-10.17,1979,10
1814,4.67,1.12,5.59,17.53,11.18,8.96,4.02,9.77,6.87,6.03,1979,11
1815,4.22,2.88,7.53,16.15,9.98,8.66,5.38,7.15,-0.75,6.27,1979,12
1816,7.7,11.69,11.9,19.13,14.81,3.69,5.78,8.25,1.21,9.82,1980,1
1817,-1.3,-1.68,-2.48,8.38,-0.47,-3.32,-1.36,-3.28,-4.05,-0.59,1980,2
1818,-14.32,-17.61,-16.59,-24.79,-19.59,-11.4,-15.14,-13.64,-6.72,-16.01,1980,3
1819,4.23,1.54,3.36,7.29,5.5,6.61,3.65,6.22,12.9,5.86,1980,4
1820,6.85,8.55,6.21,5.92,6.78,8.63,8.59,10.93,4.96,7.65,1980,5
1821,3.84,2.97,3.58,6.69,3.22,3.08,3.83,1.94,4.92,5.1,1980,6
1822,7.73,8.34,10.17,6.57,17.68,5.89,8.84,13.17,0.65,8.47,1980,7
1823,5.84,7.44,6.23,9.03,13.17,9.11,6.08,8.7,-1.29,5.57,1980,8
1824,3.39,6.62,4.79,11.86,6.71,2.09,3.19,6.6,0.12,4.7,1980,9
1825,1.78,0.89,3.07,11.46,7.63,3.05,2.31,6.41,1.17,4.77,1980,10
1826,1.1,3.5,6.18,26.23,10.9,6.08,3.1,7.72,2.35,6.23,1980,11
1827,-3.13,-4.1,-3.85,-7.18,-3.92,-2.35,-2.57,-2.17,0.29,-2.59,1980,12
1828,3.86,2.11,0.31,-6.38,-3.32,5.07,2.82,2.9,0.39,1.13,1981,1
1829,1.47,2.79,1.09,-2.71,-2.43,1.42,1.27,-1.81,-0.23,1.31,1981,2
1830,7.13,7.6,8.99,0.09,8.21,8.25,8.53,11.85,2.74,7.31,1981,3
1831,4.11,5.28,2.56,-7.56,6.23,3.24,5.31,7.14,-1.65,2.98,1981,4
1832,3.09,3.18,2.36,1.94,7.61,6.61,2.26,3.72,2.05,1.71,1981,5
1833,1.89,0.75,-0.55,-7.24,-5.52,-1.84,1.73,-2.14,3.31,0.14,1981,6
1834,-1.47,-1.45,-2.53,4.71,-5.71,-1.54,-3.15,-4.24,1.34,-2.08,1981,7
1835,-5.76,-8.87,-8.07,-8.38,-12.29,-8.86,-6.36,-10.93,-0.38,-6.49,1981,8
1836,-5.79,-8.57,-9.03,-17.39,-10.08,-5.5,-6.28,-7.75,-4.2,-8.62,1981,9
1837,5.76,7.01,5.66,8.91,10.61,8.81,5.98,9.31,4.69,7.05,1981,10
1838,2.4,1.97,1.93,-1.48,1.67,7.08,0.04,1.37,7.13,2.43,1981,11
1839,-0.56,-2.05,-1.25,-6.21,-1.75,-1.15,-0.94,-1.63,-2.48,-2.2,1981,12
1840,0.03,0.05,-1.61,-7.38,-0.83,-3.53,-0.99,-0.78,0.62,-2.19,1982,1
1841,-1.93,-2.88,-4.03,-15.74,-5.88,-3.77,-2.4,-3.12,0.22,-4.15,1982,2
1842,0.78,0.68,-2.31,-4.91,-1.3,0.15,1.4,-0.11,1.73,-1.27,1982,3
1843,5.79,5.91,3.57,1.48,8.22,8.05,6.61,9.84,4.06,5.43,1982,4
1844,-1.17,-3.39,-3.28,-1.81,-3.43,-3.84,-1.27,-3.63,-0.09,-2.44,1982,5
1845,-0.55,-0.31,-3.14,-10.47,-4.99,-2.87,-0.82,-3.08,-1.52,-3.27,1982,6
1846,0.06,0.69,-1.15,-10.79,-1.37,-1.21,1.4,0.54,-2.02,-1.44,1982,7
1847,4.21,3.71,7.15,4.72,5.94,6.68,5.51,6.15,9.51,6.98,1982,8
1848,6.98,1.57,1.9,-6.03,5.02,4.81,4.71,5.52,1.97,4.21,1982,9
1849,11.2,15.36,11.71,8.32,18.36,12.91,13.53,15.47,6.18,13.53,1982,10
1850,9.87,11.94,9.55,-5.82,14.33,14.1,11.16,14.9,1.87,10.46,1982,11
1851,1.82,0.81,2.86,-1.53,4.33,-0.3,2.54,4.07,2.74,1.85,1982,12
1852,7.05,12.14,9.81,16.38,16.05,17.36,8.39,12.3,4.0,10.5,1983,1
1853,7.45,8.6,6.42,-5.97,9.1,2.64,8.55,8.43,2.41,4.94,1983,2
1854,7.13,5.07,4.02,2.75,2.53,3.8,8.84,6.09,0.71,6.46,1983,3
1855,7.55,9.35,6.32,8.47,6.81,4.51,9.73,8.62,4.37,9.22,1983,4
1856,6.11,8.95,8.31,16.71,12.26,8.74,8.84,8.12,4.0,8.6,1983,5
1857,5.75,7.37,4.29,4.73,6.23,3.02,7.28,5.73,-0.14,4.03,1983,6
1858,-0.56,-2.64,-1.29,1.47,-6.1,-5.56,-1.43,-7.12,1.8,-1.31,1983,7
1859,-2.49,-6.53,-3.06,-1.77,-5.38,-5.57,-4.49,-4.42,2.05,-2.31,1983,8
1860,2.04,0.62,1.12,-3.28,-1.47,-1.35,1.43,-2.45,3.87,0.51,1983,9
1861,-3.8,-5.16,-5.09,-6.6,-10.98,-7.95,-4.94,-10.89,1.95,-4.62,1983,10
1862,3.81,5.66,4.96,-4.1,5.15,3.11,3.19,0.69,0.55,2.68,1983,11
1863,-1.2,-1.19,-0.35,-3.79,-4.23,-1.32,-3.02,-5.93,-2.35,-1.46,1983,12
1864,1.08,-1.62,0.58,6.23,-2.2,0.09,-2.44,-1.87,2.29,0.7,1984,1
1865,-4.53,-5.8,-6.4,-2.07,-9.47,-7.78,-5.98,-5.75,-1.9,-4.62,1984,2
1866,1.56,1.73,2.12,1.56,-0.41,-2.15,0.57,0.32,0.01,0.36,1984,3
1867,-0.94,-2.0,-0.46,-2.22,-2.83,-1.56,-2.45,-1.06,-1.06,-2.69,1984,4
1868,-3.12,-6.36,-5.37,-4.08,-6.54,-4.16,-3.82,-7.35,0.98,-5.37,1984,5
1869,2.23,3.24,2.0,-3.73,2.46,3.11,3.38,2.76,0.94,0.92,1984,6
1870,-3.69,-5.07,-3.6,-10.15,-7.73,-3.03,-2.97,-5.39,-0.44,-3.75,1984,7
1871,6.89,9.45,10.15,5.96,11.68,6.97,9.67,13.5,6.92,7.16,1984,8
1872,0.91,-0.57,-0.17,-0.81,-3.36,-0.35,-0.17,-2.71,4.18,1.46,1984,9
1873,-0.96,-2.67,-1.68,-9.91,-4.28,-2.46,-2.82,-2.06,3.25,-0.64,1984,10
1874,-1.25,-2.83,-2.96,-5.53,-5.66,-2.65,-3.93,-5.13,2.89,-2.43,1984,11
1875,1.58,2.44,0.62,-1.55,0.09,5.28,-0.55,0.07,2.09,1.14,1984,12
1876,8.96,13.77,12.5,4.09,18.1,15.57,12.03,17.36,4.41,12.03,1985,1
1877,4.14,2.38,3.43,6.98,5.74,7.53,5.07,8.0,1.27,4.44,1985,2
1878,0.1,-3.4,-2.52,-0.2,-4.58,4.63,-1.06,-2.09,5.51,0.63,1985,3
1879,-1.3,-2.63,-2.09,-1.67,-4.41,-1.35,-1.25,0.64,2.3,0.25,1985,4
1880,4.14,-0.05,2.53,-2.78,0.84,4.07,3.28,2.78,5.27,3.14,1985,5
1881,2.14,0.23,-0.61,-4.5,-2.51,2.96,0.78,1.79,3.71,2.22,1985,6
1882,1.09,0.94,3.63,-0.49,3.0,1.84,0.93,0.85,-2.75,2.34,1985,7
1883,1.93,-1.24,-1.34,-1.11,-2.03,0.8,-1.89,-1.65,1.88,1.03,1985,8
1884,-3.36,-4.4,-5.03,-6.86,-8.33,-7.06,-5.07,-7.09,-3.62,-5.34,1985,9
1885,3.67,2.26,1.7,-1.17,0.82,0.09,0.75,2.3,4.77,2.88,1985,10
1886,5.65,5.28,5.32,3.21,5.28,5.43,6.18,5.69,4.38,5.84,1985,11
1887,4.51,2.77,4.33,-8.98,3.85,0.44,3.71,4.23,4.05,3.71,1985,12
1888,3.98,4.25,2.63,-0.33,4.15,2.14,3.85,5.3,3.95,6.35,1986,1
1889,6.78,10.24,7.43,-7.33,5.56,5.67,7.19,3.65,6.13,8.37,1986,2
1890,6.61,7.02,5.99,-1.18,2.85,7.62,5.74,9.56,4.11,4.74,1986,3
1891,1.52,2.56,0.49,-1.6,2.94,1.11,2.36,0.87,-0.55,1.59,1986,4
1892,5.05,1.74,2.92,5.19,2.83,4.8,6.01,4.92,3.43,3.49,1986,5
1893,3.22,-0.39,0.08,0.08,-2.68,1.42,3.21,2.34,4.88,1.45,1986,6
1894,-5.57,-9.39,-8.2,-9.93,-10.22,-4.32,-9.21,-8.61,3.17,-6.36,1986,7
1895,2.28,-0.9,1.43,8.26,1.17,-1.62,-0.22,0.2,6.69,2.13,1986,8
1896,-6.21,-6.18,-4.42,-3.96,-7.76,-6.97,-7.24,-9.2,-7.1,-6.11,1986,9
1897,3.66,3.65,2.16,-0.91,2.91,5.06,3.48,3.58,5.04,1.83,1986,10
1898,0.74,0.92,-0.54,-2.88,0.32,-1.59,-0.13,-1.44,0.31,-1.8,1986,11
1899,-3.27,-2.99,-2.92,-2.87,-4.29,-3.41,-5.08,-5.21,-2.9,-3.42,1986,12
1900,9.43,10.93,12.83,20.24,14.32,13.09,8.37,12.13,7.98,10.74,1987,1
1901,6.96,6.42,8.12,5.62,10.67,5.56,7.52,14.65,-0.06,5.82,1987,2
1902,4.12,2.24,4.2,14.39,0.78,6.81,1.9,3.14,-0.17,2.68,1987,3
1903,-3.42,-1.03,-1.89,3.16,-0.56,-2.61,-3.03,-2.49,-4.38,-2.55,1987,4
1904,-0.65,1.84,1.43,7.61,0.47,1.83,-1.37,-1.2,-0.94,-0.96,1987,5
1905,4.27,2.86,3.71,3.3,0.16,5.95,3.34,2.06,2.59,2.32,1987,6
1906,2.91,2.9,4.83,16.67,1.45,5.89,3.92,-0.29,-0.44,2.45,1987,7
1907,2.46,2.77,1.97,-3.9,1.94,1.46,1.72,-0.08,2.31,2.22,1987,8
1908,-1.07,-0.75,-0.18,-4.17,-0.86,-2.05,-2.99,-2.11,-2.31,-1.82,1987,9
1909,-27.85,-31.64,-29.96,-25.86,-31.59,-25.03,-29.64,-32.76,-10.45,-24.89,1987,10
1910,-6.34,-5.59,-4.07,-6.87,-7.6,-6.89,-7.27,-6.41,-1.57,-4.16,1987,11
1911,4.13,6.44,5.19,-2.54,5.16,17.95,1.6,1.38,1.1,1.37,1987,12
1912,5.73,6.75,7.81,7.24,7.15,5.23,8.2,12.46,8.18,8.31,1988,1
1913,8.49,8.79,7.85,3.27,6.86,10.02,9.19,7.58,2.25,4.83,1988,2
1914,3.75,4.94,5.01,5.91,3.64,2.45,4.46,6.14,-0.76,2.17,1988,3
1915,1.97,1.77,2.45,3.43,1.75,2.92,1.74,1.39,0.33,0.06,1988,4
1916,-1.04,-1.3,-1.29,-1.19,-3.39,-3.58,-1.06,-2.28,1.89,-1.59,1988,5
1917,3.79,6.4,6.29,-0.04,6.32,9.01,5.19,4.75,3.64,4.58,1988,6
1918,-0.2,0.4,-0.39,1.25,-1.54,2.09,0.58,-0.1,-0.03,0.51,1988,7
1919,-2.13,-2.63,-3.18,-1.85,-3.46,-3.98,-1.77,-1.61,-0.19,-1.74,1988,8
1920,2.76,2.62,2.85,-4.23,1.88,3.97,4.16,2.11,2.52,1.42,1988,9
1921,0.55,-1.71,-1.26,-2.97,-2.93,-0.46,-1.07,-3.96,1.82,-0.91,1988,10
1922,-4.43,-5.68,-3.65,-3.53,-5.24,-2.42,-3.98,-6.71,-0.21,-3.43,1988,11
1923,3.21,1.2,3.51,1.12,3.78,4.95,1.58,2.85,1.23,0.7,1988,12
1924,5.23,7.26,6.19,8.7,7.35,10.85,5.35,6.33,3.04,6.06,1989,1
1925,0.91,0.72,1.04,0.07,-1.28,1.24,0.42,-1.03,-0.88,1.16,1989,2
1926,4.34,1.15,1.96,5.55,0.9,4.65,2.05,2.1,0.08,0.84,1989,3
1927,4.64,1.11,3.89,3.32,3.15,8.79,4.14,4.55,2.9,2.23,1989,4
1928,3.42,2.48,2.54,1.42,2.67,6.45,3.65,5.26,4.72,2.29,1989,5
1929,-0.3,-2.94,-1.7,-2.23,-2.09,-0.06,-2.36,-5.13,2.44,0.02,1989,6
1930,5.54,6.03,2.82,4.33,0.55,4.24,2.08,4.58,4.72,2.95,1989,7
