This file was created using the 202403 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 INV portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
199305   ,9.65   ,6.18  ,12.04   ,3.63   ,9.13   ,0.20  ,12.52   ,6.28  ,10.61   ,2.85   ,7.34  ,12.41   ,9.32   ,8.78   ,2.72   ,3.18   ,9.83   ,5.10   ,2.86  ,11.82   ,2.97   ,0.24   ,7.16   ,7.39   ,4.50
199306  ,-0.81  ,-0.93  ,-2.74   ,1.70  ,-0.77  ,-1.01   ,0.88  ,-0.66  ,-5.68  ,18.05  ,-1.59  ,-2.19  ,-2.11  ,-1.77  ,-2.07  ,-2.62  ,-2.68  ,-1.62  ,-2.61  ,-2.61  ,-2.41  ,-2.31  ,-1.41  ,-3.93  ,-3.98
199307  ,19.85  ,12.58  ,10.06  ,10.84  ,20.66   ,2.60   ,4.06   ,2.09  ,-4.50   ,1.72   ,1.32   ,6.26  ,-2.49  ,-2.90   ,2.28  ,-5.78   ,8.18   ,1.22   ,0.02  ,-0.53   ,8.02   ,5.73   ,1.24   ,1.78  ,-0.58
199308   ,6.02   ,5.28   ,3.72   ,7.85   ,4.82   ,5.97   ,7.07   ,2.06   ,3.67   ,8.98   ,5.61   ,3.16   ,5.56   ,5.47   ,5.31   ,5.42   ,3.47  ,10.83   ,8.04   ,4.55   ,0.93   ,5.81   ,9.21  ,10.87   ,4.02
199309  ,-7.36  ,-2.15  ,-1.52  ,-5.71 ,-12.74   ,0.01  ,-1.24  ,-0.56  ,-3.53  ,-4.65  ,-1.75  ,-3.14  ,-4.28  ,-0.71  ,-0.88  ,-2.33  ,-3.27   ,0.93  ,-3.11  ,-1.11  ,-2.97  ,-0.28  ,-0.04   ,4.24   ,1.35
199310   ,9.40   ,9.56   ,9.88  ,11.70  ,11.55  ,11.25   ,9.02   ,7.82  ,13.21   ,9.79   ,8.00  ,10.11   ,7.99  ,18.80  ,15.35  ,14.54   ,9.80  ,10.76  ,14.74  ,17.30  ,15.59  ,11.57  ,16.41  ,16.98  ,17.66
199311  ,-1.51  ,-1.37   ,2.90  ,-2.64  ,-4.98  ,-1.07  ,-0.63   ,2.61  ,-0.19   ,2.94  ,-0.45  ,-2.29  ,-0.10   ,1.87   ,1.04  ,-3.64   ,1.70  ,-1.44  ,-1.46   ,0.10  ,-2.54  ,-0.29  ,-1.51  ,-1.11  ,-1.70
199312  ,19.34  ,12.18  ,23.94  ,16.29  ,18.65  ,13.87  ,12.13   ,9.73  ,11.72  ,14.26  ,16.01  ,19.11  ,23.76  ,15.28  ,19.76  ,15.43  ,13.16  ,16.01  ,11.55  ,14.27  ,15.97  ,13.99  ,21.32  ,27.86  ,25.90
199401  ,20.89  ,14.39  ,13.35  ,16.66  ,21.03   ,8.38   ,1.62   ,3.71  ,-4.22   ,3.12   ,4.26   ,4.52   ,4.57   ,1.81  ,-0.45   ,4.89   ,1.13   ,1.35   ,2.75  ,-0.12   ,5.82   ,7.02  ,-2.41  ,-0.76  ,-0.26
199402   ,9.63   ,3.91   ,5.45   ,5.98   ,4.71   ,0.20   ,1.02  ,-1.02  ,-3.05  ,-3.87  ,-3.42  ,-3.40  ,-0.75  ,-3.28  ,-3.87  ,-2.91  ,-2.86  ,-4.07  ,-2.49  ,-6.01  ,-5.01  ,-3.82  ,-6.85  ,-6.70  ,-4.27
199403  ,-8.84  ,-7.27  ,-2.27  ,-7.49 ,-10.08 ,-11.12  ,-9.44  ,-7.07 ,-12.55  ,-7.85  ,-7.92  ,-9.40  ,-9.71 ,-10.80  ,-9.11  ,-8.12  ,-7.43  ,-8.89 ,-10.11  ,-9.52  ,-6.04  ,-8.65  ,-6.87  ,-8.16 ,-10.96
199404   ,1.31   ,1.60   ,0.31   ,0.03  ,-2.00   ,3.84   ,2.58   ,1.48  ,-0.14  ,-2.24   ,1.63   ,3.22   ,4.84   ,2.08   ,0.59  ,-0.91   ,2.07   ,3.67   ,3.72  ,-0.83   ,2.47   ,4.25   ,3.58   ,3.67   ,1.22
199405   ,1.31   ,3.53   ,0.14  ,-1.29  ,-1.32   ,0.28   ,2.04  ,-1.35   ,1.20   ,1.12   ,3.33   ,2.94  ,-0.06   ,3.29  ,-0.49   ,3.69   ,2.88   ,1.77  ,-0.02   ,2.69   ,4.08   ,4.44   ,3.66   ,3.30   ,6.47
199406  ,-5.07  ,-4.84  ,-3.29  ,-3.18  ,-6.52  ,-3.28  ,-1.09  ,-4.87  ,-7.72  ,-4.80  ,-4.80  ,-2.72 ,-10.03  ,-4.52  ,-5.19  ,-6.27  ,-3.84  ,-4.97  ,-4.12  ,-4.22  ,-6.66  ,-3.62  ,-5.62  ,-6.72  ,-8.98
199407   ,4.81   ,3.57   ,3.16   ,4.02   ,5.86   ,3.33   ,3.24   ,2.00   ,1.76  ,-0.49   ,2.79   ,2.08   ,3.28   ,0.69  ,-1.64   ,3.62   ,4.32   ,3.03   ,3.62   ,3.32   ,4.90   ,3.38   ,4.58   ,6.89   ,5.00
199408   ,0.83   ,0.61   ,2.08   ,3.12   ,0.42   ,1.41   ,3.02   ,2.06   ,2.00  ,-1.46   ,3.02   ,4.64   ,1.84   ,1.15   ,3.51   ,3.44   ,1.61   ,1.84   ,0.22   ,3.94   ,4.45   ,5.83   ,4.21   ,3.08   ,0.11
199409  ,-0.83  ,-1.20  ,-1.05   ,1.54  ,-0.02  ,-1.37  ,-1.14  ,-1.04   ,2.19  ,-2.36   ,1.70  ,-1.52  ,-0.62  ,-1.13  ,-2.29  ,-2.32  ,-2.06   ,0.86   ,0.33   ,1.24  ,-0.27  ,-2.98  ,-1.52  ,-1.08  ,-0.84
199410  ,-1.44  ,-0.78  ,-1.10  ,-3.24  ,-3.38  ,-0.02  ,-1.34  ,-0.81  ,-2.46  ,-2.57   ,1.21   ,1.84   ,0.05  ,-0.36  ,-0.91   ,0.49   ,0.95   ,1.17   ,1.77  ,-0.39   ,4.11  ,-0.27   ,2.16   ,0.76  ,-0.26
199411  ,-4.90  ,-3.34  ,-4.02  ,-7.38  ,-8.23  ,-4.91  ,-5.66  ,-6.88  ,-7.93 ,-12.90  ,-6.15  ,-3.30  ,-4.57  ,-8.61 ,-11.13  ,-3.94  ,-6.29  ,-5.42 ,-12.86 ,-10.24  ,-5.09  ,-5.24  ,-9.18 ,-12.13 ,-10.37
199412  ,-1.74  ,-1.76  ,-0.65  ,-1.83  ,-1.91  ,-3.42  ,-0.80  ,-3.43  ,-6.13  ,-5.48  ,-0.01   ,0.50  ,-1.93  ,-4.44  ,-1.52   ,0.45   ,1.26  ,-1.59  ,-2.24  ,-0.79  ,-0.08   ,0.94   ,0.96  ,-3.26  ,-3.58
199501  ,-3.38  ,-7.58  ,-7.37  ,-9.15  ,-7.21  ,-6.76  ,-7.14  ,-7.40  ,-8.05 ,-10.78  ,-5.86  ,-8.96  ,-7.64  ,-8.25 ,-10.72  ,-5.01  ,-9.03  ,-6.87  ,-6.53 ,-10.71  ,-6.08  ,-7.47 ,-10.73  ,-6.03 ,-10.39
199502  ,-1.50  ,-0.87  ,-5.39  ,-5.07  ,-1.27   ,2.74  ,-0.73   ,3.20   ,1.53   ,4.20   ,2.67   ,1.99   ,3.59   ,3.16   ,3.53  ,-0.64   ,2.50   ,3.08   ,6.57   ,3.72   ,2.20   ,4.10   ,7.54  ,10.38   ,6.61
199503  ,-4.36  ,-0.72   ,1.47  ,-3.87  ,-4.75   ,0.45   ,1.69  ,-1.05  ,-3.78  ,-4.37  ,-1.20  ,-1.03  ,-0.92   ,1.21  ,-1.82   ,0.78  ,-0.11   ,0.64  ,-0.34  ,-1.53  ,-0.35   ,1.35   ,0.41   ,1.04   ,2.05
199504   ,4.31   ,2.84  ,-0.80  ,-0.09   ,2.36   ,1.95   ,1.28   ,0.82   ,0.95  ,-3.18   ,0.88   ,1.71   ,2.28   ,0.28  ,-0.22   ,5.64   ,3.63   ,3.98  ,-0.15   ,1.90   ,5.81   ,4.33   ,3.23  ,-2.10  ,-3.97
199505  ,-3.38  ,-2.51  ,-3.44  ,-2.30  ,-1.60   ,0.46   ,0.22   ,2.08   ,1.18   ,4.84   ,1.54   ,0.02   ,3.88   ,4.59   ,3.89  ,-1.39   ,0.58   ,3.02   ,6.58   ,5.40  ,-0.70  ,-0.85   ,7.33   ,7.51   ,6.29
199506  ,-2.90  ,-1.96   ,0.83  ,-1.82  ,-3.16  ,-0.29  ,-0.59  ,-2.99   ,2.85   ,3.43  ,-1.32  ,-5.52  ,-2.24  ,-0.87   ,5.25   ,2.05  ,-2.80  ,-1.68  ,-3.02   ,0.79  ,-1.33  ,-0.84  ,-3.12  ,-3.87   ,0.34
199507   ,7.13   ,6.67   ,6.95   ,9.42  ,12.77   ,7.39   ,7.62   ,6.24   ,8.62   ,8.50   ,7.67   ,5.96   ,8.19   ,4.72   ,8.68   ,5.76   ,3.82   ,5.37   ,6.76   ,5.59   ,7.70   ,5.06   ,4.49   ,4.24   ,4.68
199508   ,8.77   ,8.07   ,4.34   ,9.72  ,11.93   ,2.17   ,5.69   ,3.58   ,3.76  ,-0.03   ,1.93   ,3.88  ,-1.52   ,0.02  ,-0.37  ,-0.59   ,0.02  ,-3.62  ,-0.91   ,0.94   ,1.23  ,-0.75  ,-1.51  ,-3.75  ,-3.70
199509   ,1.54   ,1.04   ,3.62   ,1.06   ,0.05   ,2.11   ,3.38   ,0.31   ,5.46  ,-1.15   ,1.26  ,-1.07   ,0.84   ,0.58   ,2.85   ,0.11   ,1.43   ,2.21   ,3.23  ,-0.30   ,3.03   ,2.23   ,1.10   ,2.28   ,4.30
199510   ,0.59  ,-2.03   ,0.67  ,-1.73  ,-2.34  ,-3.85  ,-1.17  ,-0.54  ,-0.60  ,-3.29  ,-1.75  ,-1.75  ,-2.46  ,-1.14  ,-2.73  ,-0.10  ,-0.90  ,-1.48  ,-2.92  ,-1.72  ,-1.57  ,-0.38   ,0.77   ,0.49   ,1.21
199511   ,1.83   ,4.23  ,-1.37   ,2.83   ,2.31   ,0.80   ,0.70  ,-1.24   ,0.13  ,-2.16   ,0.31   ,0.87   ,0.80  ,-0.08  ,-1.59   ,0.57   ,1.72   ,1.53   ,0.83  ,-0.59   ,2.33   ,1.90   ,0.61   ,2.22   ,1.09
199512  ,-1.47   ,0.81  ,-0.17  ,-1.39   ,1.11   ,5.62   ,3.89   ,0.84   ,1.31   ,0.31   ,2.76   ,3.79   ,1.83   ,1.75   ,0.76   ,2.54   ,5.93   ,2.33   ,1.62   ,0.81   ,1.38   ,2.11   ,3.60   ,7.08   ,2.28
199601   ,7.69   ,7.10   ,6.83   ,7.84  ,12.47   ,7.93   ,3.39   ,6.87  ,10.88  ,11.10   ,6.11   ,5.54   ,9.02   ,7.48   ,8.55   ,5.41   ,7.67   ,5.85  ,12.58  ,12.48   ,5.05   ,6.25   ,8.76  ,10.45  ,17.00
199602   ,8.21   ,3.26   ,4.76   ,3.44   ,6.99   ,4.26   ,2.47   ,1.48   ,0.49   ,0.64   ,1.38   ,1.11   ,0.76   ,2.73   ,2.68   ,0.91  ,-0.07   ,5.69   ,3.10   ,1.64   ,2.11   ,1.64   ,1.00   ,0.09  ,-2.49
199603   ,2.59   ,0.13   ,0.33  ,-0.37   ,0.84   ,0.12  ,-0.84  ,-0.71  ,-1.18  ,-4.16   ,1.90   ,0.07   ,0.33  ,-0.21  ,-0.90   ,1.10   ,0.83   ,0.43  ,-0.99  ,-0.69   ,1.29  ,-1.21  ,-0.85  ,-1.73  ,-2.09
199604   ,1.59   ,3.84   ,4.79   ,2.27   ,4.30   ,5.73   ,1.99   ,2.92   ,3.06   ,3.45   ,2.94   ,3.14   ,1.47   ,0.49   ,3.18   ,2.17   ,1.56   ,2.36   ,0.64   ,2.43   ,3.04   ,4.26   ,2.34   ,1.24   ,0.04
199605   ,6.92   ,3.61   ,1.96   ,6.61   ,8.54   ,3.97   ,0.28  ,-1.50  ,-0.22   ,0.76   ,1.44  ,-1.28  ,-0.93   ,1.85  ,-0.20  ,-2.57  ,-0.48   ,0.41  ,-1.68   ,2.06  ,-2.75  ,-0.11  ,-0.49  ,-1.24   ,1.53
199606  ,-3.29   ,0.05  ,-2.89  ,-3.41  ,-4.96  ,-2.12  ,-2.09   ,0.10  ,-1.78  ,-0.28  ,-0.17  ,-0.03  ,-0.81  ,-3.85   ,0.65  ,-1.08  ,-0.84   ,1.13   ,1.33  ,-2.56  ,-0.53  ,-2.21  ,-1.60  ,-1.49  ,-1.12
199607  ,-5.59  ,-4.15  ,-4.31  ,-1.93  ,-7.21  ,-5.49  ,-4.21  ,-3.30  ,-4.66  ,-5.86  ,-5.04  ,-3.51  ,-9.89  ,-3.98  ,-5.69  ,-2.14  ,-4.67  ,-4.34  ,-7.44  ,-4.87  ,-3.90  ,-5.09  ,-5.54  ,-4.06  ,-5.17
199608   ,5.74   ,4.61   ,7.44   ,5.75   ,5.37   ,2.72   ,4.93   ,5.08   ,5.23   ,4.62   ,1.35   ,1.83   ,5.86   ,3.84   ,5.65   ,4.98   ,1.23   ,5.72   ,6.44   ,4.26   ,6.54   ,4.24   ,4.00   ,3.62   ,5.17
199609   ,4.11   ,2.76   ,2.33   ,3.77   ,3.92   ,2.57   ,1.88   ,2.51   ,1.17   ,1.53   ,1.94   ,1.52   ,3.29   ,2.99   ,0.19   ,3.89   ,1.27   ,2.11  ,-0.60   ,1.69   ,3.18   ,1.71   ,2.93   ,2.81   ,1.89
199610   ,7.26   ,3.59   ,5.36   ,7.30   ,6.20   ,2.69   ,6.24   ,5.93   ,0.38   ,5.25   ,1.27   ,2.73   ,1.66  ,-0.12   ,0.41   ,4.97   ,0.52   ,2.48   ,1.33   ,1.89   ,3.69   ,0.96   ,1.34   ,1.61   ,0.11
199611  ,15.97   ,8.59   ,5.45   ,7.99  ,11.72   ,6.23   ,5.62   ,7.34   ,6.98   ,3.56   ,6.23   ,7.34   ,8.50   ,6.85   ,6.75   ,9.60   ,6.36   ,7.00   ,9.80   ,4.97  ,10.31   ,7.60   ,6.57   ,6.86   ,3.35
199612   ,0.41   ,0.32  ,-1.05   ,2.50  ,-0.22   ,7.51   ,1.84   ,0.12  ,-3.68  ,-1.55  ,-1.11   ,1.56  ,-2.42   ,0.87  ,-1.77   ,2.05  ,-0.83  ,-2.27  ,-0.44   ,1.80   ,0.51   ,2.46  ,-0.37   ,0.02  ,-0.26
199701  ,-0.03  ,-0.89   ,2.10   ,0.20  ,-1.10   ,1.19   ,0.78  ,-1.82   ,2.41  ,-1.19   ,1.11  ,-1.97  ,-2.98  ,-1.77  ,-1.05  ,-1.92  ,-3.15  ,-2.43   ,0.04  ,-3.66  ,-2.38  ,-3.17  ,-1.63   ,1.84  ,-0.37
199702   ,6.90   ,6.30   ,3.09   ,7.04   ,7.31   ,2.80   ,6.55   ,3.11   ,3.78   ,6.08   ,1.81   ,4.39   ,2.61   ,2.87   ,3.23   ,5.45   ,1.72   ,0.84   ,4.14   ,5.07   ,2.26  ,-0.04   ,2.89  ,-0.44  ,-1.52
199703  ,-0.07  ,-1.24  ,-1.14  ,-0.85  ,-2.12   ,4.84  ,-3.83  ,-1.37  ,-4.53  ,-2.37  ,-3.81  ,-3.13  ,-2.86  ,-4.66  ,-2.71  ,-2.54  ,-3.01  ,-2.31  ,-5.81  ,-5.36  ,-3.77  ,-3.88  ,-2.81  ,-5.60  ,-4.57
199704  ,-3.49   ,1.69  ,-0.34   ,1.67  ,-1.66  ,-1.35   ,0.09  ,-0.43  ,-1.72  ,-3.18  ,-0.82  ,-0.40   ,0.13  ,-0.32  ,-0.99   ,0.41  ,-1.17   ,2.35  ,-1.49  ,-0.43  ,-0.62   ,2.73   ,1.67  ,-1.15  ,-1.60
199705   ,4.81   ,3.17   ,3.27   ,5.45   ,4.87   ,4.58   ,6.71   ,3.21   ,3.80   ,3.62   ,1.99   ,2.82   ,4.65   ,6.03   ,4.41   ,4.82   ,0.61   ,3.56   ,3.69   ,6.93   ,7.24   ,8.21   ,4.41   ,7.17   ,4.51
199706  ,-2.70  ,-1.29  ,-2.23  ,-3.39  ,-3.90  ,-1.94   ,1.42  ,-0.94   ,0.84  ,-1.17   ,0.48  ,-1.90   ,1.78   ,4.69   ,1.08  ,-1.12   ,3.02   ,2.02   ,1.20   ,0.52  ,-3.04   ,5.17   ,5.61   ,0.44  ,-1.84
199707   ,2.37   ,0.34   ,3.46  ,-0.30  ,-0.13   ,4.57   ,1.97   ,5.10  ,11.88   ,7.90   ,0.74   ,2.81  ,-0.27   ,9.82   ,2.01  ,-0.52  ,-1.11   ,0.67   ,0.76   ,0.76   ,1.15  ,-0.85   ,0.98   ,1.34   ,1.63
199708  ,-1.17  ,-0.15   ,0.98  ,-1.36  ,-2.70   ,3.39  ,-1.11   ,0.32   ,2.88  ,-2.35  ,-2.48   ,0.70  ,-0.06  ,-1.65  ,-3.51  ,-5.16  ,-0.95  ,-4.43  ,-5.31   ,0.04  ,-8.01  ,-0.50  ,-8.67 ,-11.60 ,-13.37
199709  ,-1.06   ,0.61  ,-3.57   ,3.24  ,-1.95  ,-0.13  ,-2.31  ,-4.84   ,0.20  ,-4.26  ,-0.54  ,-0.98  ,-0.67   ,1.90   ,0.57   ,1.91   ,0.83   ,2.19  ,-0.53  ,-0.55   ,7.67   ,4.77   ,2.42   ,4.98   ,4.30
199710 ,-19.06 ,-12.42 ,-18.22 ,-19.63 ,-21.69 ,-24.93 ,-19.46 ,-22.37 ,-20.45 ,-28.45 ,-19.03 ,-19.44 ,-24.29 ,-24.63 ,-26.46 ,-18.47 ,-24.74 ,-22.51 ,-25.99 ,-23.95 ,-18.06 ,-18.99 ,-24.30 ,-24.75 ,-27.40
199711  ,-4.91  ,-3.80  ,-7.64  ,-9.83  ,-8.44  ,-8.89  ,-4.36  ,-6.13  ,-7.56  ,-6.12  ,-5.65  ,-6.80  ,-4.67  ,-5.33  ,-4.82  ,-3.53  ,-6.27  ,-6.21  ,-1.33  ,-4.92  ,-1.86  ,-1.16  ,-0.59  ,-1.32  ,-3.02
199712  ,-4.43  ,-5.65  ,-5.79  ,-3.59  ,-4.13  ,-7.16  ,-6.50  ,-4.33  ,-6.48  ,-8.03  ,-5.35  ,-4.94  ,-3.41 ,-11.04  ,-8.77  ,-2.49  ,-3.07  ,-4.01  ,-0.70  ,-6.12   ,0.09   ,0.35   ,2.62  ,-2.20  ,-5.44
199801  ,-2.21  ,-3.46  ,-4.76  ,-1.99  ,-1.47 ,-18.85 ,-12.27 ,-11.28 ,-16.13 ,-16.80 ,-10.95 ,-12.12 ,-16.43 ,-18.87 ,-14.77  ,-6.53 ,-10.48 ,-10.81 ,-22.51 ,-10.23  ,-4.15  ,-8.04 ,-13.62 ,-16.34 ,-14.59
199802  ,11.45   ,7.80  ,12.51  ,13.95   ,6.81  ,26.82  ,17.93  ,21.56  ,20.50  ,31.34  ,21.88  ,21.29  ,29.41  ,31.18  ,29.46   ,9.81  ,20.71  ,22.12  ,34.45  ,20.61   ,8.37  ,18.21  ,30.50  ,22.37  ,24.73
199803  ,-2.37  ,-3.12  ,-0.98  ,-3.87  ,-6.34  ,-1.88  ,-4.78   ,2.43  ,-3.61  ,-4.49  ,-1.11  ,-1.85  ,-3.53  ,-1.18  ,-2.88  ,-2.57  ,-1.22  ,-0.80  ,-1.27   ,0.64  ,-2.24  ,-0.48   ,0.70   ,0.57  ,-3.64
199804  ,-3.00  ,-3.13  ,-2.37  ,-2.17  ,-1.74  ,-2.82  ,-7.61  ,-0.49  ,-2.91  ,-5.35  ,-2.88  ,-2.36  ,-4.87  ,-8.95  ,-4.60  ,-5.34  ,-5.31  ,-5.61  ,-5.86   ,2.08  ,-2.65  ,-4.33  ,-4.48  ,-8.78  ,-8.53
199805  ,-8.31  ,-5.09 ,-12.36 ,-11.13 ,-10.49 ,-13.38 ,-10.89  ,-9.25 ,-12.40 ,-15.80 ,-11.17 ,-11.24 ,-10.65 ,-17.26 ,-15.43  ,-8.48 ,-12.17 ,-12.11 ,-13.28 ,-14.42 ,-10.25  ,-9.27 ,-12.92 ,-15.56 ,-14.69
199806 ,-13.50  ,-3.48 ,-11.27 ,-15.14 ,-13.48 ,-11.83 ,-13.59  ,-7.92  ,-9.95 ,-16.33  ,-7.39 ,-12.27 ,-14.93 ,-16.13 ,-13.06  ,-8.66  ,-9.18 ,-11.41 ,-11.66 ,-11.80  ,-5.13  ,-7.00 ,-10.76 ,-11.32 ,-15.22
199807   ,2.97   ,0.56  ,-1.92   ,0.23   ,3.37  ,-6.96  ,-5.66  ,-5.96  ,-9.27  ,-7.80  ,-3.12  ,-5.63  ,-5.30  ,-4.46  ,-6.92  ,-1.39  ,-2.19  ,-2.55  ,-5.86  ,-5.31  ,-1.37  ,-3.50  ,-3.34  ,-5.65  ,-1.40
199808 ,-14.45 ,-11.90 ,-12.31 ,-13.95 ,-16.25 ,-15.79 ,-16.42 ,-15.94 ,-19.24 ,-16.02 ,-16.25 ,-17.58 ,-16.30 ,-14.96 ,-15.04 ,-16.94 ,-19.30 ,-20.72 ,-17.02 ,-15.57 ,-16.29 ,-10.88 ,-11.66 ,-17.09  ,-8.84
199809   ,5.77   ,5.36   ,7.29   ,5.26   ,5.11   ,6.36   ,7.79   ,9.84  ,13.78   ,6.33  ,11.53   ,8.78  ,15.20   ,9.71   ,5.77   ,9.08  ,13.14   ,6.59   ,8.48   ,9.82   ,9.80  ,11.26  ,11.22  ,20.69  ,13.25
199810  ,12.51  ,12.92  ,24.33  ,16.17  ,16.49  ,17.90  ,24.75  ,23.63  ,29.80  ,23.09  ,23.50  ,28.00  ,25.16  ,17.26  ,15.63  ,27.63  ,25.40  ,25.70  ,29.56  ,14.80  ,25.98  ,15.05  ,11.99  ,25.97  ,18.34
199811   ,8.38   ,6.96   ,5.27   ,4.42  ,13.10   ,6.78   ,5.51  ,10.62   ,8.64   ,8.04   ,9.74   ,9.68   ,8.40  ,12.80   ,7.82   ,7.89   ,6.56  ,13.85  ,20.18   ,2.94   ,6.10   ,2.42   ,8.44   ,6.56   ,5.25
199812  ,-2.71  ,-1.32  ,-3.04  ,-6.08  ,-3.73  ,-3.91  ,-3.86  ,-1.68  ,-5.63  ,-5.94  ,-2.39  ,-2.34  ,-1.24  ,-3.81  ,-6.50  ,-3.08  ,-5.28  ,-1.90  ,-5.36  ,-1.50  ,-2.32  ,-0.95  ,-1.84  ,-2.18  ,-5.91
199901   ,4.24   ,3.65   ,0.66   ,0.34   ,4.28  ,-2.95  ,-1.70  ,-2.89  ,-5.35   ,3.31  ,-2.09   ,3.39  ,-1.97  ,-7.03  ,-0.01   ,2.78   ,3.18  ,-4.27  ,-1.79   ,1.40   ,3.51   ,1.51  ,-1.16  ,-4.58  ,-0.86
199902   ,2.24   ,0.29  ,-1.43   ,0.73   ,1.35  ,-1.54  ,-1.10   ,0.11  ,-1.92  ,-3.02  ,-4.08  ,-1.47  ,-1.75  ,-2.03  ,-1.01  ,-0.83  ,-2.97  ,-4.69   ,0.85   ,2.39  ,-0.76   ,3.36  ,-1.03  ,-1.55  ,-3.38
199903   ,3.12   ,2.71   ,2.11  ,-0.04   ,3.22   ,1.21   ,4.67   ,3.79   ,3.05   ,4.77   ,4.83   ,0.93   ,4.45   ,6.07  ,-0.19   ,6.68   ,6.65   ,8.76   ,3.84  ,12.20  ,10.55   ,7.48  ,11.02  ,10.18   ,6.73
199904  ,21.65  ,16.00  ,20.96  ,25.17  ,29.05  ,23.38  ,25.82  ,24.46  ,33.25  ,20.45  ,29.88  ,21.37  ,20.87  ,18.55  ,30.53  ,15.50  ,21.01  ,18.54  ,14.85  ,17.79  ,17.47  ,16.55  ,13.65  ,17.18  ,15.49
199905   ,7.81   ,5.14   ,9.64  ,18.13   ,6.64   ,7.28   ,4.27   ,6.97  ,20.86   ,7.47  ,-1.96   ,5.33  ,-0.58  ,-0.78   ,9.24  ,-5.10   ,0.64  ,-0.17  ,-1.09   ,1.95  ,-4.56  ,-6.13  ,-3.05  ,-8.18  ,-7.05
199906   ,9.66   ,8.86  ,12.40  ,16.70   ,9.57  ,14.58  ,17.46   ,8.38  ,15.67  ,17.03  ,19.01  ,10.48  ,14.26   ,8.26  ,17.02   ,6.14   ,7.41  ,12.77  ,14.34  ,13.79   ,6.67   ,9.12   ,5.35  ,11.17   ,6.12
199907  ,11.11   ,7.67   ,2.06   ,5.02   ,3.44  ,-8.62  ,-9.31  ,-6.82 ,-10.10  ,-3.81  ,-8.10  ,-3.51   ,0.04  ,-3.50   ,0.09  ,-4.82   ,2.53  ,-1.67  ,-3.20   ,2.45  ,-4.05   ,0.10  ,-3.43   ,0.55   ,0.77
199908  ,-3.17  ,-1.25  ,-2.53  ,-0.70  ,-4.32  ,-1.18  ,-4.10  ,-2.22  ,-4.28  ,-3.58  ,-3.23  ,-2.04  ,-3.64  ,-4.01   ,0.13  ,-3.82  ,-3.35  ,-1.71  ,-4.52  ,-4.09  ,-0.14  ,-4.60   ,1.34  ,-1.31   ,0.74
199909  ,13.60   ,6.16   ,5.23   ,2.35   ,4.97   ,3.46   ,4.84  ,-6.68  ,-1.67   ,0.16  ,-0.53  ,-3.36   ,1.02  ,-1.87   ,1.83  ,-8.39  ,-4.65  ,-3.13  ,-1.54   ,1.15  ,-7.27  ,-4.19  ,-4.26  ,-0.82  ,-2.39
199910   ,2.76   ,0.30   ,1.48   ,3.19   ,0.14  ,-2.35  ,-0.98   ,1.20   ,0.71  ,-2.55  ,-1.14   ,1.80  ,-1.25  ,-0.57   ,0.08   ,0.89  ,-1.05  ,-1.23  ,-0.96  ,-4.37  ,-0.81  ,-0.67   ,3.06   ,1.87   ,4.00
199911  ,13.66  ,11.87   ,3.15   ,3.56   ,5.07   ,3.09   ,3.90   ,5.33   ,4.46   ,3.04   ,5.80   ,4.37   ,4.07   ,2.34   ,6.26   ,3.32   ,2.93   ,4.90   ,4.85   ,3.50   ,4.45  ,12.20   ,4.62   ,3.09   ,5.28
199912  ,14.75   ,8.32   ,9.20   ,8.27  ,10.45   ,9.65   ,5.25  ,10.48  ,14.90   ,8.08  ,15.68   ,3.82   ,6.38   ,6.39   ,7.76   ,4.90   ,1.98   ,3.78   ,8.75   ,5.87  ,11.99   ,8.54   ,4.66   ,8.13  ,11.57
200001  ,27.31  ,17.62  ,21.15   ,9.62  ,14.32   ,3.74  ,-1.12  ,-4.02  ,-3.86   ,3.01  ,-5.99  ,-4.59  ,-5.94  ,-4.26  ,-7.12  ,-9.70  ,-8.28  ,-8.62  ,-7.54  ,-9.82 ,-12.77  ,-9.32  ,-9.88  ,-7.07  ,-3.65
200002  ,14.79   ,6.86  ,10.03  ,-0.39  ,10.47   ,2.72   ,1.03  ,-5.63   ,0.89  ,-3.34   ,4.09  ,-1.29  ,-1.89   ,0.53  ,-0.64  ,-3.84  ,-4.98  ,-2.60  ,-5.82  ,-2.83  ,-8.89 ,-12.19  ,-4.90  ,-3.25  ,-0.36
