This file was created using the 202403 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200402    ,183    ,150    ,204    ,366    ,609     ,62     ,48     ,50     ,77    ,122     ,29     ,27     ,28     ,43     ,53     ,24     ,24     ,23     ,25     ,25     ,27     ,19     ,25     ,19     ,16
200403    ,183    ,149    ,203    ,366    ,607     ,62     ,48     ,50     ,77    ,122     ,29     ,27     ,28     ,43     ,53     ,24     ,24     ,23     ,25     ,25     ,27     ,19     ,25     ,19     ,16
200404    ,183    ,149    ,203    ,366    ,605     ,62     ,48     ,50     ,77    ,122     ,29     ,27     ,28     ,43     ,53     ,24     ,24     ,23     ,25     ,25     ,27     ,19     ,25     ,19     ,16
200405    ,183    ,148    ,203    ,365    ,604     ,62     ,48     ,50     ,77    ,122     ,29     ,27     ,28     ,43     ,53     ,24     ,24     ,23     ,25     ,25     ,27     ,19     ,25     ,19     ,16
200406    ,183    ,148    ,203    ,365    ,604     ,62     ,48     ,50     ,77    ,121     ,29     ,27     ,28     ,43     ,53     ,24     ,24     ,23     ,25     ,25     ,27     ,19     ,25     ,19     ,16
200407    ,259    ,221    ,211    ,337    ,559     ,82     ,60     ,68     ,83    ,105     ,39     ,42     ,36     ,44     ,52     ,37     ,31     ,32     ,19     ,28     ,27     ,21     ,26     ,33     ,18
200408    ,259    ,221    ,210    ,337    ,556     ,82     ,60     ,67     ,82    ,104     ,39     ,42     ,36     ,43     ,51     ,37     ,31     ,32     ,19     ,28     ,26     ,21     ,26     ,33     ,18
200409    ,259    ,220    ,210    ,336    ,555     ,82     ,60     ,67     ,79    ,104     ,39     ,42     ,36     ,43     ,51     ,37     ,31     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200410    ,259    ,220    ,210    ,335    ,554     ,82     ,60     ,67     ,79    ,104     ,39     ,41     ,36     ,42     ,50     ,37     ,31     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200411    ,259    ,220    ,210    ,335    ,554     ,82     ,59     ,67     ,78    ,104     ,39     ,41     ,36     ,42     ,50     ,37     ,31     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200412    ,255    ,219    ,207    ,334    ,552     ,80     ,59     ,67     ,78    ,104     ,39     ,41     ,36     ,41     ,50     ,37     ,30     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200501    ,255    ,219    ,209    ,334    ,553     ,79     ,58     ,67     ,78    ,104     ,39     ,41     ,36     ,41     ,50     ,37     ,30     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200502    ,255    ,219    ,208    ,334    ,551     ,78     ,58     ,67     ,78    ,103     ,39     ,41     ,36     ,41     ,50     ,37     ,30     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200503    ,254    ,218    ,208    ,332    ,550     ,78     ,58     ,67     ,78    ,102     ,38     ,41     ,36     ,40     ,50     ,37     ,30     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200504    ,253    ,218    ,207    ,332    ,548     ,78     ,58     ,67     ,78    ,102     ,38     ,40     ,36     ,40     ,50     ,37     ,30     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200505    ,254    ,218    ,206    ,331    ,546     ,77     ,58     ,67     ,78    ,102     ,38     ,40     ,36     ,40     ,50     ,37     ,30     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200506    ,254    ,217    ,205    ,331    ,544     ,77     ,58     ,67     ,77    ,102     ,38     ,40     ,36     ,40     ,50     ,37     ,29     ,32     ,19     ,28     ,25     ,21     ,26     ,33     ,18
200507    ,242    ,222    ,181    ,368    ,745     ,73     ,63     ,56     ,88    ,130     ,38     ,32     ,33     ,35     ,60     ,32     ,33     ,32     ,28     ,31     ,31     ,30     ,27     ,32     ,18
200508    ,242    ,222    ,180    ,368    ,743     ,73     ,63     ,55     ,88    ,129     ,38     ,32     ,32     ,35     ,60     ,31     ,33     ,32     ,26     ,31     ,30     ,30     ,27     ,32     ,18
200509    ,241    ,222    ,180    ,368    ,740     ,73     ,63     ,55     ,88    ,129     ,38     ,32     ,31     ,35     ,59     ,31     ,33     ,32     ,26     ,31     ,30     ,30     ,27     ,32     ,18
200510    ,241    ,222    ,179    ,368    ,737     ,73     ,63     ,55     ,88    ,129     ,38     ,32     ,31     ,35     ,59     ,30     ,33     ,32     ,26     ,30     ,30     ,30     ,27     ,32     ,18
200511    ,240    ,221    ,178    ,369    ,734     ,73     ,62     ,55     ,88    ,127     ,38     ,32     ,31     ,35     ,59     ,30     ,33     ,32     ,26     ,30     ,30     ,30     ,27     ,32     ,18
200512    ,240    ,221    ,178    ,369    ,731     ,73     ,62     ,55     ,88    ,126     ,38     ,32     ,31     ,35     ,58     ,30     ,33     ,32     ,26     ,30     ,30     ,30     ,27     ,32     ,18
200601    ,240    ,220    ,178    ,368    ,730     ,73     ,62     ,54     ,85    ,126     ,38     ,32     ,31     ,35     ,58     ,29     ,33     ,32     ,26     ,30     ,30     ,29     ,27     ,32     ,18
200602    ,239    ,220    ,177    ,367    ,730     ,73     ,62     ,54     ,86    ,126     ,38     ,32     ,31     ,35     ,58     ,29     ,33     ,32     ,26     ,30     ,30     ,29     ,27     ,32     ,18
200603    ,239    ,220    ,177    ,366    ,729     ,73     ,62     ,54     ,86    ,126     ,38     ,32     ,31     ,35     ,58     ,29     ,33     ,32     ,26     ,30     ,30     ,29     ,27     ,32     ,18
200604    ,238    ,220    ,177    ,366    ,728     ,72     ,62     ,53     ,86    ,126     ,38     ,32     ,30     ,35     ,58     ,29     ,33     ,32     ,26     ,30     ,30     ,29     ,27     ,32     ,18
200605    ,237    ,219    ,176    ,366    ,726     ,72     ,62     ,53     ,85    ,126     ,38     ,32     ,30     ,35     ,58     ,29     ,33     ,32     ,26     ,30     ,30     ,29     ,27     ,32     ,17
200606    ,237    ,217    ,175    ,365    ,724     ,71     ,61     ,53     ,84    ,125     ,38     ,32     ,30     ,35     ,57     ,29     ,33     ,32     ,26     ,30     ,30     ,29     ,27     ,32     ,17
200607    ,181    ,223    ,254    ,389    ,789     ,54     ,71     ,72     ,87    ,144     ,28     ,50     ,35     ,52     ,53     ,31     ,33     ,31     ,32     ,38     ,37     ,29     ,33     ,31     ,20
200608    ,181    ,222    ,253    ,389    ,787     ,54     ,70     ,72     ,87    ,143     ,28     ,50     ,35     ,52     ,52     ,30     ,33     ,30     ,32     ,38     ,37     ,28     ,33     ,31     ,20
200609    ,180    ,222    ,253    ,387    ,783     ,54     ,70     ,72     ,87    ,142     ,28     ,49     ,35     ,52     ,52     ,30     ,33     ,30     ,32     ,38     ,37     ,28     ,33     ,31     ,20
200610    ,180    ,222    ,251    ,386    ,782     ,54     ,70     ,71     ,87    ,140     ,28     ,49     ,35     ,51     ,52     ,30     ,33     ,30     ,32     ,38     ,37     ,28     ,33     ,31     ,20
200611    ,179    ,222    ,250    ,385    ,778     ,54     ,70     ,71     ,85    ,138     ,28     ,49     ,35     ,51     ,52     ,30     ,33     ,30     ,32     ,38     ,37     ,28     ,33     ,30     ,20
200612    ,179    ,222    ,247    ,382    ,778     ,54     ,70     ,70     ,85    ,138     ,28     ,49     ,33     ,50     ,52     ,28     ,33     ,30     ,32     ,38     ,37     ,28     ,33     ,30     ,20
200701    ,179    ,220    ,245    ,382    ,774     ,54     ,69     ,70     ,84    ,137     ,28     ,49     ,33     ,50     ,51     ,28     ,33     ,30     ,30     ,37     ,36     ,28     ,33     ,30     ,20
200702    ,179    ,218    ,244    ,378    ,771     ,54     ,69     ,69     ,83    ,137     ,28     ,47     ,33     ,50     ,51     ,28     ,32     ,30     ,30     ,37     ,36     ,28     ,33     ,30     ,20
200703    ,179    ,218    ,243    ,376    ,772     ,54     ,67     ,69     ,83    ,137     ,28     ,47     ,33     ,49     ,51     ,28     ,32     ,30     ,30     ,36     ,36     ,28     ,33     ,30     ,20
200704    ,179    ,218    ,243    ,374    ,772     ,54     ,67     ,69     ,83    ,137     ,28     ,46     ,33     ,49     ,51     ,28     ,32     ,30     ,30     ,36     ,36     ,28     ,33     ,30     ,20
200705    ,178    ,218    ,243    ,372    ,770     ,54     ,66     ,68     ,82    ,137     ,28     ,46     ,33     ,49     ,51     ,27     ,32     ,30     ,30     ,36     ,36     ,28     ,33     ,30     ,20
200706    ,178    ,218    ,242    ,371    ,767     ,54     ,66     ,68     ,81    ,137     ,28     ,46     ,33     ,48     ,51     ,27     ,32     ,30     ,30     ,36     ,36     ,28     ,33     ,30     ,20
200707    ,219    ,215    ,263    ,296    ,771     ,78     ,77     ,70     ,77    ,195     ,48     ,56     ,59     ,45     ,83     ,40     ,36     ,45     ,46     ,42     ,40     ,44     ,34     ,41     ,22
200708    ,219    ,214    ,263    ,296    ,768     ,78     ,77     ,70     ,77    ,193     ,47     ,56     ,57     ,44     ,82     ,40     ,36     ,45     ,46     ,42     ,40     ,44     ,34     ,41     ,22
200709    ,219    ,213    ,263    ,296    ,765     ,78     ,77     ,70     ,77    ,192     ,47     ,56     ,56     ,44     ,81     ,40     ,36     ,44     ,45     ,41     ,39     ,44     ,34     ,41     ,22
200710    ,219    ,213    ,263    ,295    ,764     ,77     ,76     ,70     ,74    ,192     ,47     ,56     ,55     ,44     ,81     ,40     ,36     ,44     ,45     ,41     ,39     ,44     ,33     ,40     ,22
200711    ,218    ,213    ,261    ,295    ,763     ,77     ,76     ,69     ,74    ,192     ,47     ,56     ,55     ,42     ,81     ,40     ,36     ,44     ,45     ,40     ,39     ,44     ,33     ,40     ,22
200712    ,218    ,213    ,258    ,293    ,763     ,76     ,74     ,68     ,74    ,192     ,47     ,56     ,55     ,42     ,81     ,40     ,36     ,44     ,44     ,40     ,39     ,44     ,33     ,40     ,22
200801    ,218    ,213    ,258    ,293    ,762     ,76     ,74     ,68     ,72    ,192     ,47     ,56     ,55     ,41     ,81     ,40     ,36     ,44     ,44     ,40     ,39     ,43     ,33     ,39     ,22
200802    ,218    ,213    ,258    ,291    ,762     ,76     ,73     ,67     ,72    ,192     ,46     ,56     ,54     ,41     ,80     ,40     ,36     ,43     ,44     ,40     ,39     ,43     ,33     ,39     ,22
200803    ,218    ,212    ,257    ,291    ,761     ,76     ,73     ,67     ,71    ,191     ,46     ,56     ,54     ,41     ,80     ,40     ,35     ,42     ,44     ,40     ,39     ,43     ,33     ,39     ,22
200804    ,218    ,212    ,256    ,289    ,757     ,75     ,73     ,67     ,71    ,191     ,46     ,56     ,54     ,41     ,79     ,40     ,35     ,42     ,44     ,40     ,39     ,43     ,33     ,39     ,22
200805    ,217    ,212    ,256    ,289    ,758     ,75     ,73     ,66     ,70    ,191     ,46     ,56     ,54     ,40     ,79     ,39     ,35     ,41     ,44     ,40     ,39     ,43     ,33     ,39     ,22
200806    ,216    ,211    ,255    ,289    ,755     ,75     ,72     ,66     ,70    ,190     ,46     ,56     ,54     ,40     ,79     ,39     ,34     ,41     ,44     ,40     ,39     ,43     ,33     ,39     ,22
200807    ,217    ,259    ,366    ,354    ,848     ,59     ,90    ,109     ,73    ,170     ,37     ,54     ,51     ,41     ,75     ,31     ,35     ,36     ,30     ,34     ,31     ,25     ,32     ,35     ,17
200808    ,215    ,259    ,365    ,354    ,848     ,59     ,90    ,109     ,73    ,170     ,37     ,53     ,51     ,41     ,75     ,31     ,35     ,36     ,30     ,34     ,31     ,25     ,32     ,35     ,17
200809    ,215    ,259    ,365    ,353    ,847     ,59     ,90    ,109     ,72    ,170     ,37     ,52     ,51     ,41     ,74     ,31     ,35     ,36     ,30     ,34     ,31     ,25     ,32     ,35     ,17
200810    ,215    ,258    ,364    ,353    ,847     ,59     ,90    ,109     ,72    ,168     ,37     ,51     ,51     ,41     ,74     ,31     ,35     ,36     ,30     ,34     ,31     ,25     ,32     ,35     ,17
200811    ,213    ,258    ,363    ,350    ,846     ,59     ,89    ,109     ,72    ,168     ,37     ,51     ,51     ,41     ,73     ,31     ,35     ,36     ,30     ,34     ,31     ,25     ,32     ,35     ,17
200812    ,213    ,257    ,363    ,350    ,845     ,59     ,89    ,109     ,72    ,168     ,37     ,51     ,50     ,40     ,73     ,31     ,35     ,36     ,30     ,34     ,31     ,25     ,32     ,35     ,16
200901    ,213    ,257    ,363    ,349    ,841     ,59     ,89    ,109     ,72    ,167     ,37     ,51     ,50     ,40     ,73     ,31     ,34     ,36     ,30     ,34     ,31     ,25     ,32     ,35     ,16
200902    ,211    ,257    ,361    ,348    ,840     ,59     ,89    ,109     ,72    ,167     ,36     ,51     ,49     ,40     ,73     ,30     ,34     ,36     ,30     ,34     ,31     ,25     ,32     ,34     ,16
200903    ,211    ,257    ,361    ,348    ,840     ,59     ,89    ,109     ,72    ,167     ,36     ,51     ,49     ,40     ,73     ,30     ,34     ,36     ,30     ,34     ,31     ,25     ,32     ,34     ,16
200904    ,210    ,257    ,361    ,348    ,838     ,59     ,89    ,109     ,71    ,167     ,36     ,51     ,49     ,40     ,73     ,30     ,33     ,36     ,30     ,34     ,31     ,25     ,32     ,34     ,16
200905    ,210    ,257    ,361    ,347    ,837     ,59     ,88    ,108     ,71    ,166     ,36     ,51     ,49     ,40     ,73     ,30     ,33     ,36     ,30     ,34     ,31     ,24     ,31     ,34     ,16
200906    ,209    ,257    ,361    ,347    ,834     ,59     ,88    ,108     ,71    ,166     ,36     ,51     ,49     ,39     ,73     ,30     ,33     ,36     ,30     ,34     ,31     ,24     ,31     ,34     ,16
200907    ,162    ,258    ,237    ,390   ,1091     ,44     ,76     ,61     ,90    ,196     ,27     ,50     ,36     ,51     ,68     ,31     ,23     ,34     ,22     ,32     ,23     ,30     ,24     ,24     ,14
200908    ,161    ,258    ,237    ,389   ,1091     ,44     ,76     ,60     ,90    ,195     ,27     ,50     ,36     ,51     ,68     ,31     ,23     ,34     ,22     ,31     ,23     ,30     ,24     ,24     ,14
200909    ,160    ,256    ,236    ,388   ,1084     ,44     ,76     ,60     ,90    ,193     ,27     ,49     ,36     ,50     ,68     ,31     ,23     ,34     ,22     ,31     ,23     ,30     ,24     ,24     ,14
200910    ,159    ,255    ,235    ,387   ,1083     ,44     ,76     ,60     ,89    ,193     ,27     ,49     ,36     ,50     ,68     ,31     ,23     ,33     ,22     ,31     ,23     ,30     ,24     ,24     ,14
200911    ,158    ,254    ,234    ,387   ,1082     ,44     ,76     ,60     ,89    ,193     ,27     ,49     ,36     ,49     ,68     ,31     ,23     ,33     ,21     ,31     ,22     ,30     ,24     ,24     ,14
200912    ,157    ,254    ,234    ,387   ,1080     ,44     ,76     ,59     ,89    ,193     ,27     ,49     ,36     ,48     ,68     ,31     ,23     ,33     ,21     ,31     ,22     ,30     ,24     ,24     ,14
201001    ,158    ,253    ,232    ,385   ,1070     ,44     ,76     ,59     ,88    ,193     ,27     ,49     ,36     ,48     ,68     ,30     ,22     ,33     ,21     ,30     ,22     ,30     ,24     ,24     ,14
201002    ,156    ,251    ,232    ,384   ,1067     ,44     ,76     ,59     ,88    ,192     ,27     ,49     ,36     ,48     ,68     ,30     ,22     ,33     ,21     ,30     ,22     ,30     ,24     ,24     ,14
201003    ,155    ,251    ,231    ,382   ,1063     ,44     ,75     ,59     ,88    ,192     ,27     ,49     ,36     ,48     ,67     ,30     ,22     ,33     ,21     ,30     ,22     ,30     ,24     ,24     ,14
201004    ,155    ,252    ,229    ,381   ,1058     ,44     ,75     ,59     ,87    ,192     ,27     ,49     ,36     ,48     ,67     ,30     ,22     ,33     ,21     ,30     ,22     ,30     ,24     ,24     ,14
201005    ,154    ,250    ,228    ,381   ,1055     ,44     ,74     ,59     ,87    ,192     ,27     ,49     ,36     ,48     ,66     ,30     ,22     ,33     ,21     ,30     ,22     ,30     ,24     ,24     ,14
201006    ,155    ,250    ,228    ,380   ,1053     ,44     ,74     ,59     ,87    ,192     ,27     ,49     ,36     ,48     ,66     ,30     ,22     ,33     ,21     ,29     ,22     ,30     ,24     ,24     ,14
201007    ,245    ,220    ,325    ,330    ,922     ,65     ,65     ,99     ,77    ,167     ,34     ,46     ,34     ,62     ,69     ,35     ,28     ,29     ,31     ,33     ,27     ,25     ,34     ,24     ,19
201008    ,244    ,219    ,325    ,329    ,921     ,65     ,65     ,99     ,77    ,167     ,34     ,46     ,34     ,62     ,69     ,35     ,28     ,29     ,31     ,33     ,27     ,25     ,34     ,24     ,18
201009    ,243    ,219    ,325    ,329    ,915     ,65     ,65     ,99     ,77    ,167     ,34     ,46     ,34     ,62     ,69     ,35     ,28     ,29     ,31     ,33     ,27     ,24     ,34     ,24     ,18
201010    ,242    ,216    ,325    ,328    ,910     ,65     ,65     ,99     ,76    ,164     ,34     ,46     ,34     ,62     ,69     ,35     ,27     ,29     ,31     ,33     ,27     ,24     ,34     ,24     ,18
201011    ,242    ,216    ,325    ,328    ,907     ,65     ,65     ,98     ,76    ,164     ,34     ,45     ,34     ,62     ,69     ,35     ,27     ,29     ,30     ,33     ,27     ,24     ,33     ,24     ,18
201012    ,241    ,216    ,324    ,328    ,904     ,65     ,65     ,97     ,75    ,164     ,34     ,45     ,34     ,62     ,69     ,35     ,27     ,28     ,30     ,33     ,27     ,24     ,32     ,24     ,18
201101    ,239    ,216    ,324    ,323    ,904     ,65     ,65     ,97     ,75    ,160     ,34     ,44     ,34     ,62     ,68     ,35     ,27     ,28     ,30     ,32     ,27     ,24     ,32     ,23     ,18
201102    ,239    ,215    ,322    ,323    ,901     ,65     ,65     ,96     ,75    ,160     ,34     ,43     ,34     ,62     ,68     ,34     ,27     ,28     ,30     ,32     ,27     ,24     ,32     ,23     ,18
201103    ,237    ,214    ,322    ,323    ,895     ,65     ,64     ,95     ,75    ,160     ,34     ,42     ,34     ,62     ,67     ,34     ,27     ,28     ,30     ,32     ,27     ,24     ,32     ,23     ,18
201104    ,237    ,213    ,323    ,323    ,895     ,65     ,64     ,95     ,75    ,158     ,34     ,42     ,34     ,62     ,67     ,34     ,27     ,28     ,30     ,32     ,27     ,23     ,32     ,23     ,18
201105    ,237    ,213    ,322    ,323    ,893     ,65     ,63     ,95     ,75    ,158     ,34     ,42     ,34     ,62     ,67     ,34     ,27     ,28     ,30     ,32     ,27     ,23     ,32     ,23     ,18
201106    ,237    ,212    ,321    ,321    ,890     ,64     ,63     ,95     ,75    ,158     ,34     ,42     ,33     ,61     ,66     ,34     ,27     ,28     ,30     ,32     ,27     ,23     ,32     ,23     ,18
201107    ,242    ,237    ,342    ,333    ,932     ,60     ,74     ,97    ,103    ,164     ,48     ,43     ,47     ,47     ,77     ,38     ,35     ,28     ,28     ,34     ,25     ,27     ,34     ,27     ,17
201108    ,242    ,237    ,342    ,332    ,927     ,60     ,74     ,96    ,103    ,163     ,47     ,43     ,47     ,47     ,77     ,38     ,35     ,28     ,28     ,34     ,25     ,26     ,34     ,27     ,17
201109    ,239    ,236    ,342    ,331    ,919     ,59     ,74     ,95    ,103    ,162     ,47     ,43     ,47     ,47     ,77     ,38     ,35     ,28     ,27     ,33     ,25     ,26     ,34     ,27     ,17
201110    ,239    ,235    ,342    ,331    ,914     ,59     ,74     ,94    ,102    ,161     ,47     ,43     ,47     ,47     ,77     ,38     ,35     ,28     ,27     ,33     ,25     ,26     ,34     ,27     ,17
201111    ,239    ,235    ,342    ,331    ,912     ,58     ,73     ,94    ,102    ,161     ,47     ,43     ,47     ,46     ,77     ,38     ,35     ,28     ,27     ,33     ,25     ,26     ,34     ,27     ,17
201112    ,238    ,235    ,342    ,329    ,910     ,58     ,73     ,94    ,101    ,161     ,47     ,42     ,47     ,46     ,77     ,38     ,35     ,28     ,27     ,32     ,25     ,26     ,34     ,27     ,17
201201    ,238    ,235    ,341    ,329    ,907     ,56     ,72     ,94    ,101    ,159     ,47     ,42     ,47     ,45     ,77     ,38     ,35     ,28     ,27     ,32     ,24     ,26     ,33     ,27     ,17
201202    ,237    ,234    ,341    ,328    ,905     ,55     ,72     ,93    ,101    ,159     ,47     ,42     ,47     ,45     ,77     ,38     ,35     ,28     ,27     ,32     ,24     ,26     ,33     ,27     ,17
201203    ,235    ,233    ,340    ,327    ,901     ,55     ,72     ,93    ,100    ,159     ,47     ,42     ,47     ,45     ,77     ,38     ,35     ,28     ,27     ,32     ,24     ,26     ,33     ,27     ,17
201204    ,235    ,232    ,340    ,324    ,899     ,55     ,71     ,93     ,99    ,158     ,47     ,42     ,47     ,45     ,77     ,38     ,35     ,28     ,27     ,32     ,24     ,26     ,33     ,27     ,17
201205    ,236    ,232    ,340    ,322    ,897     ,55     ,71     ,93     ,99    ,158     ,47     ,42     ,47     ,45     ,77     ,37     ,35     ,28     ,27     ,32     ,24     ,26     ,33     ,27     ,17
201206    ,236    ,231    ,340    ,321    ,897     ,55     ,71     ,93     ,99    ,157     ,47     ,42     ,47     ,45     ,77     ,37     ,35     ,28     ,27     ,32     ,24     ,26     ,33     ,27     ,17
201207    ,229    ,267    ,310    ,403   ,1004     ,52     ,85     ,72     ,97    ,175     ,38     ,40     ,35     ,57     ,63     ,26     ,30     ,30     ,32     ,31     ,29     ,22     ,29     ,20     ,16
201208    ,228    ,266    ,310    ,401   ,1002     ,52     ,85     ,72     ,96    ,174     ,38     ,40     ,34     ,57     ,63     ,26     ,30     ,30     ,32     ,31     ,29     ,22     ,29     ,20     ,16
201209    ,228    ,266    ,309    ,401    ,999     ,52     ,85     ,71     ,95    ,174     ,38     ,40     ,33     ,57     ,63     ,26     ,30     ,30     ,32     ,31     ,29     ,22     ,29     ,20     ,16
201210    ,228    ,266    ,309    ,400    ,996     ,52     ,85     ,71     ,95    ,173     ,38     ,40     ,33     ,57     ,63     ,26     ,30     ,30     ,32     ,31     ,29     ,22     ,29     ,20     ,16
201211    ,227    ,266    ,309    ,398    ,996     ,50     ,85     ,71     ,94    ,173     ,37     ,40     ,33     ,57     ,63     ,26     ,30     ,30     ,32     ,31     ,29     ,22     ,29     ,20     ,16
201212    ,228    ,266    ,309    ,398    ,994     ,50     ,84     ,70     ,94    ,172     ,37     ,40     ,33     ,57     ,63     ,25     ,30     ,30     ,32     ,31     ,29     ,22     ,29     ,20     ,16
201301    ,227    ,266    ,308    ,397    ,991     ,50     ,84     ,70     ,94    ,172     ,37     ,40     ,33     ,56     ,63     ,24     ,30     ,30     ,32     ,31     ,29     ,22     ,29     ,20     ,16
201302    ,227    ,266    ,306    ,397    ,987     ,50     ,83     ,70     ,94    ,171     ,37     ,40     ,33     ,55     ,63     ,24     ,29     ,30     ,32     ,31     ,29     ,22     ,29     ,20     ,16
201303    ,226    ,264    ,306    ,395    ,983     ,50     ,83     ,70     ,94    ,171     ,37     ,39     ,33     ,55     ,63     ,24     ,28     ,30     ,32     ,31     ,28     ,22     ,29     ,20     ,16
201304    ,226    ,263    ,306    ,394    ,980     ,50     ,83     ,69     ,94    ,170     ,37     ,39     ,32     ,55     ,63     ,24     ,28     ,30     ,32     ,31     ,28     ,22     ,29     ,20     ,16
201305    ,226    ,263    ,305    ,394    ,976     ,50     ,83     ,69     ,94    ,170     ,37     ,39     ,32     ,55     ,63     ,24     ,28     ,30     ,32     ,31     ,28     ,22     ,29     ,20     ,16
201306    ,226    ,262    ,304    ,393    ,975     ,50     ,83     ,69     ,94    ,170     ,37     ,39     ,32     ,55     ,63     ,24     ,28     ,30     ,32     ,31     ,28     ,22     ,29     ,20     ,16
201307    ,188    ,267    ,351    ,348   ,1097     ,57     ,64     ,83     ,69    ,153     ,30     ,37     ,31     ,42     ,64     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201308    ,188    ,266    ,349    ,348   ,1095     ,57     ,64     ,82     ,69    ,153     ,30     ,37     ,31     ,42     ,64     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201309    ,188    ,265    ,348    ,346   ,1092     ,57     ,64     ,82     ,69    ,153     ,30     ,37     ,31     ,42     ,64     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201310    ,186    ,264    ,347    ,345   ,1088     ,57     ,63     ,82     ,69    ,153     ,30     ,37     ,31     ,42     ,64     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201311    ,186    ,264    ,346    ,343   ,1086     ,57     ,63     ,81     ,69    ,153     ,30     ,37     ,30     ,42     ,64     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201312    ,186    ,264    ,343    ,343   ,1084     ,57     ,63     ,81     ,69    ,152     ,30     ,37     ,30     ,42     ,63     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201401    ,185    ,264    ,343    ,341   ,1080     ,57     ,63     ,81     ,68    ,152     ,30     ,36     ,29     ,42     ,63     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201402    ,183    ,263    ,344    ,339   ,1077     ,57     ,63     ,79     ,68    ,151     ,30     ,36     ,29     ,42     ,63     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201403    ,183    ,263    ,343    ,338   ,1073     ,57     ,63     ,79     ,68    ,151     ,30     ,36     ,29     ,41     ,63     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201404    ,182    ,262    ,343    ,335   ,1071     ,57     ,63     ,79     ,67    ,151     ,30     ,36     ,29     ,41     ,63     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201405    ,182    ,261    ,341    ,333   ,1070     ,57     ,63     ,79     ,66    ,151     ,30     ,36     ,29     ,41     ,63     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201406    ,181    ,261    ,341    ,333   ,1069     ,57     ,63     ,79     ,65    ,151     ,30     ,36     ,29     ,41     ,63     ,27     ,28     ,26     ,29     ,25     ,24     ,24     ,30     ,20     ,15
201407    ,215    ,235    ,286    ,342   ,1129     ,66     ,66     ,77     ,80    ,147     ,41     ,44     ,35     ,39     ,61     ,31     ,31     ,24     ,31     ,30     ,26     ,23     ,33     ,22     ,19
201408    ,215    ,234    ,286    ,341   ,1127     ,66     ,66     ,77     ,80    ,147     ,41     ,44     ,35     ,38     ,61     ,31     ,31     ,24     ,31     ,30     ,26     ,23     ,33     ,21     ,19
201409    ,214    ,234    ,285    ,341   ,1122     ,66     ,66     ,77     ,80    ,147     ,41     ,43     ,35     ,38     ,61     ,31     ,31     ,23     ,31     ,29     ,26     ,23     ,33     ,21     ,19
201410    ,212    ,233    ,285    ,340   ,1114     ,66     ,66     ,77     ,80    ,146     ,41     ,42     ,35     ,38     ,61     ,31     ,31     ,22     ,31     ,29     ,26     ,23     ,33     ,21     ,19
201411    ,212    ,232    ,283    ,340   ,1114     ,66     ,66     ,77     ,80    ,145     ,41     ,41     ,35     ,38     ,61     ,31     ,30     ,22     ,31     ,29     ,26     ,23     ,32     ,21     ,19
201412    ,212    ,232    ,280    ,339   ,1112     ,66     ,65     ,77     ,80    ,145     ,40     ,41     ,35     ,38     ,61     ,31     ,30     ,22     ,31     ,29     ,26     ,23     ,32     ,21     ,19
