This file was created using the 202403 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199710 ,-20.82 ,-22.39 ,-18.52 ,-19.91 ,-16.79 ,-24.70 ,-22.31 ,-22.36 ,-22.59 ,-26.25 ,-24.48 ,-19.10 ,-19.21 ,-21.37 ,-29.30 ,-22.57 ,-18.20 ,-20.47 ,-21.94 ,-29.48 ,-19.75 ,-21.78 ,-22.50 ,-20.22 ,-31.03
199711  ,-7.25 ,-10.08  ,-5.74  ,-7.70  ,-4.17  ,-4.76  ,-5.67  ,-5.89  ,-6.66  ,-8.87  ,-3.54  ,-2.77  ,-5.25  ,-7.17  ,-7.01   ,0.63  ,-0.97  ,-5.97  ,-6.41  ,-6.20  ,-2.33  ,-1.63  ,-1.79  ,-0.85  ,-2.07
199712  ,-2.47  ,-3.86  ,-5.47  ,-4.57  ,-4.41  ,-7.23  ,-6.03 ,-11.74  ,-2.84  ,-6.95  ,-9.20  ,-3.34  ,-5.18  ,-5.33 ,-11.55  ,-6.50   ,2.73  ,-3.61  ,-5.35  ,-4.46  ,-1.70   ,1.63  ,-0.69   ,0.38  ,-4.71
199801   ,4.79  ,-2.42  ,-2.19  ,-2.28  ,-4.59 ,-12.02 ,-10.98  ,-8.77 ,-15.43 ,-24.62 ,-15.47  ,-1.22  ,-2.46 ,-17.40 ,-30.62 ,-10.65  ,-2.96  ,-3.57 ,-12.48 ,-23.18 ,-10.38  ,-5.88 ,-10.98  ,-8.44 ,-25.81
199802   ,3.16  ,12.23  ,12.79  ,10.85   ,9.26  ,24.34  ,22.22  ,25.75  ,23.43  ,28.61  ,26.46  ,18.29  ,13.55  ,28.30  ,41.41  ,16.61   ,9.82  ,18.09  ,23.25  ,33.15  ,16.44  ,20.42  ,17.83  ,16.52  ,37.69
199803  ,-2.69  ,-5.22  ,-3.32  ,-3.42  ,-3.18  ,-6.17  ,-4.29   ,0.56  ,-2.44  ,-2.32  ,-0.48  ,-3.71  ,-4.62  ,-2.47   ,1.58  ,-2.48   ,0.99  ,-3.16  ,-1.12  ,-0.86  ,-1.39  ,-1.93   ,0.32   ,0.26  ,-0.55
199804  ,-3.13  ,-1.63  ,-3.83  ,-2.66  ,-2.09  ,-4.66  ,-1.56  ,-5.72  ,-0.90  ,-6.74  ,-2.16  ,-3.39  ,-1.82  ,-4.43  ,-8.21   ,1.56  ,-4.07  ,-2.70  ,-6.00  ,-7.50  ,-7.57  ,-4.56  ,-4.37  ,-4.61  ,-7.80
199805 ,-10.71 ,-10.08 ,-11.55 ,-10.12  ,-6.87 ,-14.32 ,-14.56 ,-10.90 ,-11.03 ,-12.54 ,-15.86 ,-11.82 ,-11.19 ,-12.38 ,-14.38  ,-7.99 ,-10.27 ,-13.37 ,-13.40 ,-14.88 ,-11.77 ,-10.97 ,-12.33 ,-12.39 ,-16.69
199806 ,-16.50 ,-16.56 ,-13.31 ,-14.57  ,-8.13 ,-15.32 ,-13.76 ,-13.27 ,-12.11 ,-11.16 ,-13.49  ,-8.36 ,-14.58 ,-12.86 ,-12.05 ,-11.85  ,-7.70 ,-10.41 ,-11.47 ,-11.78  ,-8.04 ,-12.22 ,-11.32  ,-6.74 ,-11.19
199807   ,9.67   ,2.66   ,2.54   ,1.31   ,0.54  ,-4.14  ,-5.10  ,-2.32  ,-6.07 ,-11.63  ,-3.11  ,-0.99  ,-5.96  ,-2.90  ,-8.61  ,-0.15  ,-2.02  ,-0.63  ,-5.51  ,-9.26   ,1.96  ,-2.62  ,-3.40  ,-3.27 ,-13.53
199808 ,-16.81 ,-16.35 ,-14.42 ,-13.31 ,-13.56 ,-13.78 ,-13.64 ,-14.66 ,-14.44 ,-19.83 ,-10.74 ,-15.20 ,-16.76 ,-20.13 ,-16.07 ,-13.80 ,-21.23 ,-17.15 ,-21.87 ,-18.40 ,-11.39 ,-11.31 ,-17.80 ,-19.38  ,-7.26
199809   ,7.66   ,5.41   ,3.30   ,6.39   ,6.19   ,6.08   ,2.70  ,12.52   ,8.09   ,8.65  ,10.41   ,8.57   ,7.63  ,12.58  ,11.18   ,8.50  ,10.54   ,9.28  ,13.22   ,6.13  ,12.51  ,12.91  ,20.08  ,15.24   ,8.47
199810  ,10.52  ,11.65  ,10.91  ,15.81  ,18.59  ,11.31  ,20.07  ,13.49  ,20.76  ,32.13   ,9.04  ,14.68  ,15.30  ,19.78  ,34.66  ,11.11  ,15.48  ,21.11  ,28.26  ,42.52  ,14.20  ,12.17  ,18.06  ,26.99  ,38.41
199811   ,8.37  ,17.17   ,6.55   ,5.76  ,10.16   ,6.99   ,6.22   ,6.38   ,7.47   ,9.91   ,5.58   ,4.03   ,7.40  ,10.08  ,13.98   ,5.03   ,4.85  ,17.60  ,10.15  ,12.10   ,4.93   ,5.78   ,2.86   ,9.51   ,4.54
199812  ,-1.18  ,-2.25  ,-2.86  ,-2.01  ,-4.46   ,1.53  ,-9.37  ,-2.20  ,-1.97  ,-7.23  ,-1.35  ,-0.32  ,-0.26  ,-3.49  ,-7.40   ,0.09  ,-1.61  ,-1.60  ,-5.87  ,-5.77  ,-2.25  ,-2.65  ,-2.00  ,-0.75  ,-5.15
199901   ,4.22   ,7.48   ,6.01   ,3.59   ,1.49  ,-4.54  ,-1.94  ,11.39  ,-2.92  ,-5.90   ,9.87  ,-0.42  ,-2.79   ,2.00  ,-6.44   ,0.98   ,4.63   ,2.07   ,0.61  ,-4.76   ,5.98   ,0.91  ,-2.32   ,0.09 ,-11.55
199902   ,4.14  ,-0.41   ,3.12  ,-1.42   ,2.19  ,-0.26  ,-4.63   ,2.34  ,-3.61  ,-2.66  ,-1.98  ,-2.71  ,-2.31  ,-3.97  ,-0.17  ,-0.23  ,-1.94  ,-0.05  ,-3.46   ,0.28   ,0.27  ,-0.65  ,-1.42  ,-1.18   ,1.00
199903  ,-2.35   ,1.89   ,4.87   ,2.68   ,2.82   ,0.80   ,3.80   ,4.68   ,2.64   ,3.53   ,0.13   ,1.41   ,0.60   ,3.53   ,4.99   ,7.03   ,7.02   ,6.45   ,8.69  ,10.19   ,6.63   ,8.38   ,9.03   ,8.48  ,18.13
199904  ,17.68  ,19.83  ,24.40  ,22.02  ,24.75  ,16.28  ,29.96  ,16.45  ,22.14  ,31.28  ,11.77  ,12.47  ,30.39  ,29.41  ,28.12  ,14.20  ,15.92  ,13.15  ,18.32  ,23.59  ,11.00  ,13.65  ,17.84  ,15.98  ,27.81
199905   ,0.80   ,0.15   ,7.52   ,8.61  ,11.75  ,25.09  ,13.49   ,1.18   ,7.47   ,8.58  ,-2.01   ,1.38  ,-1.72  ,-1.65  ,10.58   ,4.50  ,-3.65  ,-7.19  ,-2.01   ,3.09  ,-4.63  ,-7.41  ,-8.27  ,-2.79  ,-6.58
199906   ,3.78   ,4.74  ,11.23  ,10.09  ,14.20   ,8.42   ,9.65  ,10.50  ,19.96  ,17.36  ,14.75   ,7.10  ,12.32  ,13.90  ,16.31  ,14.45   ,6.42   ,5.55  ,12.47  ,13.72   ,6.40   ,6.37   ,7.28  ,10.63  ,11.18
199907   ,6.78   ,7.27   ,2.66   ,6.19   ,8.14   ,1.36  ,-3.28  ,-4.26 ,-12.23  ,-9.09  ,-2.79  ,-2.83  ,-1.69  ,-0.43  ,-6.03   ,2.69  ,-1.82   ,1.29  ,-0.03  ,-5.06   ,0.41  ,-0.03   ,1.09  ,-3.27  ,-6.78
199908  ,-0.17   ,1.16  ,-1.86  ,-3.05  ,-3.54  ,-2.14  ,-2.26  ,-2.09  ,-4.36  ,-2.42   ,1.86  ,-0.73  ,-1.02  ,-3.43  ,-4.65  ,-2.53  ,-2.48  ,-2.38  ,-4.15  ,-5.43   ,3.00  ,-2.52  ,-3.59   ,1.97  ,-3.18
199909  ,10.77   ,8.47   ,4.34   ,6.28   ,7.36  ,-1.77   ,3.63  ,-0.51  ,-0.50   ,1.91   ,5.44   ,3.92  ,-0.92  ,-2.71  ,-3.76  ,-1.61  ,-1.11  ,-0.34  ,-6.62  ,-7.06  ,-4.08  ,-1.59  ,-2.81  ,-5.41  ,-6.75
199910   ,1.72   ,0.06   ,5.19   ,3.85   ,0.16   ,3.29   ,1.87  ,-4.76   ,1.26  ,-2.48  ,-0.91  ,-1.48  ,-0.03  ,-1.54   ,1.79  ,-3.90  ,-1.30  ,-2.17  ,-0.71   ,0.38   ,7.95  ,-1.19  ,-0.90   ,0.32   ,1.67
199911  ,17.74  ,14.69   ,9.31   ,8.59   ,6.63   ,8.11   ,2.70   ,3.58   ,5.46   ,2.31   ,3.93   ,7.31   ,5.70   ,4.05   ,2.88   ,8.94   ,6.59   ,4.82   ,1.20   ,2.30  ,11.61   ,3.41   ,7.53   ,5.45  ,-0.54
199912   ,6.31  ,11.12  ,10.11  ,10.60  ,12.72   ,9.67   ,9.66   ,8.52   ,6.20  ,12.63   ,5.91  ,13.26   ,6.60   ,6.52   ,7.73   ,5.76   ,2.99   ,2.25   ,5.94  ,10.30   ,6.53   ,6.79   ,9.56  ,12.70   ,7.20
200001  ,15.94  ,10.95  ,10.39  ,13.09  ,25.29  ,-5.10  ,-4.44  ,-2.36  ,-3.09   ,5.14  ,-6.35  ,-8.45  ,-8.02  ,-0.26  ,-5.50  ,-5.87  ,-7.49  ,-8.65  ,-8.59 ,-12.93  ,-5.66  ,-7.64  ,-4.45 ,-12.28 ,-15.83
200002  ,-0.30   ,3.19   ,3.88   ,7.14  ,15.97  ,-2.00  ,-0.36  ,-4.18  ,-1.43   ,2.73   ,0.00  ,-0.32   ,3.29   ,1.27  ,-2.28  ,-2.86  ,-4.88   ,0.80  ,-2.75 ,-10.41   ,4.22  ,-5.30  ,-8.37 ,-12.88  ,-7.93
200003   ,6.11   ,6.18   ,4.08  ,11.92   ,7.90   ,0.15   ,2.63  ,-6.02  ,-5.37  ,-0.23  ,-3.54  ,-2.11   ,0.72   ,1.02  ,-3.55   ,4.57   ,2.27  ,-0.33   ,1.56   ,2.37   ,2.34   ,2.88   ,1.72   ,6.52   ,5.69
200004 ,-21.90 ,-18.72 ,-20.19 ,-19.99 ,-20.87  ,-6.97 ,-11.17  ,-6.24  ,-8.07 ,-12.19 ,-10.23  ,-6.36  ,-8.57  ,-9.43  ,-9.61  ,-6.15  ,-3.81  ,-3.00  ,-3.92   ,0.46  ,-3.67   ,0.21  ,-3.43   ,2.50   ,4.29
200005  ,-9.53 ,-14.73  ,-8.30 ,-12.96 ,-10.59 ,-13.42  ,-7.68  ,-9.25  ,-7.80  ,-8.93  ,-4.57  ,-7.15  ,-7.08  ,-5.10 ,-13.08  ,-4.12  ,-3.39  ,-6.31  ,-9.08 ,-12.64  ,-7.34  ,-4.60  ,-5.44 ,-11.77  ,-8.47
200006   ,6.02   ,6.98   ,6.41   ,5.47   ,4.07  ,10.16  ,11.23   ,8.03   ,6.31   ,7.12   ,9.01   ,6.33   ,8.76  ,16.92  ,12.74  ,12.17   ,8.11  ,12.14  ,10.84  ,21.16  ,11.03   ,9.40  ,12.31  ,13.28   ,8.63
200007  ,10.95   ,9.37   ,8.03   ,8.40   ,5.43  ,-2.24  ,-2.20  ,-0.44   ,0.30   ,0.62  ,-4.90  ,-2.19  ,-1.08   ,0.37   ,0.44  ,-3.40  ,-1.60   ,1.71   ,1.35   ,0.01  ,-4.38  ,-1.44   ,0.70   ,1.21   ,9.97
200008  ,-3.46  ,-4.47  ,-1.93  ,-1.26   ,1.15  ,-0.98  ,-2.62  ,-0.81   ,2.11   ,3.79   ,2.51   ,0.45   ,1.25   ,3.73   ,4.51   ,8.48   ,2.54  ,-1.37   ,1.43   ,5.08   ,1.04   ,2.61   ,4.90   ,5.86  ,10.57
200009 ,-18.09 ,-15.12 ,-11.94  ,-9.73  ,-8.25 ,-12.35 ,-12.31  ,-8.36 ,-10.51  ,-8.94 ,-17.69 ,-16.60  ,-7.16  ,-8.95 ,-10.32 ,-11.72  ,-7.18  ,-7.47 ,-10.17  ,-9.13 ,-10.19  ,-7.53  ,-4.22  ,-4.57  ,-3.76
200010 ,-10.34  ,-9.92  ,-8.41  ,-4.50  ,-8.26  ,-9.16  ,-9.55  ,-6.73  ,-7.12  ,-6.54  ,-8.42 ,-13.35  ,-3.54  ,-3.16  ,-7.44  ,-5.20  ,-4.25  ,-3.10  ,-4.06  ,-5.99  ,-8.97  ,-1.13  ,-3.90  ,-0.40  ,-4.89
200011   ,1.64  ,-1.83   ,1.32   ,0.60   ,2.67  ,-4.58  ,-4.34  ,-1.39   ,1.15  ,-2.21  ,-2.28   ,2.77   ,3.40   ,1.27  ,-0.75  ,-0.88   ,2.74   ,1.63   ,5.52  ,-4.89  ,-5.47   ,0.62   ,0.11   ,5.85   ,0.96
200012  ,-6.08  ,-1.27  ,-1.44   ,1.53   ,1.08  ,-6.47  ,-4.36   ,1.88   ,3.80   ,1.33  ,-4.09  ,-1.03  ,-1.15   ,2.22   ,2.06  ,-0.52   ,4.51   ,4.61   ,5.64   ,2.48  ,-4.29   ,6.08   ,6.67   ,8.98  ,13.38
200101   ,4.81   ,3.03   ,0.68   ,0.83   ,0.43   ,5.17  ,-0.41  ,-1.24  ,-1.06  ,-0.09  ,10.05   ,3.67   ,3.05   ,2.63   ,4.71   ,8.05   ,3.97   ,1.73   ,1.02   ,1.67  ,12.08   ,1.22   ,1.69   ,2.40   ,8.52
200102  ,-9.74  ,-6.99  ,-3.53  ,-4.57  ,-0.81  ,-7.71  ,-0.14  ,-3.27  ,-3.57   ,3.43 ,-15.29  ,-2.50  ,-2.63   ,0.65   ,3.79  ,-4.27  ,-2.91  ,-3.03  ,-2.86   ,4.22 ,-13.38  ,-2.72  ,-0.50  ,-2.32   ,2.71
200103 ,-15.57 ,-19.75 ,-13.87 ,-13.09 ,-10.89 ,-22.45 ,-20.02 ,-15.04 ,-10.55  ,-9.70 ,-22.43 ,-18.12 ,-13.15 ,-10.21 ,-10.57 ,-16.95 ,-11.29 ,-11.17 ,-10.01 ,-14.24 ,-17.63 ,-10.84 ,-12.85 ,-10.76  ,-7.74
200104  ,10.14   ,5.15   ,5.54   ,6.64   ,7.02   ,9.54   ,9.45   ,4.87   ,7.45   ,4.00  ,16.71  ,11.85   ,9.72   ,6.54   ,7.50   ,7.02   ,5.36  ,10.18  ,10.26   ,2.16  ,11.78   ,5.52  ,10.76   ,5.45  ,-3.75
200105  ,-2.83   ,2.28  ,-0.79   ,3.35   ,6.63   ,2.09   ,7.90   ,5.69   ,6.40   ,9.55  ,-9.03   ,3.35   ,2.40   ,4.10   ,7.41  ,-3.90   ,1.50   ,2.64  ,-0.30   ,1.15  ,-4.99   ,0.14   ,0.00   ,5.05  ,-0.30
200106  ,-5.07  ,-2.54  ,-1.04  ,-1.40   ,0.11  ,-1.83   ,2.72   ,2.23   ,2.34   ,2.35  ,-5.32  ,-0.30   ,5.28   ,1.51  ,-0.44  ,-1.40   ,3.11   ,6.23   ,1.32   ,2.27  ,-1.04   ,3.46   ,4.20   ,6.04  ,-4.35
200107  ,-1.01  ,-5.70  ,-3.76  ,-1.38  ,-3.88  ,-8.90  ,-9.53  ,-4.73  ,-6.03  ,-5.05  ,-7.03  ,-2.02  ,-4.45  ,-1.95  ,-3.63  ,-3.14   ,0.92  ,-2.40  ,-3.70  ,-4.06  ,-3.12  ,-2.74  ,-4.45  ,-1.25  ,-2.19
200108  ,-2.41  ,-1.32  ,-1.69  ,-1.38  ,-1.50  ,-0.90  ,-1.06  ,-2.53  ,-0.30  ,-3.36  ,-1.60   ,2.67   ,2.07   ,1.35  ,-1.09   ,1.31   ,0.64   ,2.90  ,-1.27  ,-1.46   ,1.02   ,2.96  ,-1.01  ,-3.03  ,-4.02
200109 ,-15.88 ,-17.34 ,-18.04 ,-15.64 ,-15.51 ,-17.94 ,-20.30 ,-18.71 ,-15.29 ,-14.99 ,-14.08 ,-16.64 ,-10.43 ,-12.82 ,-16.97 ,-14.50 ,-14.85  ,-8.89  ,-9.63 ,-15.49 ,-12.33 ,-13.31 ,-15.32 ,-14.91 ,-16.25
200110   ,9.69  ,12.64  ,11.90   ,8.61   ,8.96   ,6.25  ,14.93  ,12.29   ,6.53   ,8.50  ,12.24  ,11.49   ,7.87   ,9.29   ,9.18   ,6.28   ,7.42   ,4.56   ,5.90   ,1.73   ,3.29   ,9.03   ,6.83   ,3.35   ,2.40
200111  ,13.04  ,10.66  ,10.59  ,13.49  ,14.30   ,3.53  ,10.37   ,9.57   ,9.29   ,7.87   ,5.75   ,7.09   ,6.64   ,8.42   ,7.27   ,6.95   ,7.59  ,11.33   ,7.72   ,8.39   ,4.64   ,8.77   ,8.83   ,9.00  ,12.48
200112  ,-0.73  ,-0.11   ,1.88   ,0.68   ,1.06   ,1.06  ,-1.33  ,-1.58   ,3.23   ,1.38  ,-0.61   ,1.29   ,1.10   ,1.87   ,2.09   ,1.83   ,2.10   ,1.37   ,2.91   ,2.55   ,3.60   ,0.72   ,4.12   ,7.58   ,8.41
200201   ,3.96   ,3.49  ,11.02   ,8.89   ,6.32  ,-0.43   ,3.09   ,3.83  ,11.22   ,3.24  ,-1.82   ,7.65   ,7.52   ,5.58   ,6.29   ,1.76   ,4.67   ,8.08   ,8.72   ,3.98  ,-1.92   ,2.63   ,3.20   ,0.89  ,-3.59
200202   ,1.84   ,1.21   ,1.70   ,1.42   ,1.78  ,-3.25  ,-2.12  ,-3.89  ,-0.04   ,0.42  ,-2.75  ,-0.23   ,0.14   ,0.87   ,1.68   ,3.74   ,0.54   ,0.92   ,3.25   ,1.46  ,-3.37   ,1.45  ,-1.34  ,-3.86   ,0.02
200203   ,0.56   ,2.86   ,3.93   ,6.52   ,6.24   ,3.35   ,1.10   ,6.34   ,5.12   ,4.04  ,-0.01   ,1.27   ,2.70   ,5.25   ,2.61   ,3.03   ,6.24   ,5.15   ,3.62   ,2.02   ,5.62   ,2.82   ,6.02   ,2.39   ,2.15
200204  ,-3.17   ,0.28   ,1.33   ,1.21   ,1.04   ,0.22  ,-7.05   ,0.61   ,0.69   ,1.14  ,-6.18  ,-4.35   ,1.20   ,1.70   ,2.32  ,-0.49   ,0.98   ,0.83   ,2.31   ,2.20  ,-0.03  ,-1.25   ,1.14   ,7.74   ,8.59
200205   ,3.42   ,5.33   ,4.37   ,4.68   ,6.70   ,0.99   ,2.65   ,2.55   ,4.51   ,4.49   ,0.03   ,5.98   ,5.65   ,8.29   ,4.01   ,5.43   ,5.34   ,2.88   ,5.90   ,2.46  ,-1.35   ,4.44   ,1.95  ,-0.51  ,-4.30
200206  ,-9.87  ,-6.62  ,-8.50  ,-5.85  ,-6.26 ,-11.36  ,-7.16  ,-7.28  ,-3.24  ,-4.00  ,-9.78  ,-3.88  ,-6.40  ,-3.86  ,-3.33  ,-5.24  ,-2.82  ,-2.91  ,-0.22  ,-2.09  ,-5.56  ,-5.95  ,-6.78  ,-3.67  ,-1.49
200207 ,-10.44 ,-10.15  ,-6.23  ,-7.86  ,-7.90 ,-11.95  ,-9.95 ,-10.91  ,-8.42  ,-9.07  ,-6.57  ,-6.45  ,-9.27  ,-6.76  ,-4.26  ,-9.98  ,-8.60  ,-6.81  ,-7.64  ,-5.31  ,-7.85  ,-6.72  ,-5.30  ,-2.47  ,-6.94
200208  ,-0.40  ,-0.99   ,0.24   ,0.81   ,2.30   ,2.08  ,-3.29   ,3.38   ,1.45   ,2.71   ,3.59   ,0.24   ,1.70   ,0.31   ,0.48   ,6.77  ,-2.68   ,2.97   ,4.73   ,0.04  ,-0.42   ,1.64   ,3.44  ,-1.64  ,-2.96
200209  ,-7.01  ,-8.12  ,-7.56  ,-6.32  ,-6.28 ,-10.91 ,-10.60  ,-7.69  ,-7.70  ,-8.66  ,-9.71  ,-8.44  ,-4.93  ,-8.94  ,-6.67  ,-6.66  ,-9.03  ,-6.68  ,-4.37  ,-9.87  ,-7.06  ,-9.20  ,-5.43  ,-9.57  ,-9.56
200210  ,-2.39   ,1.96  ,-0.07   ,0.55   ,2.25   ,3.04   ,1.63   ,2.71   ,3.88   ,1.74   ,0.23  ,-0.52  ,-0.57   ,3.65   ,4.25   ,4.56   ,2.74  ,-0.87   ,1.30   ,4.21   ,3.72   ,4.40   ,6.27   ,2.42   ,6.62
200211   ,0.02   ,1.94   ,0.77   ,0.97   ,2.36  ,-0.86   ,0.11   ,1.90   ,1.54   ,1.78  ,-2.90  ,-3.42  ,-0.32   ,1.77   ,3.83   ,1.20   ,4.29   ,1.51   ,1.82   ,2.13   ,3.79   ,2.16   ,2.92   ,4.83   ,3.71
200212  ,-0.79  ,-0.41   ,0.80   ,2.51   ,1.50  ,-0.83   ,1.54   ,1.33  ,-0.18   ,0.75  ,-1.17   ,2.42   ,3.29   ,0.19  ,-0.27   ,1.83   ,0.01   ,3.45   ,2.32   ,0.30  ,-2.24  ,-5.32  ,-0.45  ,-3.58  ,-3.20
200301   ,3.37   ,3.20   ,4.57   ,6.23   ,3.74   ,5.12   ,4.65   ,0.36   ,1.34   ,4.09   ,2.79   ,0.20   ,2.63   ,7.00   ,2.80   ,5.35   ,9.28   ,6.18   ,4.78   ,3.83   ,2.01   ,1.26   ,0.02   ,1.57   ,0.73
200302  ,-2.36  ,-3.31  ,-3.17  ,-1.43   ,1.54  ,-3.57   ,1.50  ,-1.88   ,2.73   ,2.72  ,-5.06  ,-3.54   ,0.17   ,1.56   ,2.10  ,-3.05   ,0.86  ,-3.43   ,1.25   ,1.10  ,-3.98  ,-0.94  ,-0.27  ,-1.15   ,1.42
200303  ,-3.76  ,-4.30  ,-4.62  ,-5.83  ,-2.89  ,-3.99  ,-3.49  ,-5.74  ,-4.80  ,-4.98  ,-3.90  ,-0.86   ,0.40  ,-0.52  ,-2.36  ,-3.52  ,-3.84   ,0.97  ,-0.62  ,-2.86  ,-0.29   ,1.74   ,0.98  ,-4.09  ,-3.90
200304   ,4.41   ,3.95   ,2.54   ,1.71   ,1.63   ,3.32   ,0.81   ,0.96   ,3.57   ,0.07  ,14.08  ,-1.61   ,6.42   ,3.28   ,1.33   ,7.51   ,2.46   ,5.98   ,4.50   ,3.03   ,5.78   ,8.64   ,5.73   ,2.93  ,-1.98
200305   ,6.30   ,7.93   ,6.54   ,9.18  ,12.71   ,4.69  ,11.73  ,10.43  ,13.55  ,17.50   ,7.78  ,15.53  ,10.28  ,20.29  ,16.23   ,6.57  ,10.27  ,10.50   ,8.47  ,11.79   ,4.55   ,3.65   ,6.35   ,8.73   ,9.10
200306   ,7.42   ,3.14   ,2.69   ,4.31   ,5.66  ,-0.12   ,2.77   ,2.49   ,4.83   ,4.97   ,0.51   ,3.57   ,5.71   ,6.71   ,6.03   ,6.78   ,8.02   ,6.08   ,3.38   ,5.81   ,6.41   ,4.85   ,5.68   ,4.23   ,5.20
200307   ,7.07   ,8.16   ,8.63  ,13.09  ,12.98   ,3.94   ,7.02   ,9.50   ,8.79  ,14.12   ,4.08   ,8.66   ,7.86   ,8.56   ,9.63  ,-0.10  ,-0.49   ,3.20   ,5.80   ,7.53   ,3.19   ,2.45   ,1.39   ,5.61   ,5.28
200308  ,12.96  ,14.21  ,12.40  ,13.60  ,18.61   ,8.72   ,7.67   ,7.48   ,6.11  ,11.45   ,7.41   ,5.53   ,5.37   ,4.78   ,9.17   ,1.73   ,6.12   ,4.49   ,5.03  ,12.54   ,5.02   ,1.54   ,4.73   ,7.46  ,12.10
200309  ,13.58  ,11.46  ,14.61  ,13.25  ,13.41   ,7.69   ,9.31   ,9.72   ,6.24   ,9.49   ,9.96   ,6.67   ,7.50   ,8.36   ,7.69   ,6.65   ,8.18   ,5.31   ,8.72   ,7.93   ,6.08   ,5.76   ,4.77   ,3.93   ,9.59
200310   ,9.67   ,9.31   ,9.65   ,9.64   ,9.56   ,3.67   ,5.09   ,4.14   ,6.09   ,6.92   ,4.26   ,7.68   ,5.68   ,7.71   ,5.39   ,4.78   ,7.42   ,5.67  ,10.72   ,3.48   ,6.36   ,7.25   ,7.70   ,6.20   ,5.53
200311   ,1.90   ,6.25   ,0.56  ,-0.06  ,-0.49  ,-0.60   ,0.42   ,0.06  ,-0.97  ,-0.52   ,1.72   ,0.76   ,2.94   ,1.98   ,0.19   ,0.65  ,-0.30  ,-1.72  ,-0.33  ,-1.19   ,1.87   ,1.20  ,-0.19   ,2.19  ,-1.34
200312   ,3.85   ,8.71   ,5.22   ,4.88   ,4.77   ,4.39   ,3.26   ,5.70   ,3.62   ,3.25   ,6.84   ,6.87   ,6.79   ,6.08   ,2.09   ,4.85   ,6.50   ,6.98   ,6.13   ,5.66   ,4.96   ,6.21   ,6.71   ,2.45   ,4.97
200401   ,4.64   ,6.67   ,5.58   ,6.39  ,11.13   ,3.57   ,1.66   ,6.58   ,3.79   ,9.91   ,3.76   ,3.20   ,3.95   ,2.17  ,10.84   ,4.16   ,1.19   ,3.40   ,4.07  ,10.47   ,0.15   ,2.12   ,0.52   ,9.52   ,9.62
200402   ,2.61   ,4.41   ,7.06   ,2.76   ,7.65   ,1.43   ,2.61   ,2.40   ,4.59   ,5.33   ,0.41   ,2.51   ,4.18   ,4.41   ,4.84   ,3.31   ,4.78   ,0.65   ,2.23   ,3.33   ,2.76   ,5.84   ,5.76   ,1.10   ,1.31
200403  ,-4.89  ,-3.46  ,-3.36  ,-2.10  ,-3.22  ,-3.77  ,-2.09  ,-5.65  ,-3.67  ,-4.78   ,0.67  ,-0.64   ,2.23  ,-2.07  ,-2.09  ,-2.33   ,0.38   ,0.11  ,-1.30  ,-1.30  ,-1.40   ,1.82   ,1.42  ,-0.98  ,-1.32
200404  ,-7.34 ,-11.15  ,-8.45  ,-9.04  ,-8.23  ,-8.30  ,-6.91  ,-5.23  ,-6.62  ,-8.40  ,-6.23  ,-4.18  ,-5.49  ,-5.06  ,-6.23  ,-3.49  ,-6.16  ,-4.91  ,-5.22  ,-5.96  ,-4.79  ,-5.04  ,-4.59  ,-4.32  ,-5.93
200405  ,-2.82  ,-4.25  ,-3.43  ,-4.73  ,-3.83  ,-2.21  ,-0.89  ,-1.65  ,-1.13  ,-0.99   ,0.05   ,0.84  ,-0.09  ,-0.79  ,-0.77   ,2.10   ,0.63   ,0.08  ,-0.34   ,3.79  ,-0.32   ,0.85  ,-1.15   ,0.60  ,-1.17
200406  ,-4.61  ,-4.01  ,-4.47  ,-1.41  ,-2.84  ,-2.75  ,-0.94   ,2.34   ,0.31  ,-1.20  ,-1.09   ,1.00  ,-1.10   ,0.25   ,0.24  ,-0.39   ,0.62   ,1.40   ,2.24   ,1.97   ,2.16   ,1.28   ,0.87   ,0.44   ,1.61
200407   ,1.76   ,5.59   ,5.66   ,4.13   ,3.38   ,2.48   ,1.71   ,3.49   ,3.43  ,-0.05   ,2.37   ,3.52   ,4.15  ,-0.71   ,2.22   ,0.85   ,3.23   ,2.48   ,4.08   ,3.03   ,0.76   ,1.76  ,-0.79   ,3.44   ,4.88
