
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
198004  -1.23  -2.22  -4.14   2.69  -4.21  -0.18   2.29   2.67  -3.97  -3.26
198005   5.43  -3.46   5.77   7.21   5.78  -5.72   6.98   5.36   5.55  -2.86
198006   6.93  -5.57   4.82   6.36   3.96  -3.87   3.32  11.39   4.29  -7.41
198007  -1.37   0.74   1.01  -6.47   1.02   3.70  -4.08  -4.93   0.09   0.55
198008   0.70  11.87   0.07   6.01  -0.84   5.66   1.43   0.71  -0.65  13.73
198009   5.61   4.33   7.52   2.60   9.71  10.07   2.22   3.19   9.46   4.57
198010  -0.52  -3.51   1.03  -1.34   1.59  -3.11  -1.93  -2.41   1.74  -3.41
198011  -4.63 -18.39  -3.39  -8.49  -3.40 -17.91  -5.87  -5.55  -3.09 -19.62
198012   0.91  -9.65  -1.82   3.96  -1.67  -6.32   5.56   5.32  -1.04 -10.06
198101   1.95  10.62   9.09  -7.00   6.59   6.62  -8.53  -7.34   6.78  12.11
198102  -0.35   6.07   0.86  -2.03  -0.14   2.88  -2.37  -1.57  -0.23   5.53
198103   3.74  -6.21   5.62   0.49   2.97  -3.82   1.63  -0.21   4.02  -6.06
198104  -0.05  -4.50  -0.36  -0.29  -0.39  -0.78   0.50   2.93   0.29  -4.59
198105   1.71  26.94  -1.71   5.60  -2.80  18.19   5.32   3.45  -3.41  28.34
198106  11.16  18.42   7.91  19.26   8.56  17.81   7.90   6.75   8.38  17.82
198107  -3.45 -11.41   2.36 -12.81   0.28  -7.29  -7.05 -11.08   0.92 -13.03
198108   8.74  14.59   6.49  12.11   3.35   9.26  11.54   6.95   3.85  15.05
198109  -3.16 -12.78  -3.32  -0.77  -2.05  -9.75  -3.76   1.29  -2.17 -12.55
198110  -4.81 -17.69  -6.91  -1.11  -6.34 -13.60   0.40   2.21  -5.42 -19.58
198111   5.06   7.48   5.77   5.13   3.25  -2.08   3.17   0.47   4.15   6.72
198112  -6.52 -15.61  -6.70  -8.10  -6.68 -12.11  -1.68  -3.95  -6.22 -17.04
198201   0.47  13.16   4.37  -4.26   3.02  20.95 -10.57  -4.57   1.62  17.63
198202  -1.61   0.19  -0.90  -4.80  -0.60   2.45  -2.05  -4.46  -1.16  -0.49
198203  -5.46 -12.81  -6.56  -0.87  -6.23 -10.98  -4.91  -0.26  -5.80 -13.49
198204   3.45  -4.65   1.10   9.48   0.88  -3.80   6.85   9.90   1.23  -4.49
198205  -1.89 -12.18  -1.63  -5.77  -1.54  -7.15   1.89  -2.91  -2.00 -12.35
198206  -8.09 -20.43  -8.09  -8.87  -8.15 -20.85 -10.78 -10.28  -5.96 -19.94
198207  -2.43   2.52  -2.63  -4.65  -3.78  12.32  -6.28  -5.87  -4.53   2.41
198208  -5.96 -11.62  -4.83  -7.31  -6.71 -20.10  -7.48  -6.13  -6.34 -16.85
198209  -9.81 -18.70 -12.93  -3.05 -11.58 -11.11  -9.87  -5.75 -11.18 -18.83
198210   3.36   6.55   2.07   7.91   3.68  12.15   7.69   9.37   1.86  11.97
198211   3.38  -8.64   3.05   3.90   4.07   1.30   4.01   5.51   4.58  -6.94
198212  -8.02 -19.57 -10.18  -6.19  -8.50 -12.85  -4.23  -7.02  -9.80 -21.82
198301  -3.22   6.68  -1.93  -0.31  -1.36  19.11  -4.73  -3.03  -3.81   7.82
198302  -0.46   6.21  -2.86   1.57  -2.69   4.43   2.19   2.85  -3.74   9.21
198303   7.11  -0.19  10.46   5.52   8.89   7.75   1.47   1.49  12.75  12.46
198304  -0.40  -9.32  -3.39  -6.37  -3.23  -7.75  -1.20  -3.67  -2.62  -6.80
198305   6.40   5.16   2.39   7.17   0.53   8.09   9.05   7.38   1.20   8.44
198306  -4.56  -3.48  -3.52  -7.85  -5.65 -12.71  -7.09  -9.30  -6.53  -5.16
198307  -1.57  -2.63   1.17  -6.49   1.10   8.73  -4.46  -3.26   4.14  -3.42
198308  -7.08  -2.82 -10.14  -4.22  -9.54  -9.82  -3.97  -4.24 -12.15 -15.24
198309   4.01  15.32   4.42   5.81   2.90  14.35  -2.56  -0.03   3.14  15.23
198310   6.38  29.11   3.76  12.25   4.14  17.95  13.72  14.12   3.83   8.05
198311   0.34   2.36   2.21  -3.40   1.24   5.81  -3.14  -3.27   2.02   8.95
198312  -8.38 -13.59  -0.94 -10.22  -1.40  -7.56 -16.87 -14.82  -0.35  -2.76
198401  10.07   7.68  12.94   8.63   4.34   8.53   6.18   5.46   3.75  26.63
198402  14.56  27.01   9.26  23.43  11.13  20.77  23.26  22.88  10.28  13.16
