
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
198810   5.31   4.34  14.22   3.10   5.63   0.75  16.19   8.27  17.98   5.11
198811   7.63   0.80   4.07  11.30   8.84  10.57   4.76   8.38   6.75   8.99
198812  11.82  20.54   9.74  18.33  10.58   9.54   8.79  14.55   9.95  12.72
198901  12.32  17.55   6.02   5.40  10.70   8.11   1.90  13.64   0.51  13.44
198902   3.22   5.78  -1.50   8.13   2.39   9.52  -2.32   6.99  -3.57   4.69
198903   8.45   4.88   2.95  20.30   6.70  18.19   4.51   8.02   0.57  18.31
198904   7.99  10.71   6.78   1.44   5.07   2.30  13.70  15.42   6.71  14.77
198905  -4.85   0.10   1.00  -9.59  -6.70  -5.90  -1.20  -1.71   0.91  -4.43
198906  -0.21  -5.11   0.63   1.22   3.36   3.63  -1.57  -6.17   2.30  -5.31
198907   4.85   7.45  10.72  16.11  -0.57  15.96   9.97  11.31  10.92   9.88
198908  -0.12  -5.49  -0.06  12.96  -1.84   8.73  -5.76   7.82  -5.03   0.99
198909   3.97  12.21   0.73  23.02  -0.90  21.11  -0.33  10.41   0.48   9.91
198910 -11.85 -23.67  -6.64 -17.67  -4.16 -16.93  -7.27 -21.09  -2.36 -25.16
198911   7.58   2.49   8.64  -1.86   8.16  -0.02   5.87   2.96   5.93   6.40
198912  12.64   7.91   8.14  26.18  11.91  22.03   8.04  12.69   8.40  12.98
199001  10.36  12.25  13.43   7.37  11.52   8.20  12.65   9.21  10.96   9.66
199002   6.84   3.69   2.88   6.68   6.33   7.04   5.09   8.54   1.47  12.55
199003   1.57  -0.95   0.18   0.18   1.99   2.99   1.58   1.40   3.22  -5.43
199004  -6.39  -4.68  -4.15  -5.50  -6.33  -5.60  -5.44  -5.41  -1.76  -8.75
199005   9.55  13.65   7.34  11.93   7.86  10.17   7.42  10.42   6.80   6.61
199006  -2.17   6.77  -4.16   2.10  -2.71  -2.15  -2.30  -1.41  -4.42  -2.09
199007  13.10  13.61  14.54   7.93  14.05  14.27  12.86  14.73   8.38  10.25
199008  -4.74 -14.36  -6.19 -17.60  -8.60   1.25  -7.61   1.21 -15.80 -13.18
199009  -7.90 -16.44  -9.88 -16.90 -10.31  -1.66 -10.49  -2.04 -14.13 -18.43
199010  -5.59 -16.80  -5.54  -7.65  -6.95  -9.05  -5.83  -9.76  -2.74   7.39
199011  -2.01  -4.27  -1.78  -3.45  -4.44  -3.31  -3.88  -3.14   3.03  -2.89
199012  -7.03 -12.82  -5.04 -14.48  -8.63  -7.47  -6.57  -9.18  -4.30  -8.28
199101  -7.07  -7.98   0.00 -11.62  -7.47  -3.01  -0.50 -11.71   4.03 -10.45
199102  10.34  24.84   9.02  27.27  10.92  25.77   7.32  18.96   5.61  24.82
199103  -6.06  -9.13  -6.04  -7.54  -6.04  -7.81  -4.78  -5.26  -6.40 -10.10
199104  -3.55  -5.72  -2.41  -6.69  -3.10  -3.47  -0.64  -6.11  -2.93  -5.91
199105   6.72  -5.09   8.91  -7.35   9.48  -3.62  11.03 -11.89  12.17  -1.82
199106  -8.50  -2.96  -5.78  -3.74  -9.55  -6.80  -8.56  -9.77  -4.12  -4.33
199107   6.83   1.84  11.78   3.66   5.59   4.78  11.44   1.74  13.10   8.42
199108   2.65   1.10   3.42   1.74   3.34   3.87   2.45  -3.98   3.47   7.50
199109  -2.33  -3.91   1.01  -6.57  -1.60  -3.23   0.79 -18.35   1.88  -1.83
199110  -5.70  -9.31  -0.68 -14.72  -6.92 -10.38  -0.16 -19.85   1.54   1.08
199111 -15.36 -23.82  -8.99 -26.73 -17.37 -22.04  -6.32 -28.67  -7.75 -18.59
199112  12.43  10.69   7.85  10.64  10.25  14.93   8.48  21.38   8.14  -2.42
199201   1.68   7.09   0.96   2.94   4.71   3.04   8.45   0.25   5.88  11.99
199202 -10.02 -15.13 -10.89  -9.71  -9.03  -8.25  -8.53  -9.00 -10.81  -9.75
199203   7.21  11.29  -0.22  10.14   1.63  12.47   2.46  11.82  -2.21   9.21
199204   5.64  15.71   1.64  11.74  -1.31  11.50  -0.14   9.43   1.52   8.18
199205   5.67  -0.91   7.79   3.21  12.09   4.52  13.52   4.92   9.91   4.25
199206  -7.19  -1.32  -9.09  -7.25  -5.45  -6.60  -6.92  -7.69  -8.18  -5.15
199207  -2.89  -6.59   1.17  -4.82   6.83  -4.72   4.84  -3.72   6.23 -11.36
199208 -12.25 -27.56 -11.13  -8.71  -8.06  -7.68  -9.81  -8.49  -9.02 -28.53
199209  -2.52 -27.16  -1.66   0.74 -11.72  -2.08  -8.99  -4.21  -3.99   0.18
199210  -4.88  -9.75  -1.67 -10.51  -4.04 -11.93  -6.52 -11.66  -2.63   0.12
199211   2.30   9.09  -0.53   6.41   0.47   7.64  -0.44   8.09   0.46  -3.58
199212  -3.54   4.33  -5.44  -3.88  -8.33  -3.62  -8.40  -4.08  -9.10   0.94
199301   3.65   1.64   3.50  -1.23   3.71  -0.28   5.42   5.57   1.17   3.81
199302  -1.05   1.53  -3.16   9.39  -2.32   3.93  -1.48   6.21  -6.32  -3.15
199303  12.53  26.83  11.67  12.35  15.77  28.65   8.74  16.13  13.90  13.08
199304   5.52  19.11   4.90   6.79   3.17  17.81   2.96  14.47   3.82  15.96
199305  -2.04  -0.85  -1.53   5.37 -10.71  -1.44  -2.13  -4.18  -7.94  -4.79
199306  -5.43  -0.06  -7.16  -8.02  -2.07  -4.75  -7.73  -6.23  -6.59   3.74
199307   5.79  15.05   4.75  17.33  -7.43  15.07   1.47  10.11  -0.19  20.65
199308   8.80   9.19   7.53   2.51  14.52   8.12  10.04  10.06   9.56  13.14
199309  -2.50  -8.22  -2.57  -8.79   4.54  -7.60   0.74  -6.36  -2.47 -12.83
199310  10.03  22.92   7.39  12.84  12.09  22.51   8.54  17.44   5.82  12.10
199311  -7.58  -3.32  -9.58  -5.57 -11.23  -3.29  -8.49  -3.60 -16.86  -7.17
199312   6.76  14.25   2.35   8.47   9.65  11.15   4.19   9.91   9.16  15.53
199401  14.92  22.24  15.71  11.85  16.82  17.65  11.86  16.33   6.15  23.63
