
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
197806   0.02   1.31  -1.23   0.36   0.38  -0.97   0.38  -0.47   0.10  -1.12
197807   6.86   3.77   8.01   2.10   8.79  11.71   5.26   6.01   8.99   9.51
197808   6.24   3.71   7.63   7.38   4.11   9.65   2.83   4.47   8.99   3.12
197809   3.77   5.04   0.52   4.37   3.28   4.09   0.83   2.84   1.52   7.60
197810  -4.04  -1.69  -2.70  -1.92  -2.85  -6.59  -1.12  -0.99  -4.46  -8.66
197811  -5.09  -6.33  -6.31  -6.44  -3.67  -1.98  -5.42  -7.60  -5.06 -14.82
197812   6.11   5.10   5.84   6.62   5.30   9.29   3.53   6.65   5.37   9.88
197901   3.84   3.06   5.21   0.98   5.39   2.74   5.63   5.41   4.76  -3.65
197902   3.24   1.46   3.23   0.21   6.28  -1.68   3.95   1.26   5.66  12.61
197903   1.24  -1.67   0.82  -2.81   3.22  -1.83   2.15  -1.68   3.32   7.37
197904  -2.95  -3.14  -3.10  -4.01  -1.91  -3.39  -3.03  -2.81  -1.94  -8.51
197905   3.14   4.88   2.99   6.93   0.65   4.21   2.29   1.63   1.61   6.19
197906  -0.95  -1.56  -1.75  -0.89  -1.74   0.09  -2.06  -0.31  -1.54   5.92
197907   3.52   3.21   6.28   0.98   4.80   4.37   6.08   4.40   4.32  15.03
197908  11.69  12.40  12.40   8.44  13.99   7.16  13.63  10.91  13.28  23.23
197909   6.79   4.12   9.34   3.02   6.06   2.91   9.80   4.15   7.05  25.96
197910  -1.74   0.73  -1.25  -3.92  -4.05  -0.29  -3.32  -0.62  -4.74  28.27
197911  -2.53  -2.25  -4.22   1.33  -2.41   2.03  -5.11   2.02  -3.67  -3.67
197912  11.93   3.27  17.17   2.71  16.71   2.35  18.43   0.37  17.49  16.74
198001  19.09  10.13  23.86   9.58  23.48   9.74  23.99   8.63  22.65  26.58
198002   2.69   0.69   3.87   2.59   4.18   3.31   3.29   2.92   3.54  -8.17
198003 -17.94  -8.07 -23.41  -7.05 -22.65  -6.18 -22.08  -9.09 -22.90 -22.46
198004   6.88   1.53   8.94   3.02   8.25   2.96   7.69   2.91   9.07  20.64
198005  14.32   7.58  16.62   5.53  17.46   8.04  16.60   6.83  17.97  27.10
198006   7.08   4.72   8.10   4.43   7.85   5.02   8.37   2.81   7.50  12.73
198007   0.00   4.64  -1.24   4.10  -1.15   6.11  -1.29   5.45  -0.93 -10.43
198008   5.94   4.06   7.34   5.74   6.50   4.15   5.59   6.55   7.31   6.24
198009   5.27   3.71   6.62   1.62   5.95   6.83   6.88   5.01   5.78  10.49
198010   4.93   0.80   7.56  -1.78   6.99  -0.37   6.39  -3.03   7.37  13.06
198011  -1.77   6.49  -5.41   4.13  -4.45   1.39  -3.23   3.16  -4.10  -3.38
198012  -0.47   6.23  -3.38   5.01  -2.02   5.65  -2.63   6.70  -2.49 -12.07
198101  -9.86  -1.05 -13.93   1.63 -14.46   1.39 -12.07  -2.24 -13.33  -9.98
198102  -3.03   2.56  -4.41   2.91  -5.62   0.37  -1.41   6.02  -4.91 -18.10
198103   9.79   6.42  12.33   7.58  11.37   5.78  11.89   3.74  12.73   4.39
198104  -1.20   1.87  -2.89   2.12  -0.34   0.69  -2.64   2.32  -1.41 -23.73
198105   0.14   5.29  -0.35   2.99  -0.13  -2.92  -1.79   2.01  -0.69  -0.82
198106  -1.30   3.53  -3.96   3.75  -0.74   0.54  -1.69   2.83  -0.77 -20.18
198107 -10.64  -4.86 -12.80  -2.77 -12.15  -8.94 -12.77  -5.85 -12.70 -16.48
198108   0.99  -0.13   2.20   2.35   0.25   0.25   0.37   1.37  -0.33  -7.57
198109  -9.11  -3.77 -11.12  -4.83 -11.51  -2.28 -10.88  -3.80 -12.60 -19.77
198110  -5.42  -2.01 -10.31   0.46  -9.17   0.31  -6.19  -1.94  -6.32 -12.20
198111   9.92   9.52   7.25  12.82   6.61   9.81   7.13   9.92   7.14  17.60
198112  -1.73  -2.01  -1.21  -0.90  -3.08   0.52   1.61   1.21  -1.55   0.33
198201 -10.89 -10.43  -9.57 -10.37 -11.60  -9.70 -10.28  -8.98 -12.16 -17.51
198202 -11.31  -7.70 -15.04  -8.54 -12.72  -6.37 -15.28  -8.08 -13.54 -24.73
198203  -7.32  -9.01  -7.11  -5.00 -10.28  -6.53 -10.49  -4.13 -10.55 -11.29
198204  12.10  10.99  15.56  10.23  14.83  12.59  16.00   7.86  12.15  13.28
198205  -0.75  -0.34  -1.97  -1.30   0.42   1.23  -1.52  -0.81  -0.93  -4.31
198206  -9.34  -8.27  -8.01  -6.91 -10.54  -8.70  -8.92  -8.49  -9.97 -16.25
198207  -3.33  -1.64  -6.56  -4.47  -2.61  -0.22  -5.31  -2.71  -4.52  -4.34
198208   2.27   1.52   4.09  -5.41   7.64   3.82   7.49  -1.37   3.28   1.83
198209   2.44   2.12   1.49   6.91  -0.37   1.96   0.43   5.27   0.41  15.47
198210  -0.96  -1.83   0.86  -1.17  -1.95   1.45   0.80  -0.25  -2.98  -0.43
198211  -1.55  -2.13  -1.44  -2.41  -1.12   0.27  -1.72  -3.08  -2.95  -9.89
198212   4.04   5.03   2.85   6.96   2.02   5.70   4.41   8.93   2.31  -1.01
198301  10.69   4.94  13.18   4.89   9.61   6.84  16.34   4.11  16.13  14.00
198302  -7.10  -5.37  -9.32  -5.47  -8.97  -5.97  -7.77  -3.54  -8.18 -14.98
198303  -6.52  -5.33  -6.29  -8.71  -5.00  -7.87  -4.69  -9.11  -4.27  -6.23
198304  16.23  20.71  12.31  17.19  20.69  23.42  13.43  16.68  12.68  32.90
198305   6.79   2.91   6.94   3.06   8.02   2.83  10.34   3.20   9.60   5.93
198306  -3.09  -2.07  -4.23  -3.76  -1.80  -1.68  -3.23  -2.99  -3.58   2.58
198307  12.68  17.64  10.61  13.25  13.60  19.30  10.80  11.00  12.68   5.32
198308   3.68   7.86   1.54   6.21   5.46   7.36   0.70   5.54   1.03   4.30
198309   3.81  10.53  -1.12   7.71   4.71  10.44  -2.06   7.16  -2.34   8.92
198310  -1.47   0.33  -2.77   2.73  -2.64  -1.01  -3.78   4.50  -3.36  -8.19
198311   8.71  11.99   7.87   9.94   9.20  11.61   6.19  10.84   6.88  -3.40
198312   2.50   2.09   4.69   3.23   2.57   2.94   1.12   3.11   1.76  -5.10
198401  -0.40  -3.59   1.38   3.73  -3.58   2.50  -2.99   2.59  -2.38  -0.62
198402  -2.09  -1.82  -1.50  -4.34  -1.89  -4.76  -0.64  -4.48  -0.86  -4.62
198403   2.41   4.84  -0.43  -1.56   2.11  -0.74   3.06  -0.04   5.63   7.62
198404  -0.46   1.88  -0.39   1.64  -0.35  -0.49  -0.24   2.02  -2.76   7.44
198405 -16.37 -17.89 -19.71 -13.07 -22.13 -16.51 -20.72 -11.70 -20.67 -18.86
198406  -2.56  -6.30  -1.26  -2.52  -1.40  -2.45  -1.68  -1.60  -3.49   0.51
198407  -0.74   0.73  -3.15   1.56  -3.49  -1.27  -4.42   3.26  -3.65  -4.88
198408  10.59  11.65  13.59   7.68  13.36  12.32  14.78   4.88  15.49   8.12
198409  -1.66  -1.80  -2.10  -1.87  -4.15   0.21  -4.33  -0.49  -4.22   0.39
198410   4.17   2.12   4.32   8.64   0.82   6.76   0.37   6.88   0.69  -2.56
198411   0.92  -0.16   0.46  -0.03  -0.40  -1.34  -0.84  -1.31   2.07   1.56
198412  -7.08  -6.14  -8.49  -4.02  -9.80  -3.08  -9.86  -4.44  -9.01 -12.54
198501   5.58   5.39   5.92   4.60   6.30   4.88   6.23   6.51   7.94  -8.72
198502 -10.27  -9.31  -9.10 -10.79  -8.40 -10.45 -10.56 -13.22  -6.68 -12.39
198503   3.19   3.55   2.96   1.32   7.04   3.96   8.01   1.27   6.56  14.17
198504  -1.74   1.31  -5.75   1.34  -0.39   1.66  -1.07  -3.52  -2.76  22.15
198505   1.03  -0.43   2.34   3.79  -3.31   1.33  -1.74   4.70  -3.21  -0.22
198506  -0.14  -0.08  -0.14   0.71  -5.05   2.77  -2.92   1.82  -4.91  -1.87
198507  19.62  18.94  18.17  20.63  16.72  18.33  17.31  25.24  17.58   7.10
198508  -4.33  -2.38  -4.60  -3.41  -8.94  -0.50  -5.98  -4.84  -8.04  -1.72
198509   7.08   8.74   6.48  10.67   0.90  11.69   1.29   9.17   3.38   3.19
198510   2.95   4.06   3.42   4.58   0.42   5.48   3.30   0.59   1.45   2.92
198511  -6.15  -5.02  -6.42  -5.53  -7.05  -4.38  -7.43  -6.82  -5.27 -11.92
198512   1.38   3.04  -1.44   3.15   0.68   4.95  -2.79   1.54   1.37  -6.10
198601  13.31  13.64  14.26  10.46  14.71  11.31  16.04  11.94  19.49   8.28
198602  -4.32   0.81  -3.72  -5.00  -7.75  -9.13  -4.32   3.82  -5.96  -4.24
198603  10.54  14.88  10.65   8.47  10.41   2.59  11.70  11.06  15.15   3.97
198604  10.47   2.66  12.77  16.94  -1.37  16.46   0.55  11.08   1.37  -2.61
198605  -0.16  -3.08  -1.95   0.97  -1.18   6.50  -2.51  -5.79   0.03  -4.13
198606 -11.17 -12.72  -9.24 -11.37 -11.38  -8.57 -11.61 -11.80 -12.48  -8.54
198607 -15.50 -14.67 -16.98 -16.19 -15.33 -16.18 -11.45 -14.55 -13.51 -14.49
198608   6.81   5.75   9.38   3.33   8.59   2.96   8.66   6.63  13.32  11.47
198609   8.26  10.71   6.60   5.73  14.03   5.66   8.30   5.02  12.38  16.18
198610  13.32  11.36  15.67  11.44  15.34  10.89  16.19   9.25  18.09  14.49
198611   1.68  -1.90   2.31   3.21  -2.08   3.07   0.12   4.20  -2.32   7.43
198612   9.02   6.62  14.69   6.49   9.99   7.31  14.90   7.55   9.88  10.16
198701   0.87  -0.14   0.52   1.09  -0.21   1.45   1.14   1.57   0.67   5.96
198702  10.92   3.08  17.97   4.83  14.37  12.06  17.97   7.80  15.08   8.03
198703  11.88  10.06   7.60   7.66  10.08  17.02  11.24  16.12   8.99  33.14
198704   4.12   9.87  -0.54   3.06  11.49   0.51   3.68   0.84   9.70  11.91
198705   3.62   2.18   1.00   5.95  -1.30   7.49  -0.22   8.01  -1.08   2.24
198706   1.20   1.12   0.01   2.09  -2.87   3.68  -0.99   3.50  -2.18  -9.38
198707  11.48   9.93  13.62   7.15  19.36   9.49  19.17   3.81  21.98  18.37
198708   8.70  11.32  11.26  12.94   7.88   5.84  10.27   7.84  11.33  -5.87
198709   5.63   5.64   4.98   6.25   5.65   5.00   6.12   5.85   5.77   0.34
198710 -45.21 -43.93 -52.22 -44.01 -50.66 -41.32 -50.82 -36.10 -54.11 -50.59
198711   8.64  12.28   7.69   8.83  13.74   5.04  11.69   4.11  12.82  16.82
198712   4.97   5.31   2.43   2.06   8.13   5.62   7.41   4.77   9.44   0.60
198801  -6.16   1.89 -10.69   0.62 -15.77  -0.52 -15.49   0.36 -13.26 -15.67
198802   1.52   1.59  -0.31   1.95  -1.11  -0.52  -2.73   2.22  -1.51   3.08
198803  17.81  19.67  19.29  18.22  23.46  17.69  23.25  16.60  24.00  12.44
198804   5.94   6.77   5.57   7.27   5.89   7.55   4.53   6.57   6.57   4.40
198805  16.05  15.50  16.18  13.25  19.29   7.93  18.83  17.79  14.19   5.73
198806  -1.99  -3.24  -1.10  -4.43   3.18  -2.60   2.63  -4.79   2.33   1.83
198807   5.08   4.62   4.51   5.98   4.93   4.64   4.97   6.06   4.34  -1.65
198808  -1.93   0.32  -3.19   0.35  -5.57  -2.85  -4.33   1.10  -5.44  -8.56
198809  -3.37  -0.11  -6.26   0.40  -7.13  -3.33  -7.90   0.12  -6.57  -8.82
198810   7.29   7.01  10.32   6.74  11.72   7.89  10.78   6.82  12.20  13.48
198811  -0.81   0.99  -0.38  -0.10  -0.68  -3.13  -1.21   1.55  -1.91  -1.83
198812  -1.11  -1.89  -2.04  -1.88  -2.07   1.60  -1.32  -2.32  -3.29  -2.33
198901   8.94   9.66   8.25  11.05   8.87  11.51   8.97   9.06   8.83   6.80
198902 -13.86 -13.04 -15.52 -12.83 -14.61 -13.18 -13.45 -13.87 -13.36  -8.97
198903   0.87   3.98  -0.14  -0.29   0.20   2.33  -0.19  -1.43   1.24   4.29
198904   0.74  -2.64   2.38  -2.27   1.51   0.26   1.71  -1.59   1.43   0.36
198905  -2.56  -1.25  -3.74  -3.48  -3.83   0.02  -3.24  -4.53  -0.53  -3.18
198906   0.67  -0.03   0.96  -2.21   3.12   1.46   3.13  -1.48   3.40   1.01
198907   9.22   7.22   8.81   7.42   9.51  10.95   8.24   6.78  11.71   8.47
198908   8.45   5.64   8.91   5.27  10.06   8.20   9.87   6.29   8.23   9.70
198909   0.27  -0.13  -1.10   3.52  -0.01  -0.77  -0.79   4.26  -1.49   0.71
198910  -3.78  -7.98  -2.66  -4.13  -3.61  -5.89  -3.03  -2.73  -5.34  -3.54
198911  -1.48   0.69  -1.92  -0.18  -1.35  -2.57   0.93  -2.40  -1.05   2.72
198912   4.59   2.04   4.30   3.04   2.96   4.95   3.51   3.76   4.59   2.51
199001   0.24   1.33  -0.01   0.48   2.15  -3.13   0.45   2.13   1.32   0.63
199002  -6.87  -8.30  -6.63  -8.07  -6.41  -7.68  -8.41  -6.88  -6.16  -6.61
199003  -1.91  -1.69  -2.32  -3.10  -0.26  -2.31  -1.66  -3.51   0.51  -2.75
199004  -6.42  -5.78  -6.85  -6.57  -7.98  -7.88  -6.37  -5.70  -8.06 -10.06
199005   8.89   6.03   9.05   8.23  11.37   7.82   8.21   8.69   9.95   7.43
199006   4.14   2.69   3.60   3.72   2.63   4.02   2.38   3.62   4.90  -1.06
199007   5.77   4.29   8.83   2.51   7.19   2.75   7.72   1.82   8.48   6.87
199008  -1.92  -2.81  -0.24  -4.48  -3.63  -7.19  -1.10  -3.73  -2.26  10.53
199009  -5.37 -10.72  -3.40 -11.08  -3.79 -11.02  -4.90  -7.67  -5.77   0.67
199010  -9.20 -12.14  -6.89 -13.21  -7.99 -14.95  -7.62  -9.63  -9.14 -11.01
199011  -0.32   3.05   1.27  -1.71   2.02   0.94  -0.68  -2.75   1.71  -2.24
199012  -2.78  -6.76  -2.33  -6.12  -1.36  -2.25  -2.01  -3.44  -3.94  -4.33
199101   5.00   9.45   3.42   5.65   2.12   3.07   1.67   9.62   3.12  -0.40
199102   6.97   9.87   6.93  10.31   5.97  12.51   5.42   6.97   8.44   1.72
199103   1.56  -1.39   1.07   0.72  -0.47   2.34   1.17  -2.75   2.08   3.15
199104   8.03   8.41   8.74   5.64   8.35   4.57   7.31   7.43  10.31   3.34
199105  -4.09  -5.46  -3.99  -4.45  -3.88  -8.79  -5.39  -1.59  -3.36  -6.08
199106   1.00  -5.58   1.21  -0.19   0.67  -5.82   0.82  -1.09   0.48   2.66
199107   6.45   8.54   5.61  10.54   4.52   9.92   4.61   5.75   5.23   5.12
199108  -1.25   1.94  -2.05  -0.88  -1.66   1.71  -1.72  -0.93  -0.10  -4.42
199109   3.51   4.56   2.95   5.11   4.66   8.70   2.84   3.64   3.28   7.30
199110   6.51  10.85   7.15   8.41   7.52   9.45   6.50   6.50   9.27  12.70
199111  -4.90  -1.57  -5.92  -2.08  -4.27  -0.45  -2.96  -3.31  -5.38  -1.08
199112   0.11   0.94  -0.76   2.26  -0.65   2.37  -1.94   2.10  -0.86  -6.72
199201  -3.25  -3.67  -3.83  -1.04  -2.55  -0.09  -2.41  -4.66  -0.31  -5.14
199202   0.15   3.79  -2.04   5.61  -0.35   6.55  -1.70  -0.47   1.38   0.14
199203   0.67  -0.31   0.24   1.26   0.61   0.92  -0.57  -1.04   2.07   0.01
199204   3.65   3.49   4.31   4.06   3.79   2.68   2.21   3.91   2.53   1.81
199205   1.55   1.17   1.12   5.07   0.88   5.92   0.24  -1.67   3.42  -0.15
199206  -3.21  -4.37  -2.25  -3.72  -3.40  -3.28  -2.75  -2.27  -2.93  -3.56
199207  -2.11   1.99  -3.82   1.67  -4.15   1.83  -2.68  -0.81  -3.23   1.56
199208  -8.00  -4.51  -8.62  -2.74  -9.55  -3.39  -7.62  -9.11  -7.15  -7.85
199209  -4.26  -2.15  -3.65  -1.57  -5.68  -2.30  -6.89  -2.30  -4.76  -6.82
199210  -6.41  -1.62  -7.01  -3.53  -7.15  -3.97  -6.36  -5.81  -6.77  -8.66
199211  -0.31   4.63  -1.17   1.34  -0.74   1.65  -2.29   2.00   0.45  -5.57
199212   8.57   5.42  10.32   5.74  10.92   6.25   4.83   7.70  10.36   3.05
199301  -2.47  -1.40  -2.43   0.40  -3.25   0.99  -2.94  -1.13  -2.74  -0.63
199302   9.96   9.25   9.41   9.16  10.99   8.46   7.90  11.99   9.11   7.06
199303   4.02   5.25   2.49   6.80   3.49   6.50   0.93   9.22   1.77   5.01
199304   0.78   5.26  -1.02   4.12  -1.06   1.92  -0.32   3.15  -0.32   6.06
199305   0.71   5.46  -1.25   6.83  -2.08   7.08  -1.79   4.94  -1.58   9.57
199306  -2.91  -2.03  -3.79  -2.03  -3.94  -3.00  -3.35  -1.23  -3.20  -6.17
199307   9.69  12.92   8.33  11.67   8.58  10.24  11.71  10.56  10.90  12.49
199308   4.19   2.50   4.51   2.15   5.09  -3.41   5.30   3.92   6.39   4.42
199309  -4.00  -9.62  -4.07  -3.37  -5.33  -4.30  -2.15  -5.97  -3.02  -4.71
199310  12.01  13.64  12.71  10.15  12.58  13.32  12.07   9.94  12.49  16.23
199311  -6.27  -3.70  -7.21  -5.43  -5.82  -4.69  -8.29  -4.43  -6.94  -7.62
199312  11.35  12.48  12.04   9.99  13.67  12.62  11.10   9.03  11.64  16.98
199401  11.09  14.83  10.04   8.60  13.71   9.48  11.22   9.41  10.36  17.49
199402  -5.05  -5.79  -6.16  -5.12  -6.50  -4.19  -4.37  -3.37  -5.79  -4.27
199403  -7.30  -8.25  -6.32  -7.13  -5.91  -6.11  -7.04  -6.43  -5.61  -6.15
199404   3.58   3.19   2.97   3.15   3.17   4.25   4.06   2.91   4.19  -2.79
199405   3.92   1.15   7.49   2.75   8.66   5.90   3.18   2.15   4.77   4.48
199406  -5.44  -4.66  -3.72  -4.40  -4.42  -4.16  -7.04  -4.89  -6.19  -5.23
199407   5.29   5.18   5.40   4.09   5.59   6.26   4.94   4.81   4.57   7.93
199408   4.41   0.38   6.81   0.54   7.21   4.88   6.58   1.83   6.02   6.25
199409  -4.57  -3.18  -3.12  -3.00  -4.08  -3.89  -4.43  -3.22  -3.07  -4.49
199410   1.65   3.31   2.46   1.75   3.96   0.75   0.76   0.87   1.25   2.05
199411  -3.20  -1.68  -5.25   1.04  -5.89  -2.56  -5.86  -0.64  -5.99  -5.71
199412   2.53   3.59   3.06   3.04   2.97   1.85  -0.61   3.88  -0.64  -0.75
199501  -5.91  -1.37  -8.42  -2.01  -9.13  -6.05  -9.43  -2.80  -6.99 -13.59
199502   3.60   8.31   0.80   6.68   0.08   2.08   2.15   3.63   3.38  -1.63
199503  -1.07   1.10  -2.96   1.21  -2.25  -3.30  -2.55   0.27  -1.30  -2.31
199504   6.91   3.95   9.94   4.07  10.52   5.97   8.34   4.74   7.94  11.07
199505  -2.53   0.83  -4.21  -0.36  -4.57  -4.69  -4.24  -3.30  -1.65  -4.45
199506  -0.93   0.21  -0.67  -0.59  -0.67  -1.70   0.12  -2.59   0.03  -4.45
199507   9.89   5.16  13.82   5.05  15.10   7.10  14.07   5.45  12.98  12.78
199508   2.81   2.87   2.66   2.95   2.88   1.45   3.58   4.43   1.47   8.85
199509   0.42   1.74  -2.01   2.14  -1.87   2.28   0.41   3.54  -2.32   0.56
199510  -2.05  -3.13  -1.68  -3.31  -2.05  -3.15  -1.97  -1.97  -3.43  -3.70
199511   2.48   3.05   2.78   2.92   3.59   1.34   4.47   1.96   3.47   4.25
199512   2.38   3.85   1.35   3.88   1.36   4.20   0.45   3.69   1.73   1.02
199601   4.25   2.13   2.36   6.74   3.79   4.17   4.22   5.53   1.52   7.69
199602   2.74   5.19   3.95   0.38   3.96   5.42   3.83   0.88   4.23  11.15
199603  -0.35   0.56   0.20  -2.16   0.25   0.70   1.72  -3.02   1.21  -1.32
199604   4.89   1.80   7.29   3.80   6.78   4.56   4.55   3.12   5.93   7.37
199605  -0.84  -2.12  -0.85  -0.41  -0.93  -1.18  -1.06   0.69  -1.69   6.11
199606  -2.28  -0.07  -4.31  -0.92  -4.70  -1.11  -1.33  -0.17  -3.59 -10.77
199607  -3.97  -8.09  -4.51  -1.85  -4.09  -3.94  -5.72  -2.57  -5.92  -1.26
199608   5.91   4.62   4.53   6.70   4.72   3.85   6.15   5.87   5.14  11.51
199609   1.46   0.30  -1.77   5.62  -2.98   3.04  -0.79   5.06  -2.45  -3.89
199610   3.06   2.97   2.35   3.54   2.96   0.71   3.13   3.09   2.79   8.94
199611   5.17   1.18   4.66   7.65   4.22   4.90  -0.96   7.58   3.13   7.03
199612  -0.34   1.65  -1.17   0.05  -1.95   7.77  -0.37  -0.20  -1.81  -4.66
199701  -3.86  -4.53  -6.01  -0.98  -5.16  -3.39  -5.89  -1.00  -5.23  -5.56
199702   3.31   5.61   0.23   4.68  -0.07   6.86   1.01   4.97   2.89   2.91
199703   0.08  -2.47   0.10   0.09   1.36   3.07   1.33   1.33  -2.87  -5.34
199704   2.97  -0.37   6.22   2.86   4.52   2.18   4.31   4.12   2.47   0.35
199705   2.80   1.38   2.80   3.44   3.70   1.33   2.88   3.82   1.86  -2.28
199706   4.08   5.98   3.14   5.87   1.82   7.17   2.85   5.19   3.89  -4.49
199707  -0.55  -1.68  -3.95   2.34  -4.22  -1.87  -1.63   1.64  -2.36  -7.64
199708  -6.83  -5.74  -6.69  -7.46  -8.04  -6.25  -8.11  -7.09  -7.24  -8.21
199709   6.43   7.70   2.81   9.84   1.55   3.38   7.72   9.39  10.96   1.63
199710 -12.98 -10.85 -14.94  -9.91 -17.42 -12.97 -18.21 -11.69 -13.63 -21.10
199711  -2.42   1.38  -5.68   0.30  -5.98  -3.16  -4.22  -1.52  -1.37 -16.02
199712   2.17   1.58   2.96   2.26   2.34   1.65   1.72   1.55   3.11  -0.79
199801   6.49   8.05   6.13   4.21   7.58   5.83   9.58   4.08   7.72  15.89
199802   2.56   0.70   5.59   0.76   5.59  -0.53   1.10   0.00   6.17  -0.36
199803  -0.44  -0.87  -1.93  -0.65  -1.53   1.79  -0.13  -0.35  -0.86   0.21
199804  -1.48   0.04  -2.83   0.91  -3.93  -2.42  -1.10   0.72  -3.32  14.44
199805  -4.55  -4.15  -3.02  -1.95  -4.32 -10.18  -5.66  -1.29  -4.07 -19.86
199806  -0.12   7.24  -1.81  -5.03   3.27  -3.53   6.91  -4.12   8.99  -8.29
199807  -0.15  -3.17   4.17   3.07   1.19  -2.46  -4.77   2.25   0.34  -0.91
199808 -13.18 -13.96 -11.15 -14.02 -13.05 -14.34 -15.52 -12.78 -13.40 -23.53
199809   8.56   9.64   8.83   6.28   9.65   8.29   8.55   5.67   8.43  31.08
199810   8.54   7.27   7.55   8.03   8.37  14.94   9.32   7.54   9.16  10.48
199811   6.67   4.51   9.38  11.28   7.57  -2.05   3.77  10.15   6.73  -3.88
199812  -0.01  -1.87   2.51   1.16   2.02  -3.59  -0.58   0.61   0.89   1.26
199901   7.17   2.83   8.99   5.49   8.39   0.04  11.52   3.05  11.29  -3.17
199902  -2.88   0.67  -4.35   0.40  -4.34   3.23  -4.50  -1.98  -4.38  -6.89
199903   5.32   2.99   3.67   7.10   3.92   7.61   3.37   2.16   3.59  -1.11
199904   9.82  17.31   6.38  11.07   9.84  24.86   7.51  11.99   7.81   8.22
