,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other,Year,Month
2265,1.61,3.84,1.62,-0.57,1.36,-0.19,0.1,10.41,-0.95,4.69,2017,6
2266,-0.77,-1.1,0.14,1.4,1.23,3.55,-2.46,-2.72,3.17,0.25,2017,7
2267,-2.03,-4.22,-3.04,-8.36,-1.0,0.32,-4.31,1.39,1.25,-1.94,2017,8
2268,2.98,10.16,8.59,13.8,6.48,0.54,6.92,8.3,-0.71,7.07,2017,9
2269,-1.22,1.09,1.62,-3.01,2.39,-3.01,-3.15,-2.27,2.95,0.7,2017,10
2270,5.63,3.8,2.85,3.79,1.92,1.9,7.67,2.54,2.77,3.65,2017,11
2271,4.1,-1.85,1.79,7.51,0.78,3.3,3.62,1.03,-5.02,-0.1,2017,12
2272,2.31,0.48,0.67,1.26,4.29,1.06,1.7,6.9,-3.82,2.75,2018,1
2273,-4.17,-6.08,-5.26,-10.38,-1.4,-4.86,-4.69,-3.51,-5.18,-3.91,2018,2
2274,0.0,-2.23,1.38,0.91,0.49,-3.06,1.69,0.22,5.13,1.4,2018,3
2275,0.79,-2.53,-0.86,9.71,0.14,-1.21,1.88,-0.17,3.47,0.95,2018,4
2276,2.45,6.55,4.95,7.05,6.62,-2.22,3.94,7.7,1.77,3.48,2018,5
2277,6.8,1.02,0.02,7.66,0.6,6.64,3.62,-2.59,1.95,0.3,2018,6
2278,-0.94,1.11,3.0,-2.05,-0.14,-1.22,0.44,-1.47,1.36,1.2,2018,7
2279,2.47,3.08,0.25,-4.72,7.49,7.39,5.62,5.86,0.9,1.61,2018,8
2280,0.16,-3.97,-0.9,0.53,-2.35,2.06,-2.66,-1.17,-0.08,-2.36,2018,9
2281,-4.58,-14.06,-12.3,-15.34,-10.73,-5.12,-8.48,-14.5,-1.55,-8.26,2018,10
2282,0.19,-0.92,0.51,-11.99,0.72,-0.54,-2.01,-0.45,4.34,0.7,2018,11
2283,-12.39,-12.88,-13.06,-22.1,-9.7,-13.66,-13.21,-18.41,-4.67,-11.25,2018,12
2284,10.63,16.81,14.59,18.04,15.75,12.52,11.69,18.35,4.97,11.05,2019,1
2285,3.37,7.08,5.62,0.74,6.89,2.63,3.82,6.55,3.26,4.85,2019,2
2286,-0.68,-6.86,-3.91,1.13,-0.42,-3.39,-3.79,2.98,3.24,-3.23,2019,3
2287,2.23,4.26,3.99,0.06,4.51,3.94,2.14,-2.36,1.07,4.38,2019,4
2288,-9.18,-11.31,-9.59,-20.71,-8.18,-6.26,-11.26,-8.25,-1.48,-5.91,2019,5
2289,5.19,10.96,8.27,3.83,5.09,2.41,5.7,4.4,4.46,5.7,2019,6
2290,1.44,0.7,-0.86,-9.41,1.04,-0.11,-1.07,-5.15,-1.31,1.23,2019,7
2291,-2.91,-6.39,-7.45,-16.38,-5.15,-8.0,-3.68,-4.73,0.49,-4.41,2019,8
2292,2.61,6.15,6.23,5.05,0.45,-0.06,6.73,-3.45,3.75,3.48,2019,9
2293,-1.48,0.37,0.69,-9.84,0.49,-3.21,0.52,-0.42,-1.71,1.9,2019,10
2294,2.06,2.37,1.45,-3.52,4.86,3.18,3.98,8.71,-2.66,2.72,2019,11
2295,2.63,1.82,3.35,19.58,3.41,4.14,2.08,9.82,5.48,3.07,2019,12
3524,200.0,97.0,486.0,172.0,828.0,119.0,392.0,546.0,105.0,1352.0,2008,1
3525,199.0,97.0,482.0,170.0,825.0,117.0,391.0,542.0,105.0,1339.0,2008,2
3526,199.0,97.0,480.0,167.0,819.0,116.0,388.0,536.0,105.0,1327.0,2008,3
3527,198.0,96.0,476.0,166.0,814.0,115.0,384.0,529.0,105.0,1316.0,2008,4
3528,196.0,96.0,473.0,165.0,805.0,114.0,379.0,520.0,105.0,1309.0,2008,5
3529,196.0,96.0,471.0,165.0,799.0,114.0,378.0,517.0,105.0,1299.0,2008,6
3530,205.0,103.0,500.0,181.0,840.0,117.0,382.0,554.0,105.0,1360.0,2008,7
3531,204.0,103.0,497.0,179.0,829.0,116.0,378.0,549.0,105.0,1355.0,2008,8
3532,202.0,103.0,495.0,179.0,817.0,115.0,375.0,544.0,104.0,1346.0,2008,9
3533,200.0,103.0,493.0,179.0,808.0,114.0,369.0,537.0,104.0,1334.0,2008,10
3534,195.0,102.0,490.0,176.0,800.0,113.0,367.0,535.0,104.0,1323.0,2008,11
3535,194.0,102.0,488.0,175.0,794.0,112.0,365.0,527.0,103.0,1313.0,2008,12
3536,192.0,101.0,485.0,175.0,791.0,111.0,362.0,519.0,103.0,1302.0,2009,1
3537,191.0,98.0,482.0,175.0,785.0,110.0,361.0,514.0,102.0,1294.0,2009,2
3538,191.0,96.0,475.0,173.0,780.0,109.0,360.0,506.0,102.0,1284.0,2009,3
3539,190.0,95.0,468.0,172.0,771.0,108.0,358.0,503.0,102.0,1274.0,2009,4
3540,190.0,93.0,465.0,170.0,767.0,108.0,358.0,494.0,102.0,1267.0,2009,5
3541,189.0,91.0,463.0,170.0,757.0,105.0,357.0,487.0,102.0,1261.0,2009,6
3542,190.0,94.0,469.0,173.0,757.0,109.0,358.0,500.0,103.0,1287.0,2009,7
3543,189.0,93.0,467.0,172.0,752.0,109.0,356.0,496.0,103.0,1280.0,2009,8
3544,188.0,92.0,466.0,172.0,752.0,108.0,355.0,491.0,103.0,1271.0,2009,9
3545,188.0,92.0,465.0,171.0,745.0,107.0,353.0,486.0,102.0,1263.0,2009,10
3546,188.0,91.0,462.0,168.0,741.0,102.0,348.0,481.0,102.0,1254.0,2009,11
3547,186.0,91.0,459.0,168.0,737.0,100.0,347.0,476.0,102.0,1244.0,2009,12
3548,186.0,91.0,459.0,168.0,731.0,99.0,344.0,471.0,102.0,1233.0,2010,1
3549,185.0,91.0,456.0,168.0,724.0,98.0,343.0,468.0,102.0,1225.0,2010,2
3550,181.0,91.0,454.0,165.0,721.0,98.0,341.0,462.0,102.0,1219.0,2010,3
3551,181.0,91.0,452.0,164.0,710.0,98.0,341.0,462.0,102.0,1208.0,2010,4
3552,180.0,91.0,450.0,163.0,708.0,97.0,339.0,461.0,102.0,1200.0,2010,5
3553,180.0,91.0,449.0,161.0,708.0,96.0,338.0,459.0,102.0,1192.0,2010,6
3554,185.0,93.0,472.0,172.0,733.0,103.0,349.0,483.0,103.0,1224.0,2010,7
3555,185.0,93.0,470.0,172.0,727.0,102.0,346.0,480.0,103.0,1222.0,2010,8
3556,184.0,92.0,467.0,169.0,722.0,102.0,346.0,477.0,102.0,1219.0,2010,9
3557,184.0,92.0,467.0,168.0,711.0,101.0,344.0,472.0,102.0,1211.0,2010,10
3558,183.0,91.0,463.0,167.0,704.0,101.0,343.0,467.0,102.0,1203.0,2010,11
3559,182.0,91.0,459.0,164.0,694.0,101.0,342.0,460.0,100.0,1191.0,2010,12
3560,182.0,90.0,455.0,164.0,689.0,101.0,341.0,457.0,100.0,1182.0,2011,1
3561,182.0,89.0,454.0,162.0,682.0,101.0,340.0,453.0,98.0,1180.0,2011,2
3562,180.0,86.0,450.0,162.0,679.0,99.0,338.0,450.0,98.0,1174.0,2011,3
3563,178.0,86.0,449.0,161.0,669.0,98.0,336.0,445.0,98.0,1162.0,2011,4
3564,177.0,86.0,446.0,161.0,663.0,98.0,333.0,443.0,98.0,1154.0,2011,5
3565,175.0,86.0,445.0,157.0,656.0,97.0,330.0,433.0,97.0,1144.0,2011,6
3566,174.0,94.0,456.0,165.0,690.0,103.0,337.0,461.0,99.0,1176.0,2011,7
3567,173.0,94.0,455.0,164.0,685.0,103.0,337.0,459.0,99.0,1174.0,2011,8
3568,172.0,94.0,454.0,162.0,682.0,101.0,337.0,457.0,98.0,1169.0,2011,9
3569,171.0,94.0,452.0,162.0,676.0,101.0,336.0,453.0,98.0,1162.0,2011,10
3570,170.0,93.0,448.0,161.0,669.0,101.0,334.0,450.0,97.0,1152.0,2011,11
3571,167.0,93.0,445.0,158.0,665.0,100.0,333.0,448.0,96.0,1144.0,2011,12
3572,167.0,93.0,443.0,157.0,658.0,99.0,331.0,446.0,95.0,1136.0,2012,1
3573,167.0,93.0,442.0,156.0,651.0,99.0,329.0,441.0,95.0,1131.0,2012,2
3574,167.0,93.0,440.0,155.0,647.0,99.0,328.0,438.0,93.0,1126.0,2012,3
3575,166.0,93.0,439.0,155.0,644.0,99.0,326.0,434.0,92.0,1120.0,2012,4
3576,166.0,92.0,437.0,154.0,641.0,99.0,325.0,433.0,91.0,1111.0,2012,5
3577,163.0,92.0,435.0,153.0,640.0,99.0,322.0,429.0,90.0,1104.0,2012,6
3578,167.0,94.0,435.0,165.0,675.0,103.0,331.0,449.0,90.0,1132.0,2012,7
3579,167.0,93.0,434.0,162.0,668.0,103.0,329.0,440.0,90.0,1130.0,2012,8
3580,165.0,93.0,432.0,162.0,666.0,103.0,327.0,436.0,90.0,1120.0,2012,9
3581,164.0,92.0,429.0,158.0,661.0,103.0,323.0,435.0,90.0,1112.0,2012,10
3582,164.0,92.0,427.0,157.0,655.0,101.0,322.0,434.0,90.0,1107.0,2012,11
3583,164.0,91.0,422.0,156.0,647.0,100.0,322.0,428.0,89.0,1100.0,2012,12
3584,162.0,91.0,421.0,156.0,646.0,99.0,319.0,426.0,89.0,1098.0,2013,1
3585,159.0,91.0,420.0,156.0,644.0,98.0,316.0,425.0,89.0,1092.0,2013,2
3586,159.0,90.0,419.0,156.0,639.0,98.0,316.0,421.0,89.0,1086.0,2013,3
3587,159.0,89.0,417.0,154.0,631.0,98.0,313.0,420.0,89.0,1079.0,2013,4
3588,157.0,89.0,415.0,152.0,628.0,97.0,311.0,419.0,89.0,1072.0,2013,5
3589,154.0,89.0,415.0,151.0,624.0,96.0,309.0,415.0,88.0,1066.0,2013,6
3590,158.0,90.0,422.0,156.0,661.0,96.0,324.0,455.0,88.0,1094.0,2013,7
3591,156.0,89.0,420.0,155.0,656.0,95.0,324.0,453.0,88.0,1092.0,2013,8
3592,155.0,88.0,419.0,154.0,651.0,94.0,324.0,452.0,88.0,1088.0,2013,9
3593,154.0,87.0,416.0,153.0,647.0,94.0,322.0,446.0,88.0,1086.0,2013,10
3594,152.0,86.0,415.0,152.0,640.0,94.0,315.0,445.0,88.0,1081.0,2013,11
3595,152.0,86.0,415.0,151.0,636.0,92.0,314.0,444.0,87.0,1077.0,2013,12
3596,152.0,86.0,415.0,151.0,633.0,92.0,312.0,439.0,87.0,1073.0,2014,1
3597,150.0,86.0,408.0,151.0,629.0,92.0,310.0,436.0,87.0,1067.0,2014,2
3598,150.0,85.0,406.0,149.0,629.0,91.0,310.0,435.0,87.0,1064.0,2014,3
3599,149.0,85.0,405.0,148.0,626.0,90.0,309.0,434.0,87.0,1059.0,2014,4
3600,147.0,85.0,402.0,148.0,625.0,90.0,308.0,432.0,87.0,1054.0,2014,5
3601,146.0,85.0,402.0,147.0,621.0,89.0,308.0,431.0,87.0,1050.0,2014,6
3602,152.0,87.0,417.0,165.0,673.0,92.0,325.0,530.0,88.0,1100.0,2014,7
3603,151.0,87.0,417.0,165.0,672.0,92.0,322.0,528.0,87.0,1096.0,2014,8
3604,150.0,87.0,417.0,164.0,670.0,91.0,322.0,525.0,87.0,1092.0,2014,9
3605,149.0,86.0,417.0,162.0,665.0,90.0,320.0,524.0,87.0,1088.0,2014,10
3606,149.0,85.0,416.0,161.0,663.0,89.0,319.0,519.0,87.0,1082.0,2014,11
3607,149.0,84.0,415.0,160.0,656.0,88.0,317.0,518.0,87.0,1078.0,2014,12
3608,148.0,84.0,414.0,159.0,650.0,88.0,315.0,515.0,87.0,1074.0,2015,1
3609,148.0,84.0,411.0,158.0,645.0,88.0,311.0,512.0,87.0,1069.0,2015,2
3610,147.0,84.0,410.0,156.0,641.0,88.0,309.0,509.0,87.0,1063.0,2015,3
3611,147.0,83.0,410.0,156.0,637.0,87.0,309.0,506.0,87.0,1056.0,2015,4
3612,147.0,82.0,410.0,155.0,632.0,87.0,309.0,502.0,87.0,1055.0,2015,5
3613,145.0,82.0,408.0,154.0,627.0,87.0,309.0,501.0,86.0,1049.0,2015,6
3614,143.0,82.0,415.0,154.0,664.0,87.0,323.0,591.0,88.0,1110.0,2015,7
3615,143.0,81.0,413.0,153.0,661.0,87.0,319.0,589.0,88.0,1107.0,2015,8
3616,142.0,81.0,407.0,152.0,658.0,87.0,319.0,587.0,88.0,1103.0,2015,9
3617,141.0,80.0,405.0,150.0,649.0,87.0,318.0,582.0,88.0,1093.0,2015,10
3618,141.0,80.0,404.0,149.0,645.0,87.0,318.0,579.0,88.0,1088.0,2015,11
3619,141.0,80.0,402.0,148.0,642.0,84.0,316.0,576.0,87.0,1077.0,2015,12
3620,140.0,80.0,399.0,140.0,637.0,84.0,314.0,574.0,87.0,1069.0,2016,1
3621,139.0,80.0,397.0,139.0,631.0,84.0,313.0,569.0,87.0,1061.0,2016,2
3622,138.0,80.0,395.0,137.0,628.0,84.0,313.0,569.0,86.0,1052.0,2016,3
3623,136.0,79.0,391.0,136.0,625.0,84.0,310.0,568.0,85.0,1049.0,2016,4
3624,135.0,79.0,390.0,133.0,619.0,80.0,307.0,563.0,85.0,1040.0,2016,5
3625,135.0,78.0,389.0,132.0,614.0,79.0,307.0,561.0,85.0,1035.0,2016,6
3626,140.0,81.0,397.0,131.0,632.0,82.0,314.0,611.0,84.0,1073.0,2016,7
3627,138.0,81.0,396.0,131.0,626.0,82.0,314.0,605.0,84.0,1063.0,2016,8
3628,138.0,81.0,393.0,129.0,619.0,81.0,312.0,600.0,83.0,1054.0,2016,9
3629,136.0,80.0,393.0,129.0,613.0,81.0,311.0,595.0,81.0,1051.0,2016,10
3630,136.0,79.0,392.0,128.0,602.0,81.0,311.0,591.0,81.0,1048.0,2016,11
3631,136.0,79.0,391.0,128.0,597.0,79.0,309.0,588.0,80.0,1040.0,2016,12
3632,136.0,78.0,389.0,128.0,594.0,77.0,309.0,587.0,79.0,1038.0,2017,1
3633,136.0,78.0,388.0,128.0,589.0,76.0,307.0,582.0,78.0,1033.0,2017,2
3634,136.0,77.0,387.0,127.0,586.0,76.0,304.0,577.0,78.0,1027.0,2017,3
3635,135.0,76.0,383.0,125.0,581.0,76.0,304.0,574.0,78.0,1020.0,2017,4
3636,134.0,76.0,381.0,124.0,578.0,76.0,303.0,572.0,78.0,1011.0,2017,5
3637,133.0,75.0,379.0,123.0,574.0,76.0,301.0,570.0,78.0,1002.0,2017,6
3638,138.0,78.0,391.0,144.0,605.0,77.0,307.0,613.0,80.0,1058.0,2017,7
3639,138.0,78.0,391.0,143.0,598.0,76.0,306.0,610.0,79.0,1056.0,2017,8
3640,137.0,78.0,387.0,143.0,591.0,76.0,302.0,608.0,78.0,1051.0,2017,9
3641,137.0,78.0,386.0,142.0,584.0,75.0,302.0,602.0,78.0,1040.0,2017,10
3642,137.0,78.0,385.0,140.0,579.0,72.0,299.0,598.0,78.0,1030.0,2017,11
3643,134.0,78.0,385.0,138.0,576.0,72.0,297.0,593.0,78.0,1020.0,2017,12
3644,132.0,78.0,385.0,138.0,574.0,72.0,295.0,593.0,78.0,1015.0,2018,1
3645,132.0,78.0,382.0,138.0,570.0,71.0,294.0,587.0,78.0,1010.0,2018,2
3646,130.0,77.0,380.0,138.0,569.0,69.0,293.0,584.0,78.0,1007.0,2018,3
3647,128.0,77.0,380.0,134.0,566.0,69.0,291.0,580.0,78.0,999.0,2018,4
3648,128.0,77.0,379.0,133.0,562.0,69.0,290.0,579.0,78.0,997.0,2018,5
3649,126.0,77.0,377.0,133.0,559.0,68.0,289.0,577.0,77.0,992.0,2018,6
3650,134.0,82.0,386.0,142.0,603.0,67.0,290.0,642.0,77.0,1051.0,2018,7
3651,134.0,82.0,385.0,142.0,598.0,67.0,289.0,640.0,77.0,1047.0,2018,8
3652,134.0,82.0,385.0,141.0,596.0,67.0,288.0,638.0,77.0,1044.0,2018,9
3653,132.0,82.0,383.0,139.0,591.0,67.0,285.0,635.0,77.0,1036.0,2018,10
3654,131.0,82.0,379.0,138.0,588.0,67.0,283.0,631.0,76.0,1030.0,2018,11
3655,131.0,81.0,378.0,137.0,580.0,67.0,281.0,628.0,76.0,1026.0,2018,12
3656,131.0,81.0,378.0,136.0,575.0,67.0,279.0,626.0,75.0,1019.0,2019,1
3657,131.0,81.0,378.0,133.0,567.0,67.0,279.0,624.0,74.0,1016.0,2019,2
3658,130.0,81.0,378.0,131.0,562.0,65.0,277.0,621.0,74.0,1011.0,2019,3
3659,130.0,81.0,375.0,131.0,560.0,64.0,274.0,617.0,74.0,1006.0,2019,4
3660,130.0,80.0,374.0,130.0,559.0,64.0,273.0,617.0,74.0,1002.0,2019,5
3661,130.0,80.0,373.0,130.0,557.0,64.0,271.0,614.0,74.0,1001.0,2019,6
3662,135.0,83.0,380.0,141.0,587.0,67.0,281.0,694.0,77.0,1031.0,2019,7
3663,135.0,82.0,379.0,139.0,582.0,67.0,279.0,693.0,77.0,1025.0,2019,8
3664,134.0,81.0,378.0,137.0,577.0,66.0,277.0,692.0,77.0,1019.0,2019,9
3665,133.0,81.0,376.0,135.0,572.0,66.0,275.0,690.0,76.0,1015.0,2019,10
3666,131.0,81.0,375.0,133.0,571.0,66.0,273.0,685.0,76.0,1008.0,2019,11
3667,131.0,81.0,373.0,130.0,567.0,65.0,271.0,681.0,76.0,999.0,2019,12
4698,4980.19,1712.44,3979.1,9025.5,3474.3,7798.67,3211.32,2878.08,6409.52,3320.06,2008,1
4699,4739.91,1618.5,3706.25,8297.57,3052.93,7247.18,3201.81,2755.46,5957.0,3272.85,2008,2
4700,4732.4,1518.41,3741.16,8998.61,2960.41,7022.0,3069.51,2737.38,5753.79,3029.84,2008,3
4701,4791.65,1468.22,3743.43,8783.24,2987.68,7072.17,3153.38,2720.6,5786.45,2986.89,2008,4
4702,4784.71,1564.49,3951.97,9779.8,3215.54,7414.9,3341.63,2757.56,6150.66,3101.72,2008,5
4703,4938.96,1581.68,4063.94,10163.04,3417.9,7760.08,3384.9,2806.92,6345.87,3042.24,2008,6
4704,4402.39,1179.9,3454.86,9533.01,2923.41,6688.58,2920.1,2559.3,6247.94,2484.88,2008,7
4705,4520.05,1175.83,3458.13,8099.06,2927.5,6492.08,2980.28,2752.89,5794.05,2590.94,2008,8
4706,4638.15,1194.91,3514.32,8073.82,3035.78,6804.17,3154.49,2812.95,5756.41,2604.48,2008,9
4707,4436.22,1083.43,3047.96,7093.88,2681.97,5993.06,3007.55,2673.0,5055.13,2458.12,2008,10
4708,3696.94,729.42,2420.78,6005.35,2204.11,5070.94,2559.58,2372.96,4484.8,1975.96,2008,11
4709,3504.76,652.74,2234.75,6023.07,1970.77,5031.03,2371.58,2205.53,4559.57,1732.24,2008,12
4710,3495.49,659.09,2274.81,5873.58,2019.45,5240.63,2502.39,2383.97,4451.67,1730.41,2009,1
4711,3331.03,585.07,2074.97,5665.54,1968.93,4708.55,2313.0,2350.9,4412.11,1428.4,2009,2
4712,3072.04,521.66,1813.79,4987.58,1875.54,4418.35,2244.87,1943.04,3831.42,1224.98,2009,3
4713,3262.26,588.87,1944.17,5211.37,2114.39,4702.14,2476.68,2087.73,3924.19,1392.98,2009,4
4714,3421.01,873.89,2290.52,5508.84,2385.47,5119.55,2710.37,2103.23,3998.07,1625.44,2009,5
4715,3681.4,855.58,2419.89,6051.54,2484.47,5313.01,2687.69,2257.29,4159.98,1748.56,2009,6
4716,3633.05,961.72,2323.9,5535.84,2581.11,5123.39,2643.84,2282.54,4390.88,1807.65,2009,7
4717,3916.64,1162.53,2593.64,5849.07,2808.26,5370.12,2836.53,2423.23,4576.19,1981.75,2009,8
4718,3962.88,1196.38,2669.44,5871.82,2867.01,5455.01,2943.01,2490.37,4560.83,2146.84,2009,9
4719,4104.55,1220.69,2845.22,6201.96,3038.06,5858.17,3027.22,2428.4,4694.3,2219.24,2009,10
4720,4076.08,1225.73,2773.92,6459.91,3002.4,5692.15,3068.25,2259.5,4558.95,2113.52,2009,11
4721,4267.75,1351.03,2994.03,6646.74,3154.84,6169.2,3227.29,2463.69,4740.87,2242.36,2009,12
4722,4359.82,1426.58,3074.76,6609.52,3359.28,6622.17,3311.57,2547.34,5004.44,2267.76,2010,1
4723,4275.2,1419.85,2987.02,6288.79,3117.35,6198.53,3258.39,2560.63,4773.67,2237.31,2010,2
4724,4414.55,1522.95,3136.09,6522.17,3274.93,6363.9,3414.08,2592.61,4726.52,2326.74,2010,3
4725,4647.56,1664.09,3340.81,6728.74,3539.96,6843.39,3619.95,2682.35,4859.56,2534.68,2010,4
4726,4622.07,1784.38,3456.81,7042.35,3627.88,7100.19,3731.07,2627.43,4989.81,2594.43,2010,5
4727,4353.16,1621.01,3164.28,6181.12,3339.87,6741.97,3534.14,2411.48,4651.08,2378.5,2010,6
4728,4207.23,1482.08,2901.96,5613.05,3049.5,6106.74,3074.86,2386.2,4660.56,2354.35,2010,7
4729,4512.97,1714.61,3170.83,6038.57,3293.07,6708.27,3239.03,2447.79,4969.14,2517.05,2010,8
4730,4480.47,1563.49,3008.55,5904.17,3090.46,6569.78,3101.19,2403.98,5004.76,2341.35,2010,9
4731,4727.19,1773.36,3308.25,6482.76,3520.9,7148.65,3485.49,2627.38,5172.58,2546.58,2010,10
4732,4918.35,1944.52,3491.68,6798.46,3779.23,7433.24,3577.18,2698.91,5259.82,2613.5,2010,11
4733,4930.59,2087.34,3562.67,7275.0,3790.19,7286.81,3730.94,2638.77,5249.04,2646.8,2010,12
4734,5116.84,2289.76,3825.41,7955.11,4039.5,7751.31,3853.39,2796.23,5402.32,2906.98,2011,1
4735,4992.7,2322.05,3942.27,8607.2,4236.9,7714.25,3828.61,2793.85,5547.38,2971.06,2011,2
4736,5260.02,2356.24,4104.95,9230.23,4340.62,8436.96,3920.18,2888.52,5654.2,3069.55,2011,3
4737,5446.47,2396.25,4186.11,9477.87,4332.91,8540.25,3978.95,2936.72,5684.06,3062.34,2011,4
4738,5725.83,2448.96,4322.61,9626.99,4497.82,8778.18,4189.99,3133.43,5902.05,3109.38,2011,5
4739,5900.89,2359.1,4229.75,9279.83,4447.85,8918.0,4248.87,3241.34,6013.46,3043.86,2011,6
4740,5718.28,2731.97,4016.85,8877.34,4131.95,8265.04,3996.14,3019.97,6170.29,3000.87,2011,7
4741,5723.55,2487.6,3826.67,8897.5,4135.36,7814.39,3967.88,2915.37,6138.24,2893.61,2011,8
4742,5698.95,2184.27,3587.39,8022.44,3854.15,7468.78,3843.06,2826.7,6179.23,2663.76,2011,9
4743,5424.38,1875.05,3198.82,7031.15,3696.97,7025.38,3693.47,2719.97,6063.76,2377.6,2011,10
4744,5795.65,2335.79,3663.55,8216.58,4170.63,7516.24,4074.9,2874.54,6492.45,2721.65,2011,11
4745,5963.37,2145.52,3716.98,8489.3,4098.3,7596.76,4122.95,2915.11,6564.72,2677.69,2011,12
4746,6053.02,2115.4,3699.37,8509.15,4077.7,7887.58,4171.89,3003.79,6806.48,2727.14,2012,1
4747,6073.11,2399.56,3943.81,8632.09,4455.66,8033.96,4364.3,3132.35,6617.02,2933.81,2012,2
4748,6301.55,2541.29,4105.67,9215.03,4772.8,8418.32,4506.29,3177.23,6670.42,3061.89,2012,3
4749,6555.27,2564.09,4134.03,8908.74,5013.32,8600.05,4645.93,3322.79,6769.12,3223.52,2012,4
4750,6604.48,2366.52,4115.66,8823.77,4908.96,8704.23,4700.4,3346.92,6704.87,3185.93,2012,5
4751,6534.01,2169.84,3796.64,7900.52,4521.45,8628.11,4584.15,3254.29,6673.71,2952.52,2012,6
4752,6433.01,2051.82,3679.7,7654.51,4523.44,8383.21,4446.11,3270.52,6784.56,3010.06,2012,7
4753,6517.35,2081.11,3712.14,8002.7,4561.09,8691.29,4523.97,3352.49,7024.2,2974.95,2012,8
4754,6596.85,2162.09,3841.66,8158.92,4778.91,8770.57,4661.2,3405.35,6738.91,3088.98,2012,9
4755,6654.55,2262.22,3917.05,8642.34,4862.33,9185.5,4800.27,3564.34,6863.63,3222.4,2012,10
4756,6536.38,2391.17,3901.01,8524.3,4591.74,9095.5,4761.87,3497.79,6932.1,3260.4,2012,11
4757,6733.38,2489.5,4038.3,8411.71,4693.93,9184.64,4822.3,3579.12,6679.88,3251.35,2012,12
4758,6587.5,2665.15,4143.69,8517.02,4710.94,9351.89,4786.09,3567.54,6664.92,3363.74,2013,1
4759,7030.38,2753.79,4393.54,9151.69,4834.04,9854.6,5093.07,3857.74,6989.9,3602.53,2013,2
4760,7242.69,2779.26,4449.75,9169.85,4890.58,10075.08,5129.6,3936.55,7106.91,3662.0,2013,3
4761,7577.14,2921.22,4573.27,9474.54,5080.35,10632.25,5410.12,4197.12,7489.9,3833.48,2013,4
4762,7958.2,3027.2,4614.08,9425.64,5122.39,11153.69,5587.63,4296.03,7867.45,3886.07,2013,5
4763,7763.8,3317.18,4764.56,9707.74,5373.95,10899.29,5734.86,4393.37,7342.51,4131.39,2013,6
4764,7490.16,3048.35,4519.61,9061.43,4999.84,10388.14,5389.08,3984.33,7931.94,3997.29,2013,7
4765,7794.29,3355.35,4806.68,9585.05,5320.15,10806.52,5703.47,4316.17,8285.62,4228.29,2013,8
4766,7498.88,3349.81,4719.26,9423.47,5323.98,10554.3,5449.81,4158.37,7880.46,4080.9,2013,9
4767,7652.87,3589.6,4988.96,9664.65,5517.42,10988.32,5721.97,4357.5,7935.94,4238.52,2013,10
4768,8111.31,3638.35,5219.5,10185.79,5783.1,11584.78,6130.29,4518.28,8185.6,4409.72,2013,11
4769,8200.65,3703.6,5359.0,10283.01,5999.94,11818.91,6364.5,4718.27,8032.87,4625.5,2013,12
4770,8368.61,3743.46,5519.02,10589.38,6259.89,12260.8,6402.96,4774.4,8149.74,4777.73,2014,1
4771,7985.07,3601.72,5365.16,9857.49,6205.54,11750.77,6020.21,4864.14,8339.03,4588.26,2014,2
4772,8252.56,3931.51,5669.83,10495.76,6509.65,12162.16,6333.55,5177.47,8555.0,4751.19,2014,3
4773,8528.48,3881.38,5695.4,10816.07,6494.67,12297.14,6305.79,5050.62,8761.15,4857.59,2014,4
4774,8677.64,3887.44,5781.66,11428.0,6423.61,12300.8,6259.47,5045.28,9099.35,4776.27,2014,5
4775,9019.76,3909.93,5838.24,11544.89,6667.25,12941.92,6307.45,5139.13,9055.39,4875.53,2014,6
4776,8848.73,4053.54,5674.46,10829.29,6417.99,13430.31,6179.34,4227.12,9550.14,4673.71,2014,7
4777,8461.55,3858.22,5432.3,10435.25,6438.88,13487.02,6085.21,4205.7,8995.67,4579.64,2014,8
4778,8982.24,4054.5,5681.91,10700.46,6707.62,13668.81,6377.19,4442.48,9435.52,4777.91,2014,9
4779,8985.44,3708.65,5530.37,9978.3,6660.38,13603.49,6318.75,4436.76,9090.86,4729.48,2014,10
4780,9216.97,3846.65,5667.29,9576.19,6774.32,13818.12,6526.85,4738.17,9684.54,4902.63,2014,11
4781,9635.3,4059.79,5793.1,8669.92,7095.4,14298.12,7016.8,4856.74,9670.41,5033.43,2014,12
4782,9425.5,4072.32,5778.52,8764.3,7059.24,13978.02,7137.73,4815.12,9823.36,5101.29,2015,1
4783,9357.32,3887.12,5589.98,8437.31,6843.98,13292.57,7196.53,4905.07,9934.42,4789.28,2015,2
4784,9895.49,4199.9,5934.7,8902.42,7434.03,14470.52,7596.83,4966.6,9452.13,5152.21,2015,3
4785,9606.7,4223.59,5804.36,8672.61,7283.43,14296.75,7635.6,5007.3,9396.63,5143.84,2015,4
4786,9681.08,4081.37,5754.94,9308.89,7431.27,14755.93,7463.32,4925.17,9411.27,5176.05,2015,5
4787,9771.36,4118.75,5820.05,8842.48,7615.05,14795.71,7520.5,5150.26,9365.05,5284.29,2015,6
4788,9242.55,4004.97,5490.39,8462.66,6911.4,14033.35,7087.11,4322.29,9306.44,4977.13,2015,7
