,Mkt-RF,SMB,HML,RMW,CMA,RF,Year,Month
63,0.42,-0.42,2.86,-1.32,2.7,0.44,1968,10
64,5.43,2.39,-0.92,0.43,-2.43,0.42,1968,11
65,-3.94,3.52,-0.01,-1.86,1.76,0.43,1968,12
66,-1.25,-0.44,1.67,-1.55,1.38,0.53,1969,1
67,-5.84,-4.16,0.91,2.07,0.83,0.46,1969,2
68,2.64,-0.45,-0.51,-1.43,-0.35,0.46,1969,3
69,1.46,-0.8,-0.03,0.41,0.06,0.53,1969,4
70,-0.1,-0.11,0.7,-0.95,1.39,0.48,1969,5
71,-7.18,-5.45,-1.08,4.32,-1.6,0.51,1969,6
72,-7.0,-3.41,1.2,1.48,1.91,0.53,1969,7
73,4.68,0.7,-3.79,1.13,-4.02,0.5,1969,8
74,-2.98,1.29,-3.27,3.39,-0.82,0.62,1969,9
75,5.06,3.96,-3.16,0.05,-2.15,0.6,1969,10
76,-3.79,-2.45,-1.19,1.46,0.3,0.52,1969,11
77,-2.63,-3.76,-2.86,2.54,-1.81,0.64,1969,12
78,-8.1,3.12,3.13,-1.72,3.84,0.6,1970,1
79,5.13,-2.76,3.93,-2.29,2.76,0.62,1970,2
80,-1.06,-2.41,3.99,-1.0,4.29,0.57,1970,3
81,-11.0,-6.4,6.18,-0.64,6.21,0.5,1970,4
82,-6.92,-4.48,3.33,-1.21,3.9,0.53,1970,5
83,-5.79,-2.2,0.6,0.13,2.96,0.58,1970,6
84,6.93,-0.62,0.9,-0.26,1.84,0.52,1970,7
85,4.49,1.52,1.15,0.56,-0.21,0.53,1970,8
86,4.18,8.51,-5.47,0.3,-5.83,0.54,1970,9
87,-2.28,-4.43,0.22,1.71,2.34,0.46,1970,10
88,4.6,-3.86,1.69,1.57,1.47,0.46,1970,11
89,5.72,2.94,1.0,0.27,0.3,0.42,1970,12
90,4.84,7.54,1.33,-1.99,0.07,0.38,1971,1
91,1.41,2.04,-1.23,0.62,-0.7,0.33,1971,2
92,4.13,2.26,-3.95,1.82,-2.71,0.3,1971,3
93,3.15,-0.36,0.69,-1.47,0.87,0.28,1971,4
94,-3.98,-1.11,-1.44,1.4,0.25,0.29,1971,5
95,-0.1,-1.48,-1.87,1.53,-1.64,0.37,1971,6
96,-4.5,-1.39,0.02,0.64,1.46,0.4,1971,7
97,3.79,-0.16,2.63,-0.43,2.64,0.47,1971,8
98,-0.85,0.28,-2.91,2.56,-1.58,0.37,1971,9
99,-4.42,-1.6,-0.48,1.62,-1.35,0.37,1971,10
100,-0.46,-2.86,-1.68,2.44,-0.34,0.37,1971,11
101,8.71,3.27,-0.4,-0.4,-1.75,0.37,1971,12
102,2.49,6.1,2.24,-1.69,0.55,0.29,1972,1
103,2.87,0.87,-2.79,1.61,-0.52,0.25,1972,2
104,0.63,-0.43,-1.61,1.63,-0.18,0.27,1972,3
105,0.29,0.23,0.12,-0.42,-1.03,0.29,1972,4
106,1.25,-3.1,-2.7,2.34,-1.95,0.3,1972,5
107,-2.43,-0.43,-2.48,1.88,-0.36,0.29,1972,6
108,-0.8,-2.77,0.66,1.14,-0.66,0.31,1972,7
109,3.26,-3.48,4.54,-1.96,2.85,0.29,1972,8
110,-1.14,-2.23,0.46,1.68,-1.97,0.34,1972,9
111,0.52,-2.54,1.34,-0.15,0.02,0.4,1972,10
112,4.6,-0.62,4.85,-1.95,3.37,0.37,1972,11
113,0.62,-1.89,-2.19,2.6,-2.16,0.37,1972,12
114,-3.29,-2.81,2.68,0.42,0.9,0.44,1973,1
115,-4.85,-3.91,1.6,-0.26,0.02,0.41,1973,2
116,-1.3,-2.33,2.62,-1.07,0.62,0.46,1973,3
117,-5.68,-2.9,5.41,-1.58,2.6,0.52,1973,4
118,-2.94,-6.17,0.41,1.95,-1.57,0.51,1973,5
119,-1.57,-2.48,1.2,-0.21,0.11,0.51,1973,6
120,5.05,7.26,-5.31,-0.05,-3.28,0.64,1973,7
121,-3.82,-1.84,1.24,-1.31,1.3,0.7,1973,8
122,4.75,3.6,2.01,-2.33,1.77,0.68,1973,9
123,-0.83,-0.38,1.94,-1.9,2.71,0.65,1973,10
124,-12.75,-7.28,3.87,-2.63,1.73,0.56,1973,11
125,0.61,-4.69,3.85,-2.78,2.48,0.64,1973,12
126,-0.17,10.41,6.02,-3.07,4.42,0.63,1974,1
127,-0.47,0.06,2.81,-1.87,2.63,0.58,1974,2
128,-2.81,2.65,-0.32,2.8,0.44,0.56,1974,3
129,-5.29,-0.7,0.85,2.87,2.09,0.75,1974,4
130,-4.68,-3.07,-2.02,4.95,-0.42,0.75,1974,5
131,-2.83,0.0,0.77,0.57,2.94,0.6,1974,6
132,-8.05,1.92,5.16,-3.25,4.6,0.7,1974,7
133,-9.35,0.26,2.64,-0.28,2.59,0.6,1974,8
134,-11.77,1.48,5.58,-4.44,5.91,0.81,1974,9
135,16.1,-6.82,-9.87,-0.21,-2.86,0.51,1974,10
136,-4.51,-1.48,-0.2,-3.37,2.92,0.54,1974,11
137,-3.45,-4.35,0.11,-0.68,3.25,0.7,1974,12
138,13.66,12.91,8.28,-0.78,-0.9,0.58,1975,1
139,5.56,-0.65,-4.44,1.16,-2.1,0.43,1975,2
140,2.66,4.0,2.38,1.26,-1.33,0.41,1975,3
141,4.23,-0.71,-1.14,1.41,-1.34,0.44,1975,4
142,5.19,2.89,-4.1,-0.98,-0.6,0.44,1975,5
143,4.83,1.43,1.38,-2.66,1.06,0.41,1975,6
144,-6.59,3.44,1.69,0.46,1.22,0.48,1975,7
145,-2.85,-2.84,-0.95,1.11,-0.93,0.48,1975,8
146,-4.26,0.05,0.39,0.53,0.55,0.53,1975,9
147,5.31,-4.23,0.28,-0.49,2.26,0.56,1975,10
148,2.64,-1.09,2.03,-0.68,1.75,0.41,1975,11
149,-1.6,-0.05,1.69,-0.09,0.57,0.48,1975,12
150,12.16,6.34,8.63,-1.79,2.28,0.47,1976,1
151,0.32,7.99,5.87,-2.64,3.87,0.34,1976,2
152,2.32,-1.38,-0.12,-0.33,0.96,0.4,1976,3
153,-1.49,0.08,-0.16,0.4,-1.1,0.42,1976,4
154,-1.34,-1.1,-1.36,2.46,-1.41,0.37,1976,5
155,4.05,-1.07,0.71,-0.68,1.02,0.43,1976,6
156,-1.07,0.63,1.73,-1.05,0.28,0.47,1976,7
157,-0.56,-1.98,0.81,-0.42,-0.55,0.42,1976,8
158,2.07,0.1,-0.29,0.98,-1.15,0.44,1976,9
159,-2.42,0.13,-0.18,-0.19,-0.37,0.41,1976,10
160,0.36,2.66,1.51,-1.41,0.09,0.4,1976,11
161,5.65,3.64,2.27,-0.61,2.28,0.4,1976,12
162,-4.05,5.9,4.27,-0.51,1.97,0.36,1977,1
163,-1.94,1.07,0.47,-0.16,-0.22,0.35,1977,2
164,-1.37,1.31,1.09,-0.3,-0.06,0.38,1977,3
165,0.15,0.61,3.38,-2.01,1.14,0.38,1977,4
166,-1.45,1.31,0.85,0.33,0.19,0.37,1977,5
167,4.71,2.08,-0.74,0.91,-1.2,0.4,1977,6
168,-1.69,1.88,-0.56,0.73,0.09,0.42,1977,7
169,-1.75,0.86,-2.7,0.98,-0.66,0.44,1977,8
170,-0.27,1.43,-0.52,1.43,-0.84,0.43,1977,9
171,-4.38,1.48,1.75,-0.2,-0.3,0.49,1977,10
172,4.0,3.64,0.26,-0.13,0.73,0.5,1977,11
173,0.27,1.59,-0.29,0.92,-0.69,0.49,1977,12
174,-6.01,2.72,3.36,-1.72,1.52,0.49,1978,1
175,-1.38,3.7,0.83,0.3,1.01,0.46,1978,2
176,2.85,3.71,1.18,-0.59,1.89,0.53,1978,3
177,7.88,-0.26,-3.54,2.81,-1.26,0.54,1978,4
178,1.76,4.58,-0.52,0.22,0.41,0.51,1978,5
179,-1.69,1.56,0.57,-1.4,-0.07,0.54,1978,6
180,5.11,0.12,-1.15,1.55,-0.78,0.56,1978,7
181,3.75,4.95,-0.51,1.43,0.46,0.56,1978,8
182,-1.43,-0.32,1.89,-0.67,1.78,0.62,1978,9
183,-11.91,-10.02,1.38,0.12,0.94,0.68,1978,10
184,2.71,2.81,-2.15,1.13,-1.17,0.7,1978,11
185,0.88,1.13,-2.13,2.01,-1.32,0.78,1978,12
186,4.23,3.78,2.19,-2.47,1.52,0.77,1979,1
187,-3.56,0.54,1.17,-1.12,0.94,0.73,1979,2
188,5.68,3.24,-0.71,0.53,0.32,0.81,1979,3
189,-0.06,2.37,1.12,1.08,0.17,0.8,1979,4
190,-2.21,0.18,1.31,-1.54,-0.27,0.82,1979,5
191,3.85,1.0,1.44,-1.66,-0.52,0.81,1979,6
192,0.82,1.27,1.86,-0.29,0.71,0.77,1979,7
193,5.53,1.92,-1.58,1.62,-1.48,0.77,1979,8
194,-0.82,-0.32,-0.9,1.01,0.32,0.83,1979,9
195,-8.1,-3.5,-1.84,1.01,0.07,0.87,1979,10
196,5.21,2.53,-3.29,0.06,-2.12,0.99,1979,11
197,1.79,4.32,-2.1,-0.7,-0.92,0.95,1979,12
198,5.51,1.83,1.75,-1.7,1.64,0.8,1980,1
199,-1.22,-1.57,0.61,0.04,2.68,0.89,1980,2
200,-12.9,-6.93,-1.01,1.46,-1.19,1.21,1980,3
201,3.97,1.05,1.06,-2.1,0.29,1.26,1980,4
202,5.26,2.11,0.38,0.34,-0.31,0.81,1980,5
203,3.06,1.41,-0.76,-0.15,-1.26,0.61,1980,6
204,6.49,3.82,-6.41,4.06,-2.43,0.53,1980,7
205,1.8,4.25,-2.6,2.06,-0.86,0.64,1980,8
206,2.19,0.67,-4.59,1.91,-2.76,0.75,1980,9
207,1.06,2.33,-2.76,1.65,-1.15,0.95,1980,10
208,9.59,-3.31,-8.33,4.5,-5.66,0.96,1980,11
209,-4.52,-0.29,2.79,-1.29,1.24,1.31,1980,12
210,-5.04,3.29,6.72,-3.51,4.33,1.04,1981,1
211,0.57,-0.5,1.02,0.21,2.22,1.07,1981,2
212,3.56,3.02,0.64,-2.24,-0.54,1.21,1981,3
213,-2.11,4.59,2.28,0.83,1.24,1.08,1981,4
214,0.11,2.45,-0.42,0.3,-1.53,1.15,1981,5
215,-2.36,-0.96,5.13,-1.37,2.66,1.35,1981,6
216,-1.54,-2.05,-0.5,1.26,-2.54,1.24,1981,7
217,-7.04,-1.81,4.76,-0.32,1.41,1.28,1981,8
218,-7.17,-2.45,5.17,0.08,2.63,1.24,1981,9
219,4.92,2.37,-4.21,3.15,-3.01,1.21,1981,10
220,3.36,-1.51,1.83,0.08,0.95,1.07,1981,11
221,-3.65,1.2,0.81,0.22,2.5,0.87,1981,12
222,-3.24,-1.14,3.19,-1.49,1.92,0.8,1982,1
223,-5.86,0.35,6.05,-3.48,4.56,0.92,1982,2
224,-1.87,-0.05,3.81,-1.38,2.49,0.98,1982,3
225,3.27,1.09,-2.7,1.57,-0.01,1.13,1982,4
226,-3.99,0.64,1.75,0.87,-0.3,1.06,1982,5
227,-3.09,-0.52,1.53,0.01,2.72,0.96,1982,6
228,-3.19,0.95,0.09,1.04,1.55,1.05,1982,7
229,11.14,-4.35,0.95,-1.89,0.09,0.76,1982,8
230,1.29,2.61,0.28,2.14,-0.04,0.51,1982,9
231,11.3,1.92,-3.66,0.29,-0.34,0.59,1982,10
232,4.67,4.43,-1.87,-0.97,0.27,0.63,1982,11
233,0.55,-0.04,-0.02,-0.01,1.02,0.67,1982,12
234,3.6,3.35,-0.75,-1.55,-0.58,0.69,1983,1
235,2.59,2.92,0.7,-0.52,1.05,0.62,1983,2
236,2.82,1.37,2.02,-0.17,2.74,0.63,1983,3
237,6.67,0.48,0.49,-0.11,1.42,0.71,1983,4
238,0.52,6.3,-1.4,-1.84,-1.51,0.69,1983,5
239,3.07,1.18,-3.9,2.6,-0.87,0.67,1983,6
240,-4.07,1.01,5.62,-0.14,2.81,0.74,1983,7
241,-0.5,-4.32,5.54,0.51,1.9,0.76,1983,8
242,0.91,0.3,1.01,1.24,0.5,0.76,1983,9
243,-3.44,-3.77,4.97,-0.77,2.96,0.76,1983,10
244,2.16,1.87,-0.72,-0.67,0.66,0.7,1983,11
245,-1.78,-0.45,1.73,1.64,1.27,0.73,1983,12
246,-1.92,-0.04,7.58,-0.89,2.92,0.76,1984,1
247,-4.82,-1.59,3.33,0.9,1.58,0.71,1984,2
248,0.63,-0.29,0.46,-0.96,1.17,0.73,1984,3
249,-0.51,-0.95,1.2,3.34,0.76,0.81,1984,4
250,-5.97,0.13,0.31,2.36,-0.46,0.78,1984,5
251,1.82,0.11,-2.66,3.17,-1.56,0.75,1984,6
252,-2.74,-2.22,0.36,3.55,-2.15,0.82,1984,7
253,10.28,-0.26,-1.82,-0.68,-0.92,0.83,1984,8
254,-0.8,-0.03,5.28,1.37,2.41,0.86,1984,9
255,-0.84,-1.44,0.45,1.18,-1.09,1.0,1984,10
256,-1.76,-1.02,4.06,0.72,2.06,0.73,1984,11
257,1.84,-0.65,-0.26,1.31,-1.36,0.64,1984,12
258,7.99,3.51,-5.35,-0.89,-3.41,0.65,1985,1
259,1.22,1.04,-0.1,1.29,1.06,0.58,1985,2
260,-0.84,-1.39,4.07,1.23,2.88,0.62,1985,3
261,-0.96,-0.1,3.72,1.55,0.71,0.72,1985,4
262,5.09,-2.31,-0.96,1.33,-1.49,0.66,1985,5
263,1.27,0.35,0.38,1.76,-0.77,0.55,1985,6
264,-0.74,2.87,-1.62,-0.42,-0.38,0.62,1985,7
265,-1.02,-0.29,2.32,-0.1,1.83,0.55,1985,8
266,-4.54,-1.8,1.29,1.14,1.64,0.6,1985,9
267,4.02,-1.5,0.75,0.89,-1.06,0.65,1985,10
268,6.48,0.02,-2.85,0.33,-2.32,0.61,1985,11
269,3.88,-0.41,-1.54,0.99,-1.8,0.65,1985,12
270,0.65,1.01,0.44,-2.0,-2.03,0.56,1986,1
271,7.13,-0.71,-0.72,1.06,-1.2,0.53,1986,2
272,4.88,-0.66,-0.39,1.21,0.92,0.6,1986,3
273,-1.31,2.84,-2.87,2.91,0.03,0.52,1986,4
274,4.62,-1.29,-0.21,2.13,1.08,0.49,1986,5
275,1.03,-0.89,1.28,1.8,0.87,0.52,1986,6
276,-6.45,-3.46,4.7,-0.54,0.84,0.52,1986,7
277,6.07,-4.35,3.51,-1.66,3.21,0.46,1986,8
278,-8.6,2.05,3.22,-0.08,3.71,0.45,1986,9
279,4.66,-2.33,-1.42,-0.05,1.0,0.46,1986,10
280,1.17,-1.88,-0.07,1.09,0.67,0.39,1986,11
281,-3.27,0.12,0.36,0.79,0.09,0.49,1986,12
282,12.47,-1.54,-3.16,0.17,-1.0,0.42,1987,1
283,4.39,3.4,-5.91,-0.76,-2.66,0.43,1987,2
284,1.64,0.28,1.61,1.36,4.14,0.47,1987,3
285,-2.11,-1.54,-0.39,-0.49,1.05,0.44,1987,4
286,0.11,-0.56,0.23,0.51,1.14,0.38,1987,5
287,3.94,-2.21,1.04,1.7,0.84,0.48,1987,6
288,3.85,-1.14,0.68,-0.61,1.61,0.46,1987,7
289,3.52,-0.94,-0.93,2.04,-1.61,0.47,1987,8
290,-2.59,0.38,0.27,-0.97,1.87,0.45,1987,9
291,-23.24,-8.07,4.24,2.04,2.34,0.6,1987,10
292,-7.77,2.85,2.95,-1.88,0.68,0.35,1987,11
293,6.81,0.06,-4.43,2.96,-2.42,0.39,1987,12
294,4.21,-0.51,5.01,-1.14,2.13,0.29,1988,1
295,4.75,3.32,-1.71,1.56,-0.01,0.46,1988,2
296,-2.27,6.25,0.73,-0.25,1.8,0.44,1988,3
297,0.56,1.16,1.67,-0.2,1.92,0.46,1988,4
298,-0.29,-2.56,2.42,-0.74,0.33,0.51,1988,5
299,4.79,2.16,-1.24,1.47,-3.37,0.49,1988,6
300,-1.25,-0.21,2.22,-0.58,1.52,0.51,1988,7
301,-3.31,-0.03,2.15,-0.82,1.76,0.59,1988,8
302,3.3,-1.36,-0.75,1.76,-0.61,0.62,1988,9
303,1.15,-2.95,2.05,1.3,1.03,0.61,1988,10
304,-2.29,-1.65,1.41,-0.28,1.62,0.57,1988,11
305,1.49,2.01,-1.69,0.69,-0.38,0.63,1988,12
306,6.1,-2.31,0.6,-0.95,0.14,0.55,1989,1
307,-2.25,2.71,1.01,-0.87,1.81,0.61,1989,2
308,1.57,0.68,0.58,0.05,0.72,0.67,1989,3
309,4.33,-0.78,-1.42,0.71,-0.57,0.67,1989,4
310,3.35,-0.01,-0.88,0.49,-0.08,0.79,1989,5
311,-1.35,-1.09,2.25,0.27,1.56,0.71,1989,6
312,7.2,-4.15,-2.79,1.98,-0.58,0.7,1989,7
313,1.44,0.48,0.6,0.39,-0.58,0.74,1989,8
314,-0.76,0.49,-1.27,1.4,0.5,0.65,1989,9
315,-3.67,-3.3,-1.11,0.11,-0.04,0.68,1989,10
316,1.03,-1.29,-1.09,-0.86,1.41,0.69,1989,11
317,1.16,-2.27,0.16,-0.07,1.42,0.61,1989,12
318,-7.85,-1.31,0.85,-1.17,1.35,0.57,1990,1
319,1.11,1.17,0.64,-0.03,-0.66,0.57,1990,2
320,1.83,1.62,-2.92,2.04,-1.02,0.64,1990,3
321,-3.36,-0.33,-2.59,1.78,-0.98,0.69,1990,4
322,8.42,-2.35,-3.83,1.57,-1.68,0.68,1990,5
323,-1.09,1.35,-1.93,-1.03,-0.39,0.63,1990,6
324,-1.9,-3.16,-0.03,-0.18,3.21,0.68,1990,7
325,-10.15,-3.87,1.64,-0.35,2.96,0.66,1990,8
326,-6.12,-3.74,0.64,0.06,3.67,0.6,1990,9
327,-1.92,-5.12,0.1,2.97,-0.3,0.68,1990,10
328,6.35,0.07,-3.1,0.65,-4.74,0.57,1990,11
329,2.46,0.67,-1.7,2.73,-1.89,0.6,1990,12
330,4.69,3.91,-1.6,1.28,-3.99,0.52,1991,1
331,7.19,3.94,-0.58,-0.2,-0.33,0.48,1991,2
332,2.65,3.83,-1.39,-0.53,-1.06,0.44,1991,3
333,-0.28,0.31,1.5,0.62,0.74,0.53,1991,4
334,3.65,0.14,-0.52,2.0,-2.43,0.47,1991,5
335,-4.94,0.24,1.15,1.79,0.65,0.42,1991,6
336,4.24,-0.96,-1.32,1.6,-1.36,0.49,1991,7
337,2.32,1.4,-0.78,0.84,-0.34,0.46,1991,8
338,-1.59,1.56,-1.08,-1.82,0.08,0.46,1991,9
339,1.29,0.91,-0.47,-1.7,-0.23,0.42,1991,10
340,-4.19,-0.83,-1.89,1.11,0.01,0.39,1991,11
341,10.84,-2.4,-4.17,3.55,-3.12,0.38,1991,12
342,-0.59,9.18,4.71,-1.32,3.2,0.34,1992,1
343,1.09,1.33,6.47,0.08,2.19,0.28,1992,2
344,-2.66,-0.93,3.56,-0.01,1.95,0.34,1992,3
345,1.07,-5.7,4.34,1.69,2.23,0.32,1992,4
346,0.3,0.21,1.19,-0.95,0.48,0.28,1992,5
347,-2.34,-2.73,3.24,-0.05,1.01,0.32,1992,6
348,3.77,-0.62,-0.56,1.3,-0.91,0.31,1992,7
349,-2.38,-0.42,-1.1,3.72,-1.65,0.26,1992,8
350,1.19,0.48,-0.26,1.64,-0.59,0.26,1992,9
351,1.02,2.07,-1.98,1.24,-0.79,0.23,1992,10
352,4.13,3.94,-1.35,-0.68,-1.59,0.23,1992,11
353,1.53,1.68,2.62,-0.48,0.84,0.28,1992,12
354,0.93,1.93,5.94,-1.84,2.91,0.23,1993,1
355,0.12,-3.45,6.42,-0.42,4.13,0.22,1993,2
356,2.3,0.09,1.18,-0.15,0.9,0.25,1993,3
357,-3.05,-0.85,2.49,-3.61,1.38,0.24,1993,4
358,2.89,1.9,-3.42,-0.12,-1.04,0.22,1993,5
359,0.31,0.13,2.75,-0.92,1.21,0.25,1993,6
360,-0.34,0.95,2.85,-1.87,2.06,0.24,1993,7
361,3.71,0.1,0.13,-1.54,-0.04,0.25,1993,8
362,-0.12,2.98,-0.31,0.24,-0.16,0.26,1993,9
363,1.41,1.89,-2.76,0.57,0.6,0.22,1993,10
364,-1.89,-1.27,-0.74,2.23,-0.94,0.25,1993,11
365,1.65,1.4,0.32,1.16,-0.34,0.23,1993,12
366,2.87,-0.06,1.15,-1.66,1.43,0.25,1994,1
367,-2.55,2.67,-1.54,2.14,-1.0,0.21,1994,2
368,-4.78,-1.04,1.6,0.69,1.28,0.27,1994,3
369,0.68,-1.01,1.66,1.07,1.11,0.27,1994,4
370,0.58,-2.56,0.67,0.6,0.68,0.31,1994,5
371,-3.03,-0.5,1.67,1.21,1.47,0.31,1994,6
372,2.82,-1.85,0.58,-0.65,0.14,0.28,1994,7
373,4.01,1.37,-2.51,0.95,-1.47,0.37,1994,8
374,-2.31,2.8,-1.89,0.52,0.93,0.37,1994,9
375,1.34,-2.3,-1.62,0.23,-0.68,0.38,1994,10
376,-4.04,0.07,-0.7,0.42,-0.5,0.37,1994,11
377,0.86,0.0,-0.13,0.37,0.38,0.44,1994,12
378,1.8,-3.06,2.57,0.17,-0.75,0.42,1995,1
379,3.63,-0.54,1.08,0.59,-0.33,0.4,1995,2
380,2.19,-0.51,-2.15,-0.17,0.22,0.46,1995,3
381,2.11,-0.22,1.71,0.41,0.9,0.44,1995,4
382,2.9,-2.19,2.29,0.39,0.04,0.54,1995,5
383,2.72,3.06,-2.54,-0.33,-2.44,0.47,1995,6
384,3.72,2.09,-1.62,0.3,-1.65,0.45,1995,7
385,0.55,1.75,2.79,-1.24,1.62,0.47,1995,8
386,3.35,-1.88,-0.04,1.03,0.36,0.43,1995,9
387,-1.52,-4.04,-0.5,1.91,-0.05,0.47,1995,10
388,3.96,-1.07,0.51,-0.62,1.12,0.42,1995,11
389,1.03,0.72,0.22,-1.37,3.1,0.49,1995,12
390,2.26,-2.56,0.38,0.18,2.31,0.43,1996,1
391,1.33,1.77,-1.08,0.24,-1.9,0.39,1996,2
392,0.73,1.61,0.35,1.42,-0.95,0.39,1996,3
393,2.06,4.71,-4.02,-0.14,-2.11,0.46,1996,4
394,2.36,3.21,-0.83,0.12,-0.3,0.42,1996,5
395,-1.14,-3.65,2.35,3.51,1.22,0.4,1996,6
396,-5.97,-3.81,5.14,2.95,2.6,0.45,1996,7
397,2.77,2.57,-0.74,-0.37,-2.42,0.41,1996,8
398,5.01,-1.39,-2.72,1.27,-2.22,0.44,1996,9
399,0.86,-3.77,4.94,1.4,3.25,0.42,1996,10
400,6.25,-3.8,1.39,2.12,-0.79,0.41,1996,11
401,-1.7,3.25,1.31,0.37,1.49,0.46,1996,12
402,4.99,-1.82,-1.42,1.19,-0.02,0.45,1997,1
403,-0.49,-2.59,5.67,0.67,3.47,0.39,1997,2
404,-5.03,-0.43,3.39,0.5,1.66,0.43,1997,3
405,4.04,-5.7,0.07,3.26,-0.72,0.43,1997,4
406,6.74,4.75,-4.13,-1.02,-2.96,0.49,1997,5
407,4.1,1.19,1.58,0.56,0.66,0.37,1997,6
408,7.33,-2.76,0.26,0.07,-2.58,0.43,1997,7
409,-4.15,7.61,1.18,-1.11,-0.04,0.41,1997,8
410,5.35,2.49,0.37,-1.63,-0.91,0.44,1997,9
411,-3.8,-0.52,2.27,1.0,1.94,0.42,1997,10
412,2.98,-5.11,1.2,2.81,1.84,0.39,1997,11
413,1.32,-2.03,3.84,0.74,1.92,0.48,1997,12
414,0.15,-1.36,-1.63,0.87,-0.73,0.43,1998,1
415,7.04,0.2,-0.85,-0.31,-2.54,0.39,1998,2
416,4.76,-0.65,1.39,-0.26,-0.37,0.39,1998,3
417,0.73,0.0,0.94,-1.69,-0.36,0.43,1998,4
418,-3.07,-2.95,3.44,1.1,2.61,0.4,1998,5
419,3.18,-3.66,-1.96,-0.26,-2.97,0.41,1998,6
420,-2.46,-5.27,-1.78,1.74,0.45,0.4,1998,7
421,-16.08,-5.17,3.53,3.37,5.91,0.43,1998,8
422,6.15,-0.78,-3.42,-1.88,-2.99,0.46,1998,9
423,7.13,-3.43,-2.23,0.93,0.31,0.32,1998,10
424,6.1,0.75,-3.25,-0.86,-1.18,0.31,1998,11
