,Mkt-RF,SMB,HML,RF,Year,Month,Day
21675,-2.37,0.0,0.22,0.009,2008,3,19
21676,2.3,-0.15,0.87,0.009,2008,3,20
21677,1.71,1.14,-0.59,0.009,2008,3,24
21678,0.38,0.46,-0.16,0.009,2008,3,25
21679,-0.82,0.61,-0.56,0.009,2008,3,26
21680,-1.13,-0.2,0.01,0.009,2008,3,27
21681,-0.82,-0.49,0.24,0.009,2008,3,28
21682,0.57,0.06,0.46,0.009,2008,3,31
21683,3.37,-0.69,0.11,0.008,2008,4,1
21684,-0.09,0.49,-0.2,0.008,2008,4,2
21685,0.14,-0.06,-0.16,0.008,2008,4,3
21686,0.16,0.11,-0.55,0.008,2008,4,4
21687,0.14,-0.45,0.47,0.008,2008,4,7
21688,-0.34,0.31,-0.16,0.008,2008,4,8
21689,-0.96,-0.83,-0.17,0.008,2008,4,9
21690,0.53,0.67,-0.53,0.008,2008,4,10
21691,-2.02,-0.63,0.5,0.008,2008,4,11
21692,-0.38,0.14,-0.33,0.008,2008,4,14
21693,0.46,0.28,0.39,0.008,2008,4,15
21694,2.27,0.49,0.12,0.008,2008,4,16
21695,-0.1,-0.86,0.38,0.008,2008,4,17
21696,1.67,0.12,-0.58,0.008,2008,4,18
21697,-0.17,-0.11,-0.64,0.008,2008,4,21
21698,-0.97,-1.16,0.38,0.008,2008,4,22
21699,0.26,0.22,-1.21,0.008,2008,4,23
21700,0.66,0.56,0.49,0.008,2008,4,24
21701,0.68,-0.24,0.23,0.008,2008,4,25
21702,-0.03,0.54,0.19,0.008,2008,4,28
21703,-0.36,-0.48,0.43,0.008,2008,4,29
21704,-0.3,-0.1,-0.02,0.008,2008,4,30
21705,1.66,0.06,0.35,0.008,2008,5,1
21706,0.2,-0.73,0.0,0.008,2008,5,2
21707,-0.41,0.29,-0.18,0.008,2008,5,5
21708,0.75,-0.04,0.35,0.008,2008,5,6
21709,-1.66,0.04,-0.2,0.008,2008,5,7
21710,0.37,0.1,-0.27,0.008,2008,5,8
21711,-0.54,0.58,-0.19,0.008,2008,5,9
21712,1.1,0.68,-0.38,0.008,2008,5,12
21713,0.09,0.66,-0.14,0.008,2008,5,13
21714,0.38,-0.4,0.1,0.008,2008,5,14
21715,1.02,-0.11,-0.31,0.008,2008,5,15
21716,0.1,-0.41,-0.02,0.008,2008,5,16
21717,-0.02,-0.24,0.12,0.008,2008,5,19
21718,-0.8,0.61,-0.19,0.008,2008,5,20
21719,-1.56,0.43,0.24,0.008,2008,5,21
21720,0.38,0.28,0.06,0.008,2008,5,22
21721,-1.24,0.13,-0.35,0.008,2008,5,23
21722,0.72,0.55,-0.14,0.008,2008,5,27
21723,0.49,-0.09,-0.1,0.008,2008,5,28
21724,0.61,0.3,-0.17,0.008,2008,5,29
21725,0.29,0.23,0.0,0.008,2008,5,30
21726,-0.98,0.15,0.17,0.008,2008,6,2
21727,-0.46,0.28,0.04,0.008,2008,6,3
21728,0.02,0.66,-0.63,0.008,2008,6,4
21729,1.95,0.37,-0.17,0.008,2008,6,5
21730,-2.9,0.17,-0.1,0.008,2008,6,6
21731,-0.03,-0.51,-0.45,0.008,2008,6,9
21732,-0.31,0.0,-0.17,0.008,2008,6,10
21733,-1.66,-0.17,-0.06,0.008,2008,6,11
21734,0.31,-0.02,0.06,0.008,2008,6,12
21735,1.55,0.31,-0.43,0.008,2008,6,13
21736,0.15,0.84,-0.08,0.008,2008,6,16
21737,-0.55,0.13,-0.28,0.008,2008,6,17
21738,-0.96,0.18,0.18,0.008,2008,6,18
21739,0.34,0.55,-0.6,0.008,2008,6,19
21740,-1.79,0.31,0.11,0.008,2008,6,20
21741,-0.16,-0.63,-0.31,0.008,2008,6,23
21742,-0.54,-1.19,0.31,0.008,2008,6,24
21743,0.64,0.37,-0.39,0.008,2008,6,25
21744,-2.83,0.55,0.11,0.008,2008,6,26
21745,-0.37,0.22,-0.5,0.008,2008,6,27
21746,-0.07,-1.2,0.18,0.008,2008,6,30
21747,0.29,-0.43,0.31,0.007,2008,7,1
21748,-2.0,-0.89,0.17,0.007,2008,7,2
21749,-0.15,-0.63,-0.25,0.007,2008,7,3
21750,-0.81,0.17,-1.27,0.007,2008,7,7
21751,1.84,1.0,2.31,0.007,2008,7,8
21752,-2.06,-0.07,-1.38,0.007,2008,7,9
21753,0.65,-0.04,-1.18,0.007,2008,7,10
21754,-0.88,1.55,-1.1,0.007,2008,7,11
21755,-0.93,-0.08,-2.46,0.007,2008,7,14
21756,-0.96,1.21,-1.23,0.007,2008,7,15
21757,2.52,0.02,4.74,0.007,2008,7,16
21758,1.12,-0.13,4.07,0.007,2008,7,17
21759,-0.08,-0.81,1.05,0.007,2008,7,18
21760,0.16,0.33,-0.53,0.007,2008,7,21
21761,1.37,0.95,3.05,0.007,2008,7,22
21762,0.32,0.07,1.47,0.007,2008,7,23
21763,-2.31,0.55,-2.86,0.007,2008,7,24
21764,0.47,0.92,-0.97,0.007,2008,7,25
21765,-1.76,0.04,-1.38,0.007,2008,7,28
21766,2.27,-0.38,3.28,0.007,2008,7,29
21767,1.58,-1.42,-0.09,0.007,2008,7,30
21768,-1.16,0.57,0.4,0.007,2008,7,31
21769,-0.47,0.63,0.93,0.006,2008,8,1
21770,-1.09,-0.16,0.33,0.006,2008,8,4
21771,2.65,-0.57,1.68,0.006,2008,8,5
21772,0.5,0.53,-1.07,0.006,2008,8,6
21773,-1.73,0.64,-1.75,0.006,2008,8,7
21774,2.28,0.65,1.24,0.006,2008,8,8
21775,0.83,1.39,1.15,0.006,2008,8,11
21776,-1.05,1.1,-2.05,0.006,2008,8,12
21777,-0.15,0.75,-1.91,0.006,2008,8,13
21778,0.63,0.07,1.28,0.006,2008,8,14
21779,0.38,-0.39,1.02,0.006,2008,8,15
21780,-1.45,0.29,-0.96,0.006,2008,8,18
21781,-1.0,-0.57,-1.16,0.006,2008,8,19
21782,0.54,-0.7,0.02,0.006,2008,8,20
21783,0.12,-0.94,-0.41,0.006,2008,8,21
21784,1.14,0.46,1.02,0.006,2008,8,22
21785,-1.92,-0.12,-0.55,0.006,2008,8,25
21786,0.33,-0.21,0.2,0.006,2008,8,26
21787,0.88,0.21,0.4,0.006,2008,8,27
21788,1.51,0.12,1.79,0.006,2008,8,28
21789,-1.25,0.2,0.62,0.006,2008,8,29
21790,-0.44,0.32,1.92,0.007,2008,9,2
21791,-0.23,0.51,1.54,0.007,2008,9,3
21792,-2.9,0.23,-0.51,0.007,2008,9,4
21793,0.42,-0.88,1.58,0.007,2008,9,5
21794,1.76,-0.55,2.12,0.007,2008,9,8
21795,-3.41,0.7,-0.85,0.007,2008,9,9
21796,0.7,0.4,-0.74,0.007,2008,9,10
21797,1.22,-0.92,0.12,0.007,2008,9,11
21798,0.29,-0.25,-0.13,0.007,2008,9,12
21799,-4.45,1.53,-2.32,0.007,2008,9,15
21800,1.65,0.17,2.04,0.007,2008,9,16
21801,-4.6,0.62,-2.18,0.007,2008,9,17
21802,4.41,1.03,4.87,0.007,2008,9,18
21803,4.27,-2.2,3.94,0.007,2008,9,19
21804,-3.94,0.46,-3.41,0.007,2008,9,22
21805,-1.55,0.1,0.17,0.007,2008,9,23
21806,-0.32,-1.09,-0.78,0.007,2008,9,24
21807,1.7,-1.16,0.64,0.007,2008,9,25
21808,0.11,-0.98,1.06,0.007,2008,9,26
21809,-8.26,3.59,-4.07,0.007,2008,9,29
21810,4.88,-3.79,3.01,0.007,2008,9,30
21811,-0.47,-0.96,3.04,0.004,2008,10,1
21812,-4.2,-0.64,0.7,0.004,2008,10,2
21813,-1.47,-0.78,-1.21,0.004,2008,10,3
21814,-3.95,-0.04,0.38,0.004,2008,10,6
21815,-5.76,1.11,-3.55,0.004,2008,10,7
21816,-1.27,-0.17,-2.32,0.004,2008,10,8
21817,-7.35,-0.22,-2.6,0.004,2008,10,9
21818,-0.95,3.8,3.16,0.004,2008,10,10
21819,11.35,-2.51,-2.0,0.004,2008,10,13
21820,-0.86,-3.08,4.58,0.004,2008,10,14
21821,-8.78,0.25,0.8,0.004,2008,10,15
21822,4.32,2.24,-1.39,0.004,2008,10,16
21823,-0.41,-0.81,-0.91,0.004,2008,10,17
21824,4.55,-1.24,-0.84,0.004,2008,10,20
21825,-2.95,0.03,0.46,0.004,2008,10,21
21826,-5.76,0.9,0.04,0.004,2008,10,22
21827,0.29,-3.34,-0.85,0.004,2008,10,23
21828,-3.28,-0.09,-0.5,0.004,2008,10,24
21829,-3.36,-0.88,0.31,0.004,2008,10,27
21830,9.77,-3.77,0.52,0.004,2008,10,28
21831,-0.47,2.82,-1.27,0.004,2008,10,29
21832,2.99,2.02,-0.54,0.004,2008,10,30
21833,1.88,2.12,2.09,0.004,2008,10,31
21834,-0.05,0.15,0.53,0.001,2008,11,3
21835,3.57,-2.59,0.21,0.001,2008,11,4
21836,-5.05,0.24,-1.58,0.001,2008,11,5
21837,-4.83,1.53,-0.36,0.001,2008,11,6
21838,2.62,-1.11,-0.74,0.001,2008,11,7
21839,-1.32,-0.7,-2.08,0.001,2008,11,10
21840,-2.25,0.08,0.01,0.001,2008,11,11
21841,-5.14,-0.47,-1.16,0.001,2008,11,12
21842,6.79,0.78,0.04,0.001,2008,11,13
21843,-4.27,-2.3,-0.11,0.001,2008,11,14
21844,-2.43,1.89,-1.74,0.001,2008,11,17
21845,0.7,-1.26,-0.68,0.001,2008,11,18
21846,-6.29,0.0,-3.04,0.001,2008,11,19
21847,-6.6,1.76,-2.54,0.001,2008,11,20
21848,6.11,-1.15,-2.19,0.001,2008,11,21
21849,6.27,-1.47,4.89,0.001,2008,11,24
21850,0.94,0.0,2.15,0.001,2008,11,25
21851,3.88,1.66,0.3,0.001,2008,11,26
21852,1.06,-0.57,1.77,0.001,2008,11,28
21853,-8.95,-0.71,-3.8,0.0,2008,12,1
21854,3.97,0.68,2.49,0.0,2008,12,2
21855,2.63,-0.22,1.54,0.0,2008,12,3
21856,-2.9,-0.08,1.21,0.0,2008,12,4
21857,3.75,0.08,1.9,0.0,2008,12,5
21858,3.8,-0.3,0.17,0.0,2008,12,8
21859,-2.23,-0.59,-1.15,0.0,2008,12,9
21860,1.2,1.04,-0.88,0.0,2008,12,10
21861,-2.93,-1.2,-2.23,0.0,2008,12,11
21862,0.96,2.3,0.74,0.0,2008,12,12
21863,-1.54,-1.22,-1.36,0.0,2008,12,15
21864,5.14,-0.22,2.59,0.0,2008,12,16
21865,-0.62,1.72,-0.54,0.0,2008,12,17
21866,-1.83,0.82,-0.16,0.0,2008,12,18
21867,0.35,0.84,-0.18,0.0,2008,12,19
21868,-1.87,-0.02,-0.85,0.0,2008,12,22
21869,-0.89,-0.1,-0.7,0.0,2008,12,23
21870,0.51,-0.34,0.64,0.0,2008,12,24
21871,0.63,0.58,0.05,0.0,2008,12,26
21872,-0.56,-1.49,0.0,0.0,2008,12,29
21873,2.47,0.55,1.04,0.0,2008,12,30
21874,1.7,1.54,0.82,0.0,2008,12,31
21875,3.11,-1.27,-0.44,0.0,2009,1,2
21876,-0.28,0.69,-1.16,0.0,2009,1,5
21877,0.87,1.01,0.88,0.0,2009,1,6
21878,-2.96,0.34,-1.15,0.0,2009,1,7
21879,0.47,0.72,0.43,0.0,2009,1,8
21880,-2.21,-1.35,-1.29,0.0,2009,1,9
21881,-2.28,0.39,-1.98,0.0,2009,1,12
21882,0.28,0.31,0.44,0.0,2009,1,13
21883,-3.38,-0.53,-1.31,0.0,2009,1,14
21884,0.39,2.32,-2.35,0.0,2009,1,15
21885,0.74,0.47,-1.07,0.0,2009,1,16
21886,-5.34,0.24,-4.2,0.0,2009,1,20
21887,4.21,-1.32,2.89,0.0,2009,1,21
21888,-1.62,-0.97,-1.86,0.0,2009,1,22
21889,0.44,-0.65,1.12,0.0,2009,1,23
21890,0.54,0.77,-0.69,0.0,2009,1,26
21891,1.08,-0.39,0.32,0.0,2009,1,27
21892,3.32,-0.72,2.88,0.0,2009,1,28
21893,-3.23,-0.16,-2.19,0.0,2009,1,29
21894,-2.16,0.2,-1.2,0.0,2009,1,30
21895,0.06,1.26,-0.38,0.001,2009,2,2
21896,1.46,-0.12,-2.46,0.001,2009,2,3
21897,-0.6,-0.22,-0.36,0.001,2009,2,4
21898,1.61,0.15,-0.13,0.001,2009,2,5
21899,2.79,-0.13,2.48,0.001,2009,2,6
21900,0.03,-0.84,0.06,0.001,2009,2,9
21901,-4.62,1.12,-2.86,0.001,2009,2,10
21902,0.75,-0.81,1.24,0.001,2009,2,11
21903,0.3,0.34,-0.53,0.001,2009,2,12
21904,-0.85,0.97,-1.48,0.001,2009,2,13
21905,-4.36,1.07,-2.41,0.001,2009,2,17
21906,-0.33,-0.84,-0.76,0.001,2009,2,18
21907,-1.15,-0.01,-2.02,0.001,2009,2,19
21908,-1.16,-0.11,-0.94,0.001,2009,2,20
21909,-3.43,-0.58,0.77,0.001,2009,2,23
21910,4.0,-1.03,3.08,0.001,2009,2,24
21911,-1.15,-1.57,0.34,0.001,2009,2,25
21912,-1.53,-0.52,1.35,0.001,2009,2,26
21913,-2.01,1.86,-2.13,0.001,2009,2,27
21914,-4.75,-0.28,-0.36,0.001,2009,3,2
21915,-0.71,-0.71,-2.32,0.001,2009,3,3
21916,2.42,0.54,-0.95,0.001,2009,3,4
21917,-4.21,-0.43,-3.22,0.001,2009,3,5
21918,0.2,0.43,-0.62,0.001,2009,3,6
21919,-1.09,-0.92,0.17,0.001,2009,3,9
21920,6.35,-0.93,4.34,0.001,2009,3,10
21921,0.3,-0.58,0.54,0.001,2009,3,11
21922,4.16,1.12,2.7,0.001,2009,3,12
21923,0.74,0.22,0.51,0.001,2009,3,13
21924,-0.55,-0.99,0.34,0.001,2009,3,16
21925,3.2,0.64,1.6,0.001,2009,3,17
21926,2.18,0.0,4.06,0.001,2009,3,18
21927,-1.03,1.14,-2.72,0.001,2009,3,19
21928,-1.95,-0.34,-0.89,0.001,2009,3,20
21929,6.89,-0.8,4.37,0.001,2009,3,23
21930,-1.93,-1.05,-1.77,0.001,2009,3,24
21931,0.94,0.94,1.43,0.001,2009,3,25
21932,2.68,1.95,-0.08,0.001,2009,3,26
21933,-2.06,-1.38,0.18,0.001,2009,3,27
21934,-3.47,1.84,-3.92,0.001,2009,3,30
21935,1.29,-0.64,1.82,0.001,2009,3,31
21936,1.65,-0.51,1.64,0.001,2009,4,1
21937,3.07,2.0,0.51,0.001,2009,4,2
21938,1.02,-0.15,0.94,0.001,2009,4,3
21939,-0.93,-0.53,-0.83,0.001,2009,4,6
21940,-2.42,-0.78,-0.14,0.001,2009,4,7
21941,1.28,1.12,0.05,0.001,2009,4,8
21942,3.91,0.22,4.61,0.001,2009,4,9
21943,0.26,-0.99,2.35,0.001,2009,4,13
21944,-2.02,0.06,-3.04,0.001,2009,4,14
21945,1.12,-0.21,2.38,0.001,2009,4,15
21946,1.69,1.31,0.07,0.001,2009,4,16
21947,0.55,0.82,0.35,0.001,2009,4,17
21948,-4.32,0.19,-4.38,0.001,2009,4,20
21949,2.19,0.75,3.14,0.001,2009,4,21
21950,-0.61,1.59,-1.2,0.001,2009,4,22
21951,0.66,-1.9,0.24,0.001,2009,4,23
21952,1.77,0.85,0.09,0.001,2009,4,24
21953,-0.95,-0.37,-1.79,0.001,2009,4,27
21954,-0.21,0.91,0.13,0.001,2009,4,28
21955,2.41,0.77,1.28,0.001,2009,4,29
21956,-0.04,-0.29,-0.67,0.001,2009,4,30
21957,0.45,-0.47,-0.22,0.0,2009,5,1
21958,3.36,-0.49,3.17,0.0,2009,5,4
21959,-0.27,0.19,-0.23,0.0,2009,5,5
21960,1.45,-2.14,2.61,0.0,2009,5,6
21961,-1.42,-0.7,-0.89,0.0,2009,5,7
21962,2.48,0.11,3.05,0.0,2009,5,8
21963,-2.01,1.31,-2.48,0.0,2009,5,11
21964,-0.31,-0.88,-1.5,0.0,2009,5,12
21965,-2.91,-1.49,-1.55,0.0,2009,5,13
21966,1.11,0.47,1.03,0.0,2009,5,14
21967,-1.02,0.63,-1.19,0.0,2009,5,15
21968,3.13,0.25,2.11,0.0,2009,5,18
21969,-0.05,0.28,-1.37,0.0,2009,5,19
21970,-0.48,0.02,-1.17,0.0,2009,5,20
21971,-1.68,-0.12,0.38,0.0,2009,5,21
21972,-0.15,-0.35,-0.6,0.0,2009,5,22
21973,2.78,1.55,0.66,0.0,2009,5,26
21974,-1.8,0.24,-1.25,0.0,2009,5,27
21975,1.35,-1.39,0.53,0.0,2009,5,28
21976,1.38,0.55,-0.17,0.0,2009,5,29
21977,2.72,1.62,-0.8,0.0,2009,6,1
21978,0.29,0.85,-0.2,0.0,2009,6,2
21979,-1.39,0.82,-0.82,0.0,2009,6,3
21980,1.18,0.12,1.24,0.0,2009,6,4
21981,-0.19,0.16,-0.61,0.0,2009,6,5
21982,-0.2,-1.0,0.6,0.0,2009,6,8
21983,0.49,0.34,-0.24,0.0,2009,6,9
21984,-0.35,-0.34,-0.46,0.0,2009,6,10
21985,0.63,-0.24,0.35,0.0,2009,6,11
21986,0.03,-0.16,-0.03,0.0,2009,6,12
21987,-2.38,-0.29,-0.37,0.0,2009,6,15
21988,-1.33,-0.08,-0.32,0.0,2009,6,16
21989,-0.08,0.99,-1.02,0.0,2009,6,17
21990,0.74,-0.67,0.41,0.0,2009,6,18
21991,0.35,0.27,0.17,0.0,2009,6,19
21992,-3.07,-0.34,-0.82,0.0,2009,6,22
21993,0.08,-1.13,0.19,0.0,2009,6,23
21994,0.78,0.24,-0.15,0.0,2009,6,24
21995,2.19,0.79,0.01,0.0,2009,6,25
21996,0.04,1.56,0.15,0.0,2009,6,26
21997,0.82,-1.09,0.36,0.0,2009,6,29
21998,-0.74,0.25,-0.2,0.0,2009,6,30
21999,0.54,1.5,0.19,0.001,2009,7,1
22000,-2.89,-0.65,-1.09,0.001,2009,7,2
22001,-0.03,-0.89,-0.97,0.001,2009,7,6
22002,-1.93,0.0,-0.14,0.001,2009,7,7
22003,-0.2,-0.59,-1.11,0.001,2009,7,8
22004,0.35,-0.6,1.25,0.001,2009,7,9
22005,-0.35,0.93,-0.54,0.001,2009,7,10
22006,2.43,-0.65,1.8,0.001,2009,7,13
22007,0.59,0.29,0.63,0.001,2009,7,14
22008,2.98,0.54,1.35,0.001,2009,7,15
22009,0.94,0.48,-0.16,0.001,2009,7,16
22010,-0.05,-0.23,-0.11,0.001,2009,7,17
22011,1.19,0.32,0.34,0.001,2009,7,20
22012,0.31,-0.53,-0.85,0.001,2009,7,21
22013,0.08,0.58,0.39,0.001,2009,7,22
22014,2.37,0.61,1.02,0.001,2009,7,23
22015,0.38,0.32,0.09,0.001,2009,7,24
22016,0.3,0.11,1.0,0.001,2009,7,27
22017,-0.2,0.26,-0.29,0.001,2009,7,28
22018,-0.46,-0.12,-0.82,0.001,2009,7,29
22019,1.24,0.28,1.44,0.001,2009,7,30
22020,0.05,-0.22,1.23,0.001,2009,7,31
22021,1.63,0.05,1.65,0.001,2009,8,3
22022,0.32,0.4,0.8,0.001,2009,8,4
22023,-0.3,-1.13,1.73,0.001,2009,8,5
22024,-0.62,-1.01,0.07,0.001,2009,8,6
22025,1.44,0.97,1.2,0.001,2009,8,7
22026,-0.32,0.49,0.32,0.001,2009,8,10
22027,-1.25,-0.05,-1.2,0.001,2009,8,11
22028,1.21,0.45,0.49,0.001,2009,8,12
22029,0.73,-0.34,1.08,0.001,2009,8,13
22030,-0.97,-1.24,-0.25,0.001,2009,8,14
22031,-2.46,-0.1,-1.66,0.001,2009,8,17
22032,1.11,0.42,1.22,0.001,2009,8,18
22033,0.72,0.45,-0.42,0.001,2009,8,19
22034,1.0,-0.06,0.83,0.001,2009,8,20
22035,1.83,0.38,0.68,0.001,2009,8,21
22036,-0.09,0.06,-0.32,0.001,2009,8,24
22037,0.27,0.17,0.69,0.001,2009,8,25
22038,-0.01,0.15,0.09,0.001,2009,8,26
22039,0.21,-0.15,0.54,0.001,2009,8,27
22040,-0.19,-0.4,0.55,0.001,2009,8,28
22041,-0.86,-0.46,-0.62,0.001,2009,8,31
22042,-2.15,0.12,-2.06,0.0,2009,9,1
22043,-0.28,0.11,-0.68,0.0,2009,9,2
22044,0.93,0.01,1.11,0.0,2009,9,3
22045,1.31,0.23,0.26,0.0,2009,9,4
22046,0.88,0.19,0.06,0.0,2009,9,8
22047,0.9,0.81,0.7,0.0,2009,9,9
22048,1.08,0.46,0.92,0.0,2009,9,10
22049,-0.1,0.13,-0.08,0.0,2009,9,11
22050,0.65,0.06,0.64,0.0,2009,9,14
22051,0.44,0.56,0.55,0.0,2009,9,15
22052,1.55,0.38,1.3,0.0,2009,9,16
22053,-0.3,-0.03,-0.27,0.0,2009,9,17
22054,0.23,0.13,-0.17,0.0,2009,9,18
22055,-0.27,-0.16,-0.64,0.0,2009,9,21
22056,0.66,-0.08,1.49,0.0,2009,9,22
22057,-1.0,0.14,-0.9,0.0,2009,9,23
22058,-1.07,-0.62,-1.33,0.0,2009,9,24
22059,-0.64,0.19,-0.52,0.0,2009,9,25
22060,1.79,0.35,1.1,0.0,2009,9,28
22061,-0.12,-0.05,0.37,0.0,2009,9,29
22062,-0.4,-0.57,-0.63,0.0,2009,9,30
22063,-2.63,-0.59,-1.39,0.0,2009,10,1
22064,-0.49,-0.3,-0.13,0.0,2009,10,2
22065,1.54,0.05,1.81,0.0,2009,10,5
22066,1.42,0.54,0.24,0.0,2009,10,6
22067,0.28,-0.38,0.58,0.0,2009,10,7
22068,0.82,0.26,0.38,0.0,2009,10,8
22069,0.59,0.61,-0.22,0.0,2009,10,9
22070,0.36,-0.53,0.32,0.0,2009,10,12
22071,-0.22,0.12,-0.16,0.0,2009,10,13
22072,1.73,0.03,1.17,0.0,2009,10,14
22073,0.35,-0.24,-0.46,0.0,2009,10,15
22074,-0.82,0.02,-1.25,0.0,2009,10,16
22075,0.92,0.06,0.01,0.0,2009,10,19
22076,-0.69,-0.74,-0.55,0.0,2009,10,20
22077,-0.9,-0.07,-0.56,0.0,2009,10,21
22078,1.05,0.04,0.64,0.0,2009,10,22
22079,-1.23,-0.81,-1.02,0.0,2009,10,23
22080,-1.2,0.02,-1.36,0.0,2009,10,26
22081,-0.51,-0.62,-0.61,0.0,2009,10,27
22082,-2.16,-1.47,-1.35,0.0,2009,10,28
22083,2.2,-0.28,1.67,0.0,2009,10,29
22084,-2.8,-0.06,-1.92,0.0,2009,10,30
22085,0.54,-0.8,-0.32,0.0,2009,11,2
22086,0.46,1.03,0.74,0.0,2009,11,3
22087,0.03,-1.03,-0.51,0.0,2009,11,4
22088,2.07,1.17,0.65,0.0,2009,11,5
22089,0.24,-0.25,-0.49,0.0,2009,11,6
22090,2.17,-0.43,1.36,0.0,2009,11,9
22091,-0.05,-0.81,-0.07,0.0,2009,11,10
22092,0.52,0.32,0.32,0.0,2009,11,11
22093,-1.12,-0.88,-0.76,0.0,2009,11,12
22094,0.61,0.35,-0.05,0.0,2009,11,13
22095,1.54,1.31,0.15,0.0,2009,11,16
22096,0.14,-0.21,-0.06,0.0,2009,11,17
22097,-0.13,-0.47,0.44,0.0,2009,11,18
22098,-1.39,-0.77,-0.6,0.0,2009,11,19
22099,-0.33,0.22,-0.44,0.0,2009,11,20
22100,1.3,0.41,-0.1,0.0,2009,11,23
22101,-0.09,-0.1,-0.47,0.0,2009,11,24
22102,0.47,-0.43,0.11,0.0,2009,11,25
22103,-1.74,-0.54,-0.8,0.0,2009,11,27
22104,0.28,-0.38,0.74,0.0,2009,11,30
22105,1.28,0.62,-0.3,0.0,2009,12,1
22106,0.18,1.04,-0.35,0.0,2009,12,2
22107,-0.86,-0.27,-0.31,0.0,2009,12,3
22108,0.7,1.56,0.77,0.0,2009,12,4
22109,-0.15,0.53,-0.27,0.0,2009,12,7
22110,-0.97,0.06,-0.13,0.0,2009,12,8
22111,0.32,-0.19,-0.02,0.0,2009,12,9
22112,0.5,-0.97,-0.1,0.0,2009,12,10
22113,0.43,0.27,0.49,0.0,2009,12,11
22114,0.8,0.64,0.32,0.0,2009,12,14
22115,-0.48,0.28,-0.61,0.0,2009,12,15
22116,0.19,0.42,0.71,0.0,2009,12,16
22117,-1.18,0.23,-0.35,0.0,2009,12,17
22118,0.68,0.24,0.19,0.0,2009,12,18
22119,1.03,0.15,0.31,0.0,2009,12,21
22120,0.43,0.58,-0.11,0.0,2009,12,22
22121,0.36,0.91,-0.4,0.0,2009,12,23
22122,0.51,-0.09,0.19,0.0,2009,12,24
22123,0.08,-0.1,-0.29,0.0,2009,12,28
22124,-0.09,0.11,-0.08,0.0,2009,12,29
22125,0.0,-0.05,-0.1,0.0,2009,12,30
22126,-0.99,-0.21,0.39,0.0,2009,12,31
22127,1.69,0.61,1.13,0.0,2010,1,4
22128,0.31,-0.64,1.24,0.0,2010,1,5
