,Mkt-RF,SMB,HML,RF,Year,Month,Day
10546,0.6,0.61,0.57,0.013,1964,1,2
10547,0.17,0.13,0.36,0.013,1964,1,3
10548,0.23,0.11,0.02,0.013,1964,1,6
10549,0.04,0.07,0.73,0.013,1964,1,7
10550,0.34,0.04,-0.14,0.013,1964,1,8
10551,0.3,0.05,-0.35,0.013,1964,1,9
10552,-0.04,-0.05,-0.11,0.013,1964,1,10
10553,-0.1,0.0,0.45,0.013,1964,1,13
10554,0.15,-0.36,0.66,0.013,1964,1,14
10555,0.24,-0.26,-0.11,0.013,1964,1,15
10556,-0.1,0.25,-0.33,0.013,1964,1,16
10557,-0.02,0.34,-0.04,0.013,1964,1,17
10558,-0.21,0.15,-0.54,0.013,1964,1,20
10559,0.26,-0.45,0.05,0.013,1964,1,21
10560,0.48,-0.21,0.43,0.013,1964,1,22
10561,0.09,-0.14,0.16,0.013,1964,1,23
10562,0.04,0.23,0.19,0.013,1964,1,24
10563,-0.11,-0.28,0.05,0.013,1964,1,27
10564,-0.01,-0.22,0.15,0.013,1964,1,28
10565,-0.58,0.0,-0.2,0.013,1964,1,29
10566,0.04,0.13,-0.31,0.013,1964,1,30
10567,0.38,-0.27,-0.17,0.013,1964,1,31
10568,0.0,-0.06,0.05,0.014,1964,2,3
10569,-0.13,-0.2,-0.23,0.014,1964,2,4
10570,-0.08,0.01,0.28,0.014,1964,2,5
10571,0.24,0.11,-0.23,0.014,1964,2,6
10572,0.37,0.02,0.14,0.014,1964,2,7
10573,-0.13,0.18,-0.2,0.014,1964,2,10
10574,0.33,0.05,-0.14,0.014,1964,2,11
10575,0.3,0.0,0.19,0.014,1964,2,12
10576,0.08,0.02,-0.07,0.014,1964,2,13
10577,-0.04,0.11,0.2,0.014,1964,2,14
10578,0.03,0.1,0.27,0.014,1964,2,17
10579,0.01,-0.25,0.54,0.014,1964,2,18
10580,0.11,-0.04,0.07,0.014,1964,2,19
10581,0.09,-0.03,0.73,0.014,1964,2,20
10582,0.1,-0.08,0.43,0.014,1964,2,24
10583,0.04,-0.13,0.17,0.014,1964,2,25
10584,0.28,0.08,0.22,0.014,1964,2,26
10585,-0.27,0.21,-0.07,0.014,1964,2,27
10586,0.21,0.01,0.42,0.014,1964,2,28
10587,0.22,-0.03,0.34,0.015,1964,3,2
10588,0.26,-0.3,-0.27,0.015,1964,3,3
10589,-0.2,0.01,-0.08,0.015,1964,3,4
10590,0.0,0.04,0.25,0.015,1964,3,5
10591,0.32,0.43,0.01,0.015,1964,3,6
10592,0.01,0.03,0.45,0.015,1964,3,9
10593,0.28,-0.4,0.24,0.015,1964,3,10
10594,0.4,-0.3,0.21,0.015,1964,3,11
10595,0.18,-0.05,0.15,0.015,1964,3,12
10596,0.09,0.05,0.09,0.015,1964,3,13
10597,0.03,0.02,-0.23,0.015,1964,3,16
10598,0.19,-0.04,0.26,0.015,1964,3,17
10599,0.1,-0.14,0.51,0.015,1964,3,18
10600,-0.09,0.09,0.02,0.015,1964,3,19
10601,-0.42,0.31,0.1,0.015,1964,3,20
10602,0.01,0.36,-0.06,0.015,1964,3,23
10603,-0.18,0.06,0.31,0.015,1964,3,24
10604,0.24,0.23,0.6,0.015,1964,3,25
10605,0.26,0.08,0.69,0.015,1964,3,26
10606,-0.1,0.08,0.06,0.015,1964,3,30
10607,-0.19,0.24,-0.3,0.015,1964,3,31
10608,0.34,0.03,0.67,0.013,1964,4,1
10609,0.57,0.01,0.28,0.013,1964,4,2
10610,0.22,0.03,-0.41,0.013,1964,4,3
10611,0.07,0.11,0.24,0.013,1964,4,6
10612,-0.34,0.27,-0.46,0.013,1964,4,7
10613,0.01,0.34,0.18,0.013,1964,4,8
10614,0.0,0.23,-0.16,0.013,1964,4,9
10615,0.19,0.14,0.1,0.013,1964,4,10
10616,-0.08,-0.04,-0.22,0.013,1964,4,13
10617,0.19,-0.24,-0.12,0.013,1964,4,14
10618,0.11,0.02,-0.56,0.013,1964,4,15
10619,0.08,-0.18,-0.12,0.013,1964,4,16
10620,0.38,-0.39,0.27,0.013,1964,4,17
10621,-0.07,-0.16,-0.17,0.013,1964,4,20
10622,-0.01,-0.09,-0.1,0.013,1964,4,21
10623,-0.05,-0.18,0.2,0.013,1964,4,22
10624,-0.16,-0.29,-0.02,0.013,1964,4,23
10625,-0.77,-0.15,-0.42,0.013,1964,4,24
10626,-0.54,-0.05,0.24,0.013,1964,4,27
10627,0.64,-0.31,0.75,0.013,1964,4,28
10628,-0.4,-0.2,-0.73,0.013,1964,4,29
10629,-0.25,-0.27,-0.04,0.013,1964,4,30
10630,0.78,-0.2,0.32,0.013,1964,5,1
10631,0.45,0.03,0.22,0.013,1964,5,4
10632,0.46,-0.44,0.12,0.013,1964,5,5
10633,0.26,-0.21,0.18,0.013,1964,5,6
10634,0.11,-0.15,0.73,0.013,1964,5,7
10635,-0.18,0.02,0.11,0.013,1964,5,8
10636,-0.03,0.02,0.03,0.013,1964,5,11
10637,0.32,-0.09,0.01,0.013,1964,5,12
10638,-0.25,0.02,-0.19,0.013,1964,5,13
10639,-0.11,0.27,-0.02,0.013,1964,5,14
10640,0.15,-0.19,-0.07,0.013,1964,5,15
10641,-0.33,0.03,-0.23,0.013,1964,5,18
10642,-0.44,0.34,-0.14,0.013,1964,5,19
10643,0.42,-0.24,0.41,0.013,1964,5,20
10644,0.07,0.06,-0.21,0.013,1964,5,21
10645,0.05,0.13,0.05,0.013,1964,5,22
10646,-0.12,-0.16,0.1,0.013,1964,5,25
10647,-0.17,0.09,0.14,0.013,1964,5,26
10648,-0.15,-0.29,0.23,0.013,1964,5,27
10649,0.16,0.11,0.0,0.013,1964,5,28
10650,-0.35,0.04,0.02,0.014,1964,6,1
10651,-0.52,-0.05,-0.1,0.014,1964,6,2
10652,-0.26,-0.17,0.16,0.014,1964,6,3
10653,-1.03,0.04,-0.33,0.014,1964,6,4
10654,0.42,-0.16,0.19,0.014,1964,6,5
10655,-0.46,0.06,-0.17,0.014,1964,6,8
10656,0.56,-0.24,0.46,0.014,1964,6,9
10657,0.37,0.05,-0.19,0.014,1964,6,10
10658,0.3,0.09,-0.37,0.014,1964,6,11
10659,-0.23,0.14,0.1,0.014,1964,6,12
10660,0.45,-0.06,0.07,0.014,1964,6,15
10661,0.51,-0.07,0.37,0.014,1964,6,16
10662,0.51,-0.09,0.15,0.014,1964,6,17
10663,0.0,0.03,0.06,0.014,1964,6,18
10664,0.1,-0.01,0.1,0.014,1964,6,19
10665,0.25,-0.27,0.37,0.014,1964,6,22
10666,-0.38,0.36,-0.26,0.014,1964,6,23
10667,0.35,0.04,0.23,0.014,1964,6,24
10668,0.2,-0.03,-0.05,0.014,1964,6,25
10669,0.26,0.18,0.13,0.014,1964,6,26
10670,0.18,0.02,-0.16,0.014,1964,6,29
10671,0.03,-0.01,-0.12,0.014,1964,6,30
10672,0.62,-0.25,0.37,0.013,1964,7,1
10673,0.39,0.12,-0.24,0.013,1964,7,2
10674,0.41,-0.16,-0.07,0.013,1964,7,6
10675,0.15,-0.15,0.12,0.013,1964,7,7
10676,0.02,0.08,0.1,0.013,1964,7,8
10677,0.13,0.34,-0.12,0.013,1964,7,9
10678,0.19,-0.01,0.43,0.013,1964,7,10
10679,-0.07,0.08,0.03,0.013,1964,7,13
10680,-0.29,0.2,0.1,0.013,1964,7,14
10681,0.37,-0.01,-0.34,0.013,1964,7,15
10682,0.31,-0.2,0.21,0.013,1964,7,16
10683,0.44,-0.12,-0.28,0.013,1964,7,17
10684,-0.31,0.18,0.08,0.013,1964,7,20
10685,-0.19,0.2,-0.1,0.013,1964,7,21
10686,0.02,-0.03,0.0,0.013,1964,7,22
10687,-0.03,0.17,0.12,0.013,1964,7,23
10688,-0.03,-0.01,-0.04,0.013,1964,7,24
10689,-0.48,-0.16,0.28,0.013,1964,7,27
10690,-0.24,0.04,0.05,0.013,1964,7,28
10691,0.13,-0.07,-0.03,0.013,1964,7,29
10692,0.13,-0.08,-0.03,0.013,1964,7,30
10693,0.07,0.04,0.11,0.013,1964,7,31
10694,-0.24,-0.29,0.24,0.013,1964,8,3
10695,-1.13,-0.09,-0.04,0.013,1964,8,4
10696,0.16,-0.38,0.05,0.013,1964,8,5
10697,-0.87,0.44,-0.1,0.013,1964,8,6
10698,0.56,0.0,-0.16,0.013,1964,8,7
10699,0.02,0.12,-0.18,0.013,1964,8,10
10700,-0.01,0.08,0.18,0.013,1964,8,11
10701,0.5,0.17,-0.05,0.013,1964,8,12
10702,0.28,0.02,0.13,0.013,1964,8,13
10703,-0.1,0.19,0.06,0.013,1964,8,14
10704,-0.01,-0.08,-0.2,0.013,1964,8,17
10705,0.06,-0.16,0.35,0.013,1964,8,18
10706,-0.09,0.01,0.04,0.013,1964,8,19
10707,-0.44,-0.01,-0.29,0.013,1964,8,20
10708,0.16,0.1,-0.07,0.013,1964,8,21
10709,-0.2,0.02,0.5,0.013,1964,8,24
10710,-0.5,0.16,-0.34,0.013,1964,8,25
10711,-0.18,-0.03,-0.02,0.013,1964,8,26
10712,0.48,-0.26,0.02,0.013,1964,8,27
10713,0.32,-0.05,-0.14,0.013,1964,8,28
10714,-0.21,0.26,-0.06,0.013,1964,8,31
10715,0.46,-0.22,0.55,0.013,1964,9,1
10716,0.2,0.16,0.15,0.013,1964,9,2
10717,0.25,-0.14,-0.21,0.013,1964,9,3
10718,0.21,0.03,0.02,0.013,1964,9,4
10719,0.12,-0.01,0.0,0.013,1964,9,8
10720,0.19,-0.23,0.34,0.013,1964,9,9
10721,0.08,-0.08,0.26,0.013,1964,9,10
10722,0.33,-0.28,0.35,0.013,1964,9,11
10723,-0.24,-0.05,0.38,0.013,1964,9,14
10724,-0.24,0.09,-0.06,0.013,1964,9,15
10725,0.27,-0.11,0.25,0.013,1964,9,16
10726,0.59,-0.18,0.2,0.013,1964,9,17
10727,-0.34,0.17,-0.26,0.013,1964,9,18
10728,0.4,-0.14,0.12,0.013,1964,9,21
10729,0.04,0.18,-0.21,0.013,1964,9,22
10730,0.01,0.1,0.23,0.013,1964,9,23
10731,0.1,-0.12,0.01,0.013,1964,9,24
10732,0.2,0.11,-0.39,0.013,1964,9,25
10733,0.07,-0.04,-0.07,0.013,1964,9,28
10734,-0.01,-0.01,-0.07,0.013,1964,9,29
10735,-0.03,0.16,-0.09,0.013,1964,9,30
10736,-0.14,0.09,0.12,0.013,1964,10,1
10737,0.24,-0.25,0.17,0.013,1964,10,2
10738,0.41,-0.27,0.38,0.013,1964,10,5
10739,0.02,-0.09,0.15,0.013,1964,10,6
10740,-0.02,-0.1,0.09,0.013,1964,10,7
10741,0.24,-0.03,0.17,0.013,1964,10,8
10742,0.19,0.0,0.11,0.013,1964,10,9
10743,0.06,0.2,-0.07,0.013,1964,10,12
10744,-0.25,0.03,0.36,0.013,1964,10,13
10745,-0.17,0.02,0.16,0.013,1964,10,14
10746,-0.7,-0.38,-0.17,0.013,1964,10,15
10747,0.7,0.4,0.04,0.013,1964,10,16
10748,0.13,0.29,0.19,0.013,1964,10,19
10749,0.25,-0.04,0.28,0.013,1964,10,20
10750,-0.06,-0.03,0.0,0.013,1964,10,21
10751,-0.16,0.1,0.04,0.013,1964,10,22
10752,0.2,-0.08,0.03,0.013,1964,10,23
10753,-0.17,0.24,0.21,0.013,1964,10,26
10754,-0.04,0.01,-0.12,0.013,1964,10,27
10755,-0.35,0.06,-0.54,0.013,1964,10,28
10756,0.05,0.09,-0.17,0.013,1964,10,29
10757,0.18,0.19,-0.26,0.013,1964,10,30
10758,0.43,-0.16,-0.28,0.015,1964,11,2
10759,-0.04,-0.09,0.21,0.015,1964,11,4
10760,0.0,-0.1,-0.51,0.015,1964,11,5
10761,0.19,-0.15,-0.13,0.015,1964,11,6
10762,-0.05,0.07,-0.48,0.015,1964,11,9
10763,-0.41,0.1,-0.21,0.015,1964,11,10
10764,0.26,-0.13,0.53,0.015,1964,11,11
10765,0.18,0.21,0.23,0.015,1964,11,12
10766,0.1,0.39,-0.3,0.015,1964,11,13
10767,0.43,0.03,-0.55,0.015,1964,11,16
10768,0.45,-0.31,0.06,0.015,1964,11,17
10769,0.24,-0.08,-0.02,0.015,1964,11,18
10770,-0.01,0.02,-0.31,0.015,1964,11,19
10771,0.1,0.04,-0.03,0.015,1964,11,20
10772,-0.24,0.11,0.06,0.015,1964,11,23
10773,-0.26,0.07,0.06,0.015,1964,11,24
10774,-0.21,0.34,-0.11,0.015,1964,11,25
10775,-0.31,0.19,-0.12,0.015,1964,11,27
10776,-0.87,0.14,-0.14,0.015,1964,11,30
10777,-1.0,0.15,-0.2,0.014,1964,12,1
10778,0.28,-0.27,0.01,0.014,1964,12,2
10779,0.39,-0.06,0.13,0.014,1964,12,3
10780,0.18,0.02,-0.17,0.014,1964,12,4
10781,-0.01,-0.02,-0.17,0.014,1964,12,7
10782,-0.37,-0.09,-0.55,0.014,1964,12,8
10783,-0.67,-0.21,-0.1,0.014,1964,12,9
10784,-0.04,-0.13,0.21,0.014,1964,12,10
10785,0.22,0.08,0.03,0.014,1964,12,11
10786,-0.26,0.17,-0.31,0.014,1964,12,14
10787,-0.35,-0.18,-0.19,0.014,1964,12,15
10788,0.4,0.15,-0.28,0.014,1964,12,16
10789,0.36,0.03,0.26,0.014,1964,12,17
10790,0.47,0.0,-0.06,0.014,1964,12,18
10791,0.07,0.01,-0.07,0.014,1964,12,21
10792,-0.07,0.05,-0.34,0.014,1964,12,22
10793,-0.2,0.12,-0.21,0.014,1964,12,23
10794,0.01,0.08,0.07,0.014,1964,12,24
10795,-0.11,0.02,-0.17,0.014,1964,12,28
10796,-0.31,-0.08,0.04,0.014,1964,12,29
10797,0.57,-0.06,-0.25,0.014,1964,12,30
10798,0.49,-0.11,-0.14,0.014,1964,12,31
10799,-0.45,0.7,-0.08,0.014,1965,1,4
10800,0.49,0.38,-0.09,0.014,1965,1,5
10801,0.34,0.18,0.42,0.014,1965,1,6
10802,0.4,0.08,0.19,0.014,1965,1,7
10803,0.17,0.17,-0.2,0.014,1965,1,8
10804,0.06,0.07,0.1,0.014,1965,1,11
10805,0.28,0.19,-0.08,0.014,1965,1,12
10806,0.28,0.21,-0.03,0.014,1965,1,13
10807,0.0,0.05,0.22,0.014,1965,1,14
10808,0.41,-0.17,0.17,0.014,1965,1,15
10809,0.28,-0.11,-0.21,0.014,1965,1,18
10810,0.16,-0.27,0.17,0.014,1965,1,19
10811,-0.03,0.01,0.07,0.014,1965,1,20
10812,-0.1,0.15,-0.08,0.014,1965,1,21
10813,0.24,0.03,0.11,0.014,1965,1,22
10814,0.16,0.29,0.05,0.014,1965,1,25
10815,0.1,0.07,-0.08,0.014,1965,1,26
10816,0.28,0.18,-0.27,0.014,1965,1,27
10817,0.26,0.01,-0.14,0.014,1965,1,28
10818,0.13,0.33,-0.07,0.014,1965,1,29
10819,0.03,0.13,-0.08,0.016,1965,2,1
10820,0.05,0.05,-0.06,0.016,1965,2,2
10821,0.14,0.22,-0.18,0.016,1965,2,3
10822,0.0,0.42,-0.26,0.016,1965,2,4
10823,-0.25,0.39,-0.05,0.016,1965,2,5
10824,-0.32,0.08,0.18,0.016,1965,2,8
10825,0.31,0.12,0.04,0.016,1965,2,9
10826,-0.84,-0.06,0.0,0.016,1965,2,10
10827,-0.99,0.33,-0.04,0.016,1965,2,11
10828,0.66,0.24,0.04,0.016,1965,2,12
10829,-0.05,0.28,0.3,0.016,1965,2,15
10830,-0.35,0.35,0.12,0.016,1965,2,16
10831,0.14,0.24,-0.05,0.016,1965,2,17
10832,0.31,0.33,0.02,0.016,1965,2,18
10833,0.2,0.33,-0.11,0.016,1965,2,19
10834,0.48,-0.01,0.66,0.016,1965,2,23
10835,0.63,-0.09,0.03,0.016,1965,2,24
10836,0.07,-0.02,-0.07,0.016,1965,2,25
10837,0.25,0.09,-0.46,0.016,1965,2,26
10838,-0.14,0.39,0.03,0.016,1965,3,1
10839,0.18,0.14,-0.03,0.016,1965,3,2
10840,-0.05,0.29,-0.22,0.016,1965,3,3
10841,-0.29,0.28,-0.16,0.016,1965,3,4
10842,-0.19,0.06,0.01,0.016,1965,3,5
10843,0.04,0.2,0.26,0.016,1965,3,8
10844,-0.16,-0.08,0.13,0.016,1965,3,9
10845,-0.1,0.16,-0.16,0.016,1965,3,10
10846,0.38,0.1,-0.31,0.016,1965,3,11
10847,0.3,-0.18,0.3,0.016,1965,3,12
10848,0.06,-0.01,0.19,0.016,1965,3,15
10849,-0.11,0.01,0.17,0.016,1965,3,16
10850,-0.15,0.14,0.02,0.016,1965,3,17
10851,-0.26,0.25,-0.27,0.016,1965,3,18
10852,-0.01,-0.05,0.09,0.016,1965,3,19
10853,-0.01,0.03,0.29,0.016,1965,3,22
10854,0.04,0.0,0.06,0.016,1965,3,23
10855,0.18,-0.02,0.46,0.016,1965,3,24
10856,-0.29,0.09,0.13,0.016,1965,3,25
10857,-0.7,0.04,-0.09,0.016,1965,3,26
10858,-0.24,-0.21,0.01,0.016,1965,3,29
10859,0.19,0.05,-0.03,0.016,1965,3,30
10860,0.01,0.19,0.12,0.016,1965,3,31
10861,0.16,0.05,-0.18,0.015,1965,4,1
10862,0.25,0.11,0.22,0.015,1965,4,2
10863,0.01,0.03,0.02,0.015,1965,4,5
10864,-0.04,0.03,-0.05,0.015,1965,4,6
10865,0.06,0.14,-0.08,0.015,1965,4,7
10866,0.52,0.17,0.0,0.015,1965,4,8
10867,0.56,0.03,0.03,0.015,1965,4,9
10868,0.44,-0.05,0.1,0.015,1965,4,12
10869,0.12,0.03,0.31,0.015,1965,4,13
10870,0.18,0.16,-0.25,0.015,1965,4,14
10871,-0.06,0.36,-0.03,0.015,1965,4,15
10872,0.36,0.08,-0.42,0.015,1965,4,19
10873,-0.03,0.19,0.14,0.015,1965,4,20
10874,-0.23,0.01,0.0,0.015,1965,4,21
10875,0.45,-0.17,-0.11,0.015,1965,4,22
10876,0.13,0.13,-0.11,0.015,1965,4,23
10877,0.0,0.0,0.43,0.015,1965,4,26
10878,0.17,-0.2,0.41,0.015,1965,4,27
10879,-0.05,-0.28,0.49,0.015,1965,4,28
10880,-0.07,0.23,-0.19,0.015,1965,4,29
10881,0.13,0.01,-0.11,0.015,1965,4,30
10882,0.08,-0.31,-0.16,0.016,1965,5,3
10883,0.27,-0.3,-0.05,0.016,1965,5,4
10884,0.24,-0.37,0.2,0.016,1965,5,5
10885,0.24,-0.02,-0.2,0.016,1965,5,6
10886,-0.07,0.03,-0.05,0.016,1965,5,7
10887,-0.12,0.24,-0.11,0.016,1965,5,10
10888,-0.09,-0.05,-0.2,0.016,1965,5,11
10889,0.37,0.12,-0.4,0.016,1965,5,12
10890,0.32,0.31,-0.24,0.016,1965,5,13
10891,-0.16,0.38,-0.11,0.016,1965,5,14
10892,-0.54,0.25,0.31,0.016,1965,5,17
10893,-0.07,0.08,0.15,0.016,1965,5,18
10894,0.2,0.12,-0.14,0.016,1965,5,19
10895,-0.53,-0.09,-0.09,0.016,1965,5,20
10896,-0.46,0.12,-0.02,0.016,1965,5,21
10897,-0.74,-0.17,0.13,0.016,1965,5,24
10898,0.54,0.02,-0.32,0.016,1965,5,25
10899,-0.27,-0.21,0.05,0.016,1965,5,26
10900,-0.58,-0.09,-0.14,0.016,1965,5,27
10901,0.61,0.02,-0.19,0.016,1965,5,28
10902,-0.7,0.0,0.2,0.016,1965,6,1
10903,-0.78,-0.36,-0.52,0.016,1965,6,2
10904,-0.24,0.05,-0.08,0.016,1965,6,3
10905,0.21,0.07,-0.04,0.016,1965,6,4
10906,-0.35,-0.32,0.16,0.016,1965,6,7
10907,-1.07,-0.2,0.03,0.016,1965,6,8
10908,-1.04,-0.26,0.54,0.016,1965,6,9
10909,-0.43,-0.69,0.13,0.016,1965,6,10
10910,0.42,0.01,-0.07,0.016,1965,6,11
10911,-1.36,-0.7,-0.09,0.016,1965,6,14
10912,0.47,-0.09,-0.13,0.016,1965,6,15
10913,0.89,0.56,0.1,0.016,1965,6,16
10914,0.59,-0.04,0.2,0.016,1965,6,17
10915,-0.44,-0.04,0.0,0.016,1965,6,18
10916,-0.38,-0.17,-0.11,0.016,1965,6,21
10917,0.18,-0.05,0.02,0.016,1965,6,22
10918,-0.64,-0.04,0.05,0.016,1965,6,23
10919,-1.35,-0.76,0.08,0.016,1965,6,24
10920,-0.64,-0.34,-0.03,0.016,1965,6,25
10921,-1.88,-1.5,0.1,0.016,1965,6,28
10922,0.79,-0.73,-0.17,0.016,1965,6,29
10923,2.2,1.16,0.08,0.016,1965,6,30
10924,0.46,0.36,0.02,0.015,1965,7,1
10925,0.81,0.13,-0.02,0.015,1965,7,2
10926,-0.18,0.27,-0.02,0.015,1965,7,6
10927,-0.34,-0.16,0.11,0.015,1965,7,7
10928,0.8,0.03,-0.21,0.015,1965,7,8
10929,0.4,0.41,-0.03,0.015,1965,7,9
10930,0.0,0.09,0.16,0.015,1965,7,12
10931,-0.13,-0.07,-0.24,0.015,1965,7,13
10932,0.29,0.18,0.16,0.015,1965,7,14
10933,-0.1,0.27,-0.01,0.015,1965,7,15
10934,-0.04,0.06,-0.06,0.015,1965,7,16
10935,-0.09,0.13,-0.27,0.015,1965,7,19
10936,-1.24,-0.31,0.24,0.015,1965,7,20
10937,-0.55,-0.07,0.22,0.015,1965,7,21
10938,-0.23,0.15,0.18,0.015,1965,7,22
10939,0.24,-0.19,0.31,0.015,1965,7,23
10940,-0.03,0.1,0.06,0.015,1965,7,26
10941,-0.18,-0.01,0.2,0.015,1965,7,27
10942,0.16,-0.47,0.85,0.015,1965,7,28
10943,0.72,-0.12,0.53,0.015,1965,7,29
10944,0.67,0.09,-0.03,0.015,1965,7,30
10945,0.2,0.19,-0.37,0.015,1965,8,2
10946,0.12,0.06,-0.2,0.015,1965,8,3
10947,0.41,0.2,0.11,0.015,1965,8,4
10948,0.02,0.26,-0.01,0.015,1965,8,5
10949,0.35,-0.01,-0.31,0.015,1965,8,6
10950,-0.14,0.39,-0.12,0.015,1965,8,9
10951,0.04,0.39,-0.15,0.015,1965,8,10
10952,0.33,0.14,0.09,0.015,1965,8,11
10953,0.29,0.29,-0.08,0.015,1965,8,12
10954,0.43,-0.19,0.26,0.015,1965,8,13
10955,0.11,-0.1,0.25,0.015,1965,8,16
10956,0.16,0.08,-0.25,0.015,1965,8,17
10957,0.02,0.1,0.25,0.015,1965,8,18
10958,-0.24,-0.3,-0.03,0.015,1965,8,19
10959,-0.08,0.03,0.11,0.015,1965,8,20
10960,-0.13,0.06,0.02,0.015,1965,8,23
10961,0.18,0.2,-0.3,0.015,1965,8,24
10962,0.14,0.21,-0.26,0.015,1965,8,25
10963,0.37,-0.09,0.21,0.015,1965,8,26
10964,0.12,0.23,-0.03,0.015,1965,8,27
10965,0.04,0.27,-0.07,0.015,1965,8,30
10966,-0.05,0.29,-0.06,0.015,1965,8,31
10967,0.05,0.05,-0.21,0.015,1965,9,1
10968,0.54,0.02,0.06,0.015,1965,9,2
10969,0.46,0.06,0.11,0.015,1965,9,3
10970,0.32,0.11,-0.44,0.015,1965,9,7
10971,0.28,0.04,-0.13,0.015,1965,9,8
10972,0.24,0.08,0.07,0.015,1965,9,9
10973,0.23,0.1,-0.38,0.015,1965,9,10
10974,0.25,0.13,-0.15,0.015,1965,9,13
10975,-0.44,-0.28,0.15,0.015,1965,9,14
10976,0.47,-0.11,0.07,0.015,1965,9,15
10977,0.52,-0.29,0.47,0.015,1965,9,16
10978,0.03,0.08,-0.11,0.015,1965,9,17
10979,0.04,0.17,0.07,0.015,1965,9,20
10980,-0.27,0.1,-0.12,0.015,1965,9,21
10981,0.47,0.22,0.12,0.015,1965,9,22
10982,-0.39,-0.3,0.09,0.015,1965,9,23
10983,0.23,0.05,0.62,0.015,1965,9,24
10984,0.58,0.09,-0.16,0.015,1965,9,27
10985,-0.24,0.27,0.11,0.015,1965,9,28
10986,-0.47,-0.04,-0.14,0.015,1965,9,29
10987,-0.07,0.05,-0.23,0.015,1965,9,30
10988,-0.06,0.18,0.09,0.015,1965,10,1
10989,0.24,0.47,0.08,0.015,1965,10,4
10990,0.56,-0.04,0.33,0.015,1965,10,5
10991,-0.08,-0.11,-0.31,0.015,1965,10,6
10992,-0.05,0.38,0.02,0.015,1965,10,7
10993,0.48,0.57,0.41,0.015,1965,10,8
10994,0.57,0.18,-0.04,0.015,1965,10,11
10995,-0.05,0.42,-0.24,0.015,1965,10,12
10996,0.01,0.0,0.54,0.015,1965,10,13
10997,-0.15,0.4,0.18,0.015,1965,10,14
10998,0.22,0.25,0.08,0.015,1965,10,15
10999,0.27,0.25,-0.08,0.015,1965,10,18
11000,0.11,0.02,-0.47,0.015,1965,10,19
11001,-0.01,0.18,0.17,0.015,1965,10,20
11002,0.15,0.26,-0.05,0.015,1965,10,21
11003,-0.05,-0.18,-0.05,0.015,1965,10,22
11004,-0.4,-0.35,0.08,0.015,1965,10,25
11005,0.5,-0.14,0.25,0.015,1965,10,26
11006,0.36,-0.23,0.21,0.015,1965,10,27
11007,-0.31,0.0,0.12,0.015,1965,10,28
11008,0.26,-0.06,0.18,0.015,1965,10,29
11009,-0.1,-0.07,0.23,0.017,1965,11,1
11010,0.1,0.25,-0.29,0.017,1965,11,3
11011,0.19,0.08,-0.14,0.017,1965,11,4
11012,0.11,0.28,-0.31,0.017,1965,11,5
11013,-0.34,0.12,-0.27,0.017,1965,11,8
11014,-0.24,0.19,0.3,0.017,1965,11,9
11015,-0.09,0.17,-0.05,0.017,1965,11,10
11016,0.27,0.12,-0.05,0.017,1965,11,11
11017,0.49,0.49,-0.32,0.017,1965,11,12
11018,0.11,0.58,-0.23,0.017,1965,11,15
11019,-0.13,0.46,-0.13,0.017,1965,11,16
11020,0.15,-0.7,0.17,0.017,1965,11,17
11021,-0.35,0.55,0.1,0.017,1965,11,18
11022,0.03,0.33,0.1,0.017,1965,11,19
11023,-0.53,0.27,0.11,0.017,1965,11,22
11024,0.17,0.17,0.03,0.017,1965,11,23
11025,0.19,0.31,0.17,0.017,1965,11,24
11026,0.26,0.45,0.18,0.017,1965,11,26
11027,-0.15,0.4,0.31,0.017,1965,11,29
11028,-0.15,0.12,0.19,0.017,1965,11,30
11029,-0.03,0.33,0.28,0.015,1965,12,1
11030,-0.24,0.31,0.08,0.015,1965,12,2
11031,0.07,0.2,-0.16,0.015,1965,12,3
11032,-0.79,-0.34,-0.27,0.015,1965,12,6
11033,0.95,0.57,0.33,0.015,1965,12,7
11034,-0.07,0.42,-0.23,0.015,1965,12,8
11035,0.29,0.43,-0.12,0.015,1965,12,9
11036,0.28,0.22,-0.07,0.015,1965,12,10
11037,0.1,0.48,-0.15,0.015,1965,12,13
11038,0.06,-0.18,0.43,0.015,1965,12,14
11039,0.18,-0.1,0.74,0.015,1965,12,15
11040,0.16,0.05,0.52,0.015,1965,12,16
11041,0.04,0.12,0.68,0.015,1965,12,17
11042,-0.53,-0.24,0.04,0.015,1965,12,20
11043,0.34,-0.04,0.48,0.015,1965,12,21
11044,0.16,-0.92,0.19,0.015,1965,12,22
11045,-0.16,-0.03,-0.31,0.015,1965,12,23
11046,-0.66,0.07,-0.17,0.015,1965,12,27
11047,-0.05,-0.05,-0.17,0.015,1965,12,28
11048,0.29,0.36,-0.02,0.015,1965,12,29
11049,0.36,0.26,-0.25,0.015,1965,12,30
11050,0.26,0.06,0.13,0.015,1965,12,31
11051,-0.22,0.59,0.29,0.018,1966,1,3
11052,0.1,0.29,0.21,0.018,1966,1,4
11053,0.57,-0.29,0.69,0.018,1966,1,5
11054,0.18,-0.35,0.54,0.018,1966,1,6
11055,0.1,0.11,-0.05,0.018,1966,1,7
11056,0.2,0.27,0.11,0.018,1966,1,10
11057,0.05,0.36,-0.27,0.018,1966,1,11
