,Mkt-RF,SMB,HML,RMW,CMA,RF,Year,Month,Day
195,0.19,0.05,0.1,-0.16,-0.02,0.013,1964,4,10
196,-0.08,-0.08,-0.22,0.01,0.1,0.013,1964,4,13
197,0.19,-0.21,-0.12,0.35,-0.31,0.013,1964,4,14
198,0.11,-0.12,-0.56,-0.23,0.16,0.013,1964,4,15
199,0.08,-0.15,-0.12,-0.18,0.04,0.013,1964,4,16
200,0.38,-0.2,0.27,0.17,-0.03,0.013,1964,4,17
201,-0.07,-0.16,-0.17,0.08,-0.17,0.013,1964,4,20
202,-0.01,-0.21,-0.1,-0.04,-0.43,0.013,1964,4,21
203,-0.05,-0.2,0.2,-0.37,-0.11,0.013,1964,4,22
204,-0.16,-0.36,-0.02,-0.37,-0.12,0.013,1964,4,23
205,-0.77,-0.17,-0.42,0.32,-0.12,0.013,1964,4,24
206,-0.54,-0.06,0.24,-0.38,0.14,0.013,1964,4,27
207,0.64,-0.21,0.75,-0.31,0.0,0.013,1964,4,28
208,-0.4,-0.23,-0.73,-0.04,-0.61,0.013,1964,4,29
209,-0.25,-0.25,-0.04,-0.14,0.16,0.013,1964,4,30
210,0.78,-0.19,0.32,0.03,-0.19,0.013,1964,5,1
211,0.45,0.07,0.22,-0.22,-0.14,0.013,1964,5,4
212,0.46,-0.38,0.12,0.06,-0.68,0.013,1964,5,5
213,0.26,-0.19,0.18,-0.03,0.37,0.013,1964,5,6
214,0.11,-0.05,0.73,-0.12,0.67,0.013,1964,5,7
215,-0.18,0.03,0.11,-0.07,0.03,0.013,1964,5,8
216,-0.03,0.04,0.03,-0.09,0.0,0.013,1964,5,11
217,0.32,-0.19,0.01,0.13,0.11,0.013,1964,5,12
218,-0.25,0.01,-0.19,0.04,-0.14,0.013,1964,5,13
219,-0.11,0.27,-0.02,0.01,0.06,0.013,1964,5,14
220,0.15,-0.23,-0.07,0.12,0.1,0.013,1964,5,15
221,-0.33,0.03,-0.23,-0.02,-0.01,0.013,1964,5,18
222,-0.44,0.35,-0.14,0.13,0.37,0.013,1964,5,19
223,0.42,-0.17,0.41,0.08,-0.15,0.013,1964,5,20
224,0.07,-0.05,-0.21,0.25,-0.3,0.013,1964,5,21
225,0.05,0.21,0.05,0.09,-0.07,0.013,1964,5,22
226,-0.12,-0.05,0.1,0.11,0.01,0.013,1964,5,25
227,-0.17,0.11,0.14,-0.23,0.18,0.013,1964,5,26
228,-0.15,-0.31,0.23,-0.34,0.16,0.013,1964,5,27
229,0.16,0.12,0.0,-0.14,0.13,0.013,1964,5,28
230,-0.35,0.04,0.02,-0.15,0.12,0.014,1964,6,1
231,-0.52,-0.12,-0.1,0.0,0.03,0.014,1964,6,2
232,-0.26,-0.06,0.16,-0.21,0.3,0.014,1964,6,3
233,-1.03,-0.06,-0.33,0.13,0.2,0.014,1964,6,4
234,0.42,-0.11,0.19,0.05,0.04,0.014,1964,6,5
235,-0.46,0.03,-0.17,0.07,-0.15,0.014,1964,6,8
236,0.56,-0.19,0.46,0.21,0.2,0.014,1964,6,9
237,0.37,0.01,-0.19,0.24,-0.11,0.014,1964,6,10
238,0.3,-0.01,-0.37,0.12,-0.49,0.014,1964,6,11
239,-0.23,0.22,0.1,0.18,-0.05,0.014,1964,6,12
240,0.45,0.01,0.07,0.03,-0.11,0.014,1964,6,15
241,0.51,0.0,0.37,0.05,-0.06,0.014,1964,6,16
242,0.51,-0.09,0.15,-0.62,-0.19,0.014,1964,6,17
243,0.0,0.06,0.06,-0.22,0.03,0.014,1964,6,18
244,0.1,0.03,0.1,0.04,-0.04,0.014,1964,6,19
245,0.25,-0.16,0.37,-0.37,-0.11,0.014,1964,6,22
246,-0.38,0.43,-0.26,0.13,0.13,0.014,1964,6,23
247,0.35,0.01,0.23,-0.1,0.18,0.014,1964,6,24
248,0.2,0.03,-0.05,-0.09,0.24,0.014,1964,6,25
249,0.26,0.28,0.13,-0.21,-0.02,0.014,1964,6,26
250,0.18,0.0,-0.16,0.11,0.15,0.014,1964,6,29
251,0.03,-0.09,-0.12,0.3,-0.34,0.014,1964,6,30
252,0.62,-0.15,0.37,-0.25,-0.07,0.013,1964,7,1
253,0.39,0.05,-0.24,0.04,-0.24,0.013,1964,7,2
254,0.41,-0.13,-0.07,0.25,-0.18,0.013,1964,7,6
255,0.15,-0.13,0.12,0.21,0.13,0.013,1964,7,7
256,0.02,0.02,0.1,-0.05,0.16,0.013,1964,7,8
257,0.13,0.31,-0.12,-0.25,0.3,0.013,1964,7,9
258,0.19,0.05,0.43,0.16,0.22,0.013,1964,7,10
259,-0.07,0.07,0.03,0.21,-0.11,0.013,1964,7,13
260,-0.29,0.25,0.1,-0.33,0.29,0.013,1964,7,14
261,0.37,-0.03,-0.34,0.27,0.03,0.013,1964,7,15
262,0.31,-0.21,0.21,-0.23,0.08,0.013,1964,7,16
263,0.44,-0.15,-0.28,0.26,0.01,0.013,1964,7,17
264,-0.31,0.18,0.08,-0.16,0.06,0.013,1964,7,20
265,-0.19,0.12,-0.1,0.06,-0.08,0.013,1964,7,21
266,0.02,0.0,0.0,0.09,0.31,0.013,1964,7,22
267,-0.03,0.13,0.12,0.02,0.1,0.013,1964,7,23
268,-0.03,0.12,-0.04,-0.02,0.16,0.013,1964,7,24
269,-0.48,-0.06,0.28,-0.01,0.17,0.013,1964,7,27
270,-0.24,0.14,0.05,0.2,0.04,0.013,1964,7,28
271,0.13,-0.1,-0.03,0.2,-0.06,0.013,1964,7,29
272,0.13,-0.14,-0.03,-0.3,0.08,0.013,1964,7,30
273,0.07,0.09,0.11,-0.26,0.48,0.013,1964,7,31
274,-0.24,-0.24,0.24,0.04,-0.01,0.013,1964,8,3
275,-1.13,-0.14,-0.04,-0.18,0.47,0.013,1964,8,4
276,0.16,-0.39,0.05,-0.05,-0.19,0.013,1964,8,5
277,-0.87,0.41,-0.1,0.19,0.12,0.013,1964,8,6
278,0.56,-0.07,-0.16,0.01,-0.01,0.013,1964,8,7
279,0.02,0.03,-0.18,-0.06,0.01,0.013,1964,8,10
280,-0.01,0.11,0.18,-0.26,-0.19,0.013,1964,8,11
281,0.5,0.15,-0.05,0.05,-0.24,0.013,1964,8,12
282,0.28,0.1,0.13,0.01,-0.23,0.013,1964,8,13
283,-0.1,0.17,0.06,-0.09,0.27,0.013,1964,8,14
284,-0.01,-0.05,-0.2,0.14,-0.09,0.013,1964,8,17
285,0.06,-0.07,0.35,0.05,0.19,0.013,1964,8,18
286,-0.09,0.07,0.04,0.02,0.11,0.013,1964,8,19
287,-0.44,0.0,-0.29,-0.08,0.12,0.013,1964,8,20
288,0.16,0.1,-0.07,0.21,-0.02,0.013,1964,8,21
289,-0.2,0.14,0.5,-0.31,-0.01,0.013,1964,8,24
290,-0.5,0.1,-0.34,0.11,0.06,0.013,1964,8,25
291,-0.18,0.02,-0.02,-0.15,0.03,0.013,1964,8,26
292,0.48,-0.26,0.02,0.27,-0.02,0.013,1964,8,27
293,0.32,-0.05,-0.14,0.17,-0.23,0.013,1964,8,28
294,-0.21,0.27,-0.06,0.04,0.14,0.013,1964,8,31
295,0.46,-0.15,0.55,0.08,0.04,0.013,1964,9,1
296,0.2,0.24,0.15,-0.26,-0.26,0.013,1964,9,2
297,0.25,-0.15,-0.21,0.35,0.04,0.013,1964,9,3
298,0.21,0.0,0.02,-0.09,0.06,0.013,1964,9,4
299,0.12,0.02,0.0,-0.07,0.1,0.013,1964,9,8
300,0.19,-0.09,0.34,0.04,0.13,0.013,1964,9,9
301,0.08,-0.07,0.26,0.17,0.15,0.013,1964,9,10
302,0.33,-0.19,0.35,-0.1,0.42,0.013,1964,9,11
303,-0.24,0.05,0.38,-0.11,0.24,0.013,1964,9,14
304,-0.24,0.08,-0.06,0.26,-0.27,0.013,1964,9,15
305,0.27,-0.03,0.25,0.09,-0.36,0.013,1964,9,16
306,0.59,-0.26,0.2,0.03,0.07,0.013,1964,9,17
307,-0.34,0.14,-0.26,-0.02,0.15,0.013,1964,9,18
308,0.4,-0.09,0.12,-0.4,-0.12,0.013,1964,9,21
309,0.04,0.09,-0.21,-0.13,-0.04,0.013,1964,9,22
310,0.01,0.07,0.23,-0.16,0.04,0.013,1964,9,23
311,0.1,-0.14,0.01,-0.28,-0.07,0.013,1964,9,24
312,0.2,0.09,-0.39,-0.01,-0.28,0.013,1964,9,25
313,0.07,-0.03,-0.07,-0.29,0.02,0.013,1964,9,28
314,-0.01,-0.05,-0.07,0.16,0.23,0.013,1964,9,29
315,-0.03,0.18,-0.09,0.08,0.25,0.013,1964,9,30
316,-0.14,0.1,0.12,0.24,-0.19,0.013,1964,10,1
317,0.24,-0.2,0.17,-0.13,-0.1,0.013,1964,10,2
318,0.41,-0.19,0.38,-0.11,0.21,0.013,1964,10,5
319,0.02,-0.04,0.15,0.2,0.36,0.013,1964,10,6
320,-0.02,-0.05,0.09,-0.05,0.04,0.013,1964,10,7
321,0.24,0.03,0.17,0.08,-0.41,0.013,1964,10,8
322,0.19,0.08,0.11,-0.23,0.0,0.013,1964,10,9
323,0.06,0.25,-0.07,0.12,0.11,0.013,1964,10,12
324,-0.25,0.14,0.36,-0.13,0.33,0.013,1964,10,13
325,-0.17,0.03,0.16,-0.37,0.21,0.013,1964,10,14
326,-0.7,-0.44,-0.17,0.28,0.11,0.013,1964,10,15
327,0.7,0.38,0.04,-0.4,0.2,0.013,1964,10,16
328,0.13,0.32,0.19,-0.2,0.29,0.013,1964,10,19
329,0.25,0.05,0.28,0.23,-0.07,0.013,1964,10,20
330,-0.06,-0.02,0.0,0.03,0.14,0.013,1964,10,21
331,-0.16,0.15,0.04,0.1,-0.1,0.013,1964,10,22
332,0.2,-0.03,0.03,0.17,-0.24,0.013,1964,10,23
333,-0.17,0.29,0.21,-0.45,0.22,0.013,1964,10,26
334,-0.04,0.02,-0.12,0.14,-0.14,0.013,1964,10,27
335,-0.35,-0.13,-0.54,0.14,-0.06,0.013,1964,10,28
336,0.05,0.03,-0.17,0.05,-0.19,0.013,1964,10,29
337,0.18,0.12,-0.26,0.1,-0.14,0.013,1964,10,30
338,0.43,-0.15,-0.28,0.38,-0.1,0.015,1964,11,2
339,-0.04,-0.1,0.21,0.08,0.07,0.015,1964,11,4
340,0.0,-0.19,-0.51,0.08,-0.4,0.015,1964,11,5
341,0.19,-0.24,-0.13,0.01,-0.35,0.015,1964,11,6
342,-0.05,-0.11,-0.48,0.41,-0.01,0.015,1964,11,9
343,-0.41,0.01,-0.21,-0.06,0.11,0.015,1964,11,10
344,0.26,-0.01,0.53,-0.09,-0.18,0.015,1964,11,11
345,0.18,0.26,0.23,-0.3,0.15,0.015,1964,11,12
346,0.1,0.23,-0.3,-0.07,-0.02,0.015,1964,11,13
347,0.43,-0.16,-0.55,0.11,-0.18,0.015,1964,11,16
348,0.45,-0.34,0.06,-0.04,0.07,0.015,1964,11,17
349,0.24,-0.21,-0.02,0.04,0.38,0.015,1964,11,18
350,-0.01,0.03,-0.31,0.25,-0.24,0.015,1964,11,19
351,0.1,0.06,-0.03,-0.25,-0.32,0.015,1964,11,20
352,-0.24,0.2,0.06,0.06,-0.14,0.015,1964,11,23
353,-0.26,0.07,0.06,-0.19,0.12,0.015,1964,11,24
354,-0.21,0.3,-0.11,-0.04,-0.11,0.015,1964,11,25
355,-0.31,0.17,-0.12,0.18,0.21,0.015,1964,11,27
356,-0.87,0.02,-0.14,0.18,0.54,0.015,1964,11,30
357,-1.0,0.14,-0.2,0.35,0.17,0.014,1964,12,1
358,0.28,-0.23,0.01,-0.12,-0.31,0.014,1964,12,2
359,0.39,-0.03,0.13,-0.21,0.05,0.014,1964,12,3
360,0.18,0.01,-0.17,0.12,-0.3,0.014,1964,12,4
361,-0.01,-0.07,-0.17,-0.1,0.27,0.014,1964,12,7
362,-0.37,-0.2,-0.55,0.23,-0.07,0.014,1964,12,8
363,-0.67,-0.27,-0.1,0.09,-0.33,0.014,1964,12,9
364,-0.04,-0.11,0.21,-0.16,0.03,0.014,1964,12,10
365,0.22,0.12,0.03,-0.15,-0.01,0.014,1964,12,11
366,-0.26,0.13,-0.31,0.26,-0.03,0.014,1964,12,14
367,-0.35,-0.15,-0.19,0.12,-0.22,0.014,1964,12,15
368,0.4,0.07,-0.28,-0.01,-0.25,0.014,1964,12,16
369,0.36,0.02,0.26,0.09,-0.33,0.014,1964,12,17
370,0.47,-0.02,-0.06,0.1,-0.18,0.014,1964,12,18
371,0.07,0.03,-0.07,0.07,0.18,0.014,1964,12,21
372,-0.07,-0.05,-0.34,0.39,-0.29,0.014,1964,12,22
373,-0.2,0.06,-0.21,0.07,-0.42,0.014,1964,12,23
374,0.01,0.18,0.07,-0.22,-0.02,0.014,1964,12,24
375,-0.11,0.0,-0.17,-0.05,0.26,0.014,1964,12,28
376,-0.31,-0.1,0.04,0.1,0.01,0.014,1964,12,29
377,0.57,-0.1,-0.25,0.02,0.06,0.014,1964,12,30
378,0.49,-0.11,-0.14,0.03,0.27,0.014,1964,12,31
379,-0.45,0.65,-0.08,-0.18,0.31,0.014,1965,1,4
380,0.49,0.41,-0.09,-0.01,0.55,0.014,1965,1,5
381,0.34,0.23,0.42,0.08,-0.12,0.014,1965,1,6
382,0.4,0.09,0.19,-0.12,-0.3,0.014,1965,1,7
383,0.17,0.09,-0.2,0.03,-0.37,0.014,1965,1,8
384,0.06,0.14,0.1,0.07,0.12,0.014,1965,1,11
385,0.28,0.2,-0.08,0.06,0.14,0.014,1965,1,12
386,0.28,0.15,-0.03,-0.34,0.08,0.014,1965,1,13
387,0.0,0.11,0.22,-0.01,-0.24,0.014,1965,1,14
388,0.41,-0.13,0.17,0.05,-0.04,0.014,1965,1,15
389,0.28,-0.12,-0.21,0.14,0.11,0.014,1965,1,18
390,0.16,-0.18,0.17,0.1,-0.45,0.014,1965,1,19
391,-0.03,-0.06,0.07,-0.02,0.04,0.014,1965,1,20
392,-0.1,0.11,-0.08,0.33,0.13,0.014,1965,1,21
393,0.24,0.06,0.11,0.26,0.0,0.014,1965,1,22
394,0.16,0.32,0.05,-0.03,0.15,0.014,1965,1,25
395,0.1,0.01,-0.08,0.16,-0.03,0.014,1965,1,26
396,0.28,0.06,-0.27,0.24,-0.08,0.014,1965,1,27
397,0.26,-0.07,-0.14,0.06,0.09,0.014,1965,1,28
398,0.13,0.29,-0.07,-0.08,0.04,0.014,1965,1,29
399,0.03,0.1,-0.08,-0.05,0.28,0.016,1965,2,1
400,0.05,0.02,-0.06,-0.01,-0.08,0.016,1965,2,2
401,0.14,0.15,-0.18,-0.02,-0.25,0.016,1965,2,3
402,0.0,0.3,-0.26,0.5,-0.03,0.016,1965,2,4
403,-0.25,0.37,-0.05,0.12,-0.05,0.016,1965,2,5
404,-0.32,0.09,0.18,-0.07,0.1,0.016,1965,2,8
405,0.31,0.12,0.04,-0.15,-0.01,0.016,1965,2,9
406,-0.84,-0.02,0.0,0.22,0.08,0.016,1965,2,10
407,-0.99,0.26,-0.04,0.3,0.16,0.016,1965,2,11
408,0.66,0.3,0.04,-0.09,-0.07,0.016,1965,2,12
409,-0.05,0.38,0.3,-0.11,0.29,0.016,1965,2,15
410,-0.35,0.39,0.12,-0.09,0.04,0.016,1965,2,16
411,0.14,0.18,-0.05,-0.28,-0.39,0.016,1965,2,17
412,0.31,0.32,0.02,0.04,-0.38,0.016,1965,2,18
413,0.2,0.3,-0.11,-0.12,0.07,0.016,1965,2,19
414,0.48,0.1,0.66,-0.17,-0.1,0.016,1965,2,23
415,0.63,-0.13,0.03,-0.13,-0.21,0.016,1965,2,24
416,0.07,-0.04,-0.07,-0.07,-0.11,0.016,1965,2,25
417,0.25,0.03,-0.46,0.35,0.0,0.016,1965,2,26
418,-0.14,0.44,0.03,0.21,0.07,0.016,1965,3,1
419,0.18,0.18,-0.03,-0.01,0.25,0.016,1965,3,2
420,-0.05,0.3,-0.22,0.27,0.19,0.016,1965,3,3
421,-0.29,0.22,-0.16,0.15,0.29,0.016,1965,3,4
422,-0.19,0.02,0.01,0.06,-0.03,0.016,1965,3,5
423,0.04,0.29,0.26,-0.04,-0.23,0.016,1965,3,8
424,-0.16,-0.15,0.13,-0.27,-0.37,0.016,1965,3,9
425,-0.1,0.18,-0.16,-0.12,-0.21,0.016,1965,3,10
426,0.38,0.07,-0.31,0.22,-0.31,0.016,1965,3,11
427,0.3,-0.07,0.3,0.14,0.33,0.016,1965,3,12
428,0.06,0.07,0.19,0.2,-0.12,0.016,1965,3,15
429,-0.11,0.05,0.17,-0.16,0.2,0.016,1965,3,16
430,-0.15,0.08,0.02,-0.15,0.12,0.016,1965,3,17
431,-0.26,0.21,-0.27,0.11,-0.25,0.016,1965,3,18
432,-0.01,-0.03,0.09,-0.1,-0.02,0.016,1965,3,19
433,-0.01,0.1,0.29,-0.02,0.1,0.016,1965,3,22
434,0.04,-0.04,0.06,0.03,0.08,0.016,1965,3,23
435,0.18,0.03,0.46,-0.22,0.11,0.016,1965,3,24
436,-0.29,0.18,0.13,0.06,0.26,0.016,1965,3,25
437,-0.7,0.05,-0.09,-0.1,0.38,0.016,1965,3,26
438,-0.24,-0.34,0.01,0.0,-0.15,0.016,1965,3,29
439,0.19,0.04,-0.03,-0.29,-0.14,0.016,1965,3,30
440,0.01,0.21,0.12,-0.36,0.14,0.016,1965,3,31
441,0.16,0.06,-0.18,0.11,-0.2,0.015,1965,4,1
442,0.25,0.12,0.22,-0.04,0.01,0.015,1965,4,2
443,0.01,0.04,0.02,0.35,0.07,0.015,1965,4,5
444,-0.04,0.0,-0.05,-0.18,0.0,0.015,1965,4,6
445,0.06,0.09,-0.08,0.0,-0.27,0.015,1965,4,7
446,0.52,0.24,0.0,-0.14,-0.09,0.015,1965,4,8
447,0.56,0.06,0.03,-0.06,-0.22,0.015,1965,4,9
448,0.44,-0.08,0.1,-0.2,0.02,0.015,1965,4,12
449,0.12,0.08,0.31,0.19,0.13,0.015,1965,4,13
450,0.18,0.1,-0.25,0.16,-0.03,0.015,1965,4,14
451,-0.06,0.36,-0.03,-0.06,-0.21,0.015,1965,4,15
452,0.36,-0.04,-0.42,-0.07,-0.64,0.015,1965,4,19
453,-0.03,0.15,0.14,-0.09,-0.13,0.015,1965,4,20
454,-0.23,0.01,0.0,-0.09,0.21,0.015,1965,4,21
455,0.45,-0.18,-0.11,0.09,-0.14,0.015,1965,4,22
456,0.13,0.14,-0.11,0.16,-0.23,0.015,1965,4,23
457,0.0,0.1,0.43,-0.12,-0.08,0.015,1965,4,26
458,0.17,-0.08,0.41,0.19,-0.15,0.015,1965,4,27
459,-0.05,-0.24,0.49,-0.14,0.05,0.015,1965,4,28
460,-0.07,0.19,-0.19,0.06,0.08,0.015,1965,4,29
461,0.13,-0.06,-0.11,0.12,-0.29,0.015,1965,4,30
462,0.08,-0.3,-0.16,0.11,-0.07,0.016,1965,5,3
463,0.27,-0.29,-0.05,-0.01,-0.28,0.016,1965,5,4
464,0.24,-0.3,0.2,-0.08,0.16,0.016,1965,5,5
465,0.24,0.0,-0.2,0.27,0.04,0.016,1965,5,6
466,-0.07,0.02,-0.05,-0.11,-0.1,0.016,1965,5,7
467,-0.12,0.22,-0.11,0.02,0.19,0.016,1965,5,10
468,-0.09,-0.08,-0.2,0.02,-0.04,0.016,1965,5,11
469,0.37,0.03,-0.4,-0.05,0.28,0.016,1965,5,12
470,0.32,0.25,-0.24,0.03,0.17,0.016,1965,5,13
471,-0.16,0.32,-0.11,-0.07,0.26,0.016,1965,5,14
472,-0.54,0.39,0.31,-0.12,-0.19,0.016,1965,5,17
473,-0.07,0.06,0.15,-0.2,0.2,0.016,1965,5,18
474,0.2,0.14,-0.14,-0.21,0.02,0.016,1965,5,19
475,-0.53,-0.12,-0.09,-0.22,-0.01,0.016,1965,5,20
476,-0.46,0.13,-0.02,0.17,0.0,0.016,1965,5,21
477,-0.74,-0.02,0.13,-0.19,-0.11,0.016,1965,5,24
478,0.54,-0.01,-0.32,0.13,-0.25,0.016,1965,5,25
479,-0.27,-0.25,0.05,-0.09,0.21,0.016,1965,5,26
480,-0.58,-0.12,-0.14,-0.1,0.37,0.016,1965,5,27
481,0.61,0.0,-0.19,0.37,-0.48,0.016,1965,5,28
482,-0.7,0.04,0.2,-0.07,0.11,0.016,1965,6,1
483,-0.78,-0.49,-0.52,0.36,0.11,0.016,1965,6,2
484,-0.24,-0.01,-0.08,0.07,0.06,0.016,1965,6,3
485,0.21,0.09,-0.04,-0.19,-0.11,0.016,1965,6,4
486,-0.35,-0.33,0.16,0.01,0.17,0.016,1965,6,7
487,-1.07,-0.22,0.03,0.11,0.22,0.016,1965,6,8
488,-1.04,-0.18,0.54,-0.05,0.12,0.016,1965,6,9
489,-0.43,-0.62,0.13,0.11,-0.05,0.016,1965,6,10
490,0.42,-0.1,-0.07,-0.18,0.19,0.016,1965,6,11
491,-1.36,-0.86,-0.09,-0.05,-0.09,0.016,1965,6,14
492,0.47,-0.05,-0.13,-0.04,-0.34,0.016,1965,6,15
493,0.89,0.7,0.1,0.04,-0.14,0.016,1965,6,16
494,0.59,0.12,0.2,0.08,-0.17,0.016,1965,6,17
495,-0.44,-0.07,0.0,0.05,-0.05,0.016,1965,6,18
496,-0.38,-0.21,-0.11,0.01,0.08,0.016,1965,6,21
497,0.18,0.0,0.02,-0.42,-0.23,0.016,1965,6,22
498,-0.64,-0.09,0.05,-0.13,0.0,0.016,1965,6,23
499,-1.35,-0.72,0.08,0.1,0.25,0.016,1965,6,24
500,-0.64,-0.36,-0.03,0.13,0.54,0.016,1965,6,25
501,-1.88,-1.59,0.1,0.02,0.24,0.016,1965,6,28
502,0.79,-0.72,-0.17,0.05,-0.23,0.016,1965,6,29
503,2.2,1.23,0.08,0.39,-0.39,0.016,1965,6,30
504,0.46,0.29,0.02,-0.23,0.22,0.015,1965,7,1
505,0.81,0.12,-0.02,0.02,-0.16,0.015,1965,7,2
506,-0.18,0.23,-0.02,0.16,0.08,0.015,1965,7,6
507,-0.34,-0.15,0.11,-0.16,0.1,0.015,1965,7,7
508,0.8,-0.07,-0.21,0.07,-0.27,0.015,1965,7,8
509,0.4,0.44,-0.03,-0.03,0.01,0.015,1965,7,9
510,0.0,0.07,0.16,-0.16,0.06,0.015,1965,7,12
511,-0.13,-0.19,-0.24,-0.01,0.06,0.015,1965,7,13
512,0.29,0.14,0.16,0.04,-0.13,0.015,1965,7,14
513,-0.1,0.31,-0.01,-0.05,-0.09,0.015,1965,7,15
514,-0.04,0.02,-0.06,-0.12,-0.24,0.015,1965,7,16
515,-0.09,0.06,-0.27,-0.09,0.19,0.015,1965,7,19
516,-1.24,-0.24,0.24,-0.12,0.44,0.015,1965,7,20
517,-0.55,-0.07,0.22,-0.39,0.3,0.015,1965,7,21
518,-0.23,0.23,0.18,-0.03,0.0,0.015,1965,7,22
519,0.24,-0.15,0.31,-0.01,-0.08,0.015,1965,7,23
520,-0.03,0.07,0.06,0.06,-0.2,0.015,1965,7,26
