,Mkt-RF,SMB,HML,RMW,CMA,RF,Year,Month,Day
2611,1.88,-1.03,-0.36,0.23,-0.36,0.032,1973,12,18
2612,-0.02,-0.28,0.21,-0.27,-0.01,0.032,1973,12,19
2613,-0.3,0.1,0.55,-0.65,0.35,0.032,1973,12,20
2614,-0.96,0.32,0.86,-0.22,0.01,0.032,1973,12,21
2615,-0.63,0.45,0.91,-0.8,0.52,0.032,1973,12,24
2616,2.71,-1.15,-0.87,0.68,-0.46,0.032,1973,12,26
2617,1.96,-0.45,-0.78,0.35,0.06,0.032,1973,12,27
2618,-0.11,0.04,-0.02,0.13,0.0,0.032,1973,12,28
2619,0.2,0.56,0.09,-0.26,-0.28,0.032,1973,12,31
2620,0.26,1.41,1.13,-0.97,0.52,0.028,1974,1,2
2621,2.32,1.55,1.0,-1.07,1.17,0.028,1974,1,3
2622,-0.56,1.79,1.54,-1.12,1.12,0.028,1974,1,4
2623,-0.52,1.47,1.05,-0.92,0.76,0.028,1974,1,7
2624,-1.77,0.99,0.93,-0.53,0.5,0.028,1974,1,8
2625,-2.73,0.72,0.52,-0.01,0.1,0.028,1974,1,9
2626,-1.07,0.19,-0.19,0.45,-0.12,0.028,1974,1,10
2627,1.16,-0.25,0.3,-0.11,0.19,0.028,1974,1,11
2628,-0.14,0.1,0.58,-0.35,0.14,0.028,1974,1,14
2629,0.75,-0.39,-0.01,0.12,0.18,0.028,1974,1,15
2630,1.43,-0.51,-0.28,0.07,-0.21,0.028,1974,1,16
2631,1.67,0.05,-0.86,0.76,-0.39,0.028,1974,1,17
2632,-1.55,1.07,0.03,0.08,-0.52,0.028,1974,1,18
2633,-0.27,-0.29,-0.1,0.32,0.03,0.028,1974,1,21
2634,0.98,-0.28,-0.24,0.59,0.0,0.028,1974,1,22
2635,0.49,0.34,-0.13,0.1,-0.22,0.028,1974,1,23
2636,-0.25,0.53,0.19,-0.25,-0.02,0.028,1974,1,24
2637,-0.11,0.49,-0.26,-0.15,-0.21,0.028,1974,1,25
2638,-0.5,0.49,0.07,0.18,0.53,0.028,1974,1,28
2639,-0.16,0.01,0.31,-0.07,0.44,0.028,1974,1,29
2640,1.01,-0.1,-0.03,0.04,0.12,0.028,1974,1,30
2641,-0.45,0.45,0.13,-0.05,0.0,0.028,1974,1,31
2642,-1.23,0.56,0.33,-0.08,0.03,0.031,1974,2,1
2643,-1.96,0.05,0.08,-0.17,0.27,0.031,1974,2,4
2644,-0.4,-0.05,0.54,-0.28,0.33,0.031,1974,2,5
2645,0.29,-0.13,0.15,0.05,0.26,0.031,1974,2,6
2646,0.12,0.19,0.53,-0.18,-0.08,0.031,1974,2,7
2647,-0.95,0.38,0.69,-0.27,0.25,0.031,1974,2,8
2648,-1.76,0.54,0.75,-0.31,0.37,0.031,1974,2,11
2649,0.04,-0.51,0.16,-0.06,0.31,0.031,1974,2,12
2650,-0.04,-0.16,0.18,-0.03,0.34,0.031,1974,2,13
2651,-0.01,0.28,0.11,-0.26,-0.08,0.031,1974,2,14
2652,1.3,-0.39,-0.39,0.33,0.08,0.031,1974,2,15
2653,-0.13,-0.08,0.03,0.16,-0.39,0.031,1974,2,19
2654,1.24,-0.6,-0.31,0.22,0.19,0.031,1974,2,20
2655,1.24,-0.51,-0.11,-0.3,0.28,0.031,1974,2,21
2656,0.82,-0.07,0.46,-0.37,0.38,0.031,1974,2,22
2657,-0.26,0.29,0.22,-0.18,0.04,0.031,1974,2,25
2658,0.98,-0.16,0.08,-0.26,0.24,0.031,1974,2,26
2659,0.49,0.25,-0.59,-0.02,-0.39,0.031,1974,2,27
2660,-0.14,0.16,-0.2,0.18,0.01,0.031,1974,2,28
2661,-0.61,0.75,0.35,-0.06,0.08,0.026,1974,3,1
2662,0.01,0.24,-0.05,-0.03,-0.12,0.026,1974,3,4
2663,1.76,-0.42,-1.01,0.92,-0.19,0.026,1974,3,5
2664,0.56,0.36,-0.63,0.77,-0.2,0.026,1974,3,6
2665,-0.94,0.72,0.3,-0.14,-0.18,0.026,1974,3,7
2666,0.75,-0.23,-0.4,0.41,-0.15,0.026,1974,3,8
2667,1.01,-0.33,-0.33,0.48,0.21,0.026,1974,3,11
2668,0.18,-0.1,-0.08,0.38,-0.33,0.026,1974,3,12
2669,0.55,-0.09,-0.41,0.22,-0.25,0.026,1974,3,13
2670,0.04,0.39,-0.16,0.18,-0.04,0.026,1974,3,14
2671,-0.29,0.38,-0.01,0.15,-0.03,0.026,1974,3,15
2672,-1.29,0.64,0.4,-0.12,0.07,0.026,1974,3,18
2673,-0.84,0.07,0.23,-0.28,0.13,0.026,1974,3,19
2674,0.26,-0.19,-0.28,0.22,0.09,0.026,1974,3,20
2675,-0.23,0.01,0.12,0.23,0.29,0.026,1974,3,21
2676,-0.11,-0.07,-0.06,0.05,0.27,0.026,1974,3,22
2677,0.19,-0.43,-0.33,0.34,-0.3,0.026,1974,3,25
2678,0.21,-0.12,0.29,0.12,-0.06,0.026,1974,3,26
2679,-1.35,0.45,0.59,-0.3,0.26,0.026,1974,3,27
2680,-1.85,0.31,0.44,-0.21,0.31,0.026,1974,3,28
2681,-0.81,0.32,0.6,-0.36,0.52,0.026,1974,3,29
2682,-0.79,0.33,0.36,-0.08,0.31,0.036,1974,4,1
2683,0.0,-0.05,0.05,0.08,0.14,0.036,1974,4,2
2684,0.81,-0.57,-0.25,0.35,-0.06,0.036,1974,4,3
2685,-0.08,0.02,0.07,0.27,-0.02,0.036,1974,4,4
2686,-1.4,0.63,0.34,0.08,0.25,0.036,1974,4,5
2687,-1.04,-0.05,0.28,0.08,0.35,0.036,1974,4,8
2688,0.49,-0.38,-0.09,0.12,0.01,0.036,1974,4,9
2689,-0.21,0.04,0.34,-0.16,0.35,0.036,1974,4,10
2690,-0.27,0.17,0.33,-0.15,-0.05,0.036,1974,4,11
2691,-0.17,-0.01,0.25,-0.23,0.18,0.036,1974,4,15
2692,1.56,-0.64,-0.33,0.39,-0.28,0.036,1974,4,16
2693,0.67,-0.16,-0.13,0.52,-0.19,0.036,1974,4,17
2694,0.35,-0.12,-0.05,0.1,0.05,0.036,1974,4,18
2695,-1.05,0.42,0.09,-0.08,-0.02,0.036,1974,4,19
2696,-0.41,-0.02,0.12,-0.07,0.0,0.036,1974,4,22
2697,-1.83,0.1,-0.09,0.72,0.81,0.036,1974,4,23
2698,-1.73,0.14,0.25,0.23,0.2,0.036,1974,4,24
2699,-0.97,-0.33,0.04,0.23,0.05,0.036,1974,4,25
2700,0.57,-0.21,-0.17,0.29,0.2,0.036,1974,4,26
2701,-0.08,0.11,-0.22,0.03,-0.12,0.036,1974,4,29
2702,0.26,-0.14,-0.29,0.25,0.02,0.036,1974,4,30
2703,1.95,-0.94,-0.57,0.22,0.09,0.034,1974,5,1
2704,-0.1,0.22,-0.01,0.0,-0.28,0.034,1974,5,2
2705,-0.84,0.3,0.38,-0.04,0.23,0.034,1974,5,3
2706,-0.16,-0.22,-0.14,0.34,0.0,0.034,1974,5,6
2707,0.18,-0.35,-0.11,0.51,-0.1,0.034,1974,5,7
2708,0.01,-0.08,-0.34,0.38,0.1,0.034,1974,5,8
2709,1.07,-0.76,-0.24,0.45,0.1,0.034,1974,5,9
2710,-1.63,0.66,0.33,-0.09,0.56,0.034,1974,5,10
2711,-0.96,-0.2,0.13,0.14,0.54,0.034,1974,5,13
2712,-0.03,-0.19,-0.21,0.29,-0.02,0.034,1974,5,14
2713,-0.23,-0.15,-0.15,0.22,-0.28,0.034,1974,5,15
2714,-0.66,0.38,-0.02,-0.01,-0.34,0.034,1974,5,16
2715,-1.79,0.27,0.34,0.2,0.22,0.034,1974,5,17
2716,-0.48,-0.29,-0.24,0.33,-0.15,0.034,1974,5,20
2717,-0.03,-0.63,-0.75,0.8,-0.58,0.034,1974,5,21
2718,-1.0,-0.12,-0.2,0.55,-0.34,0.034,1974,5,22
2719,0.01,-0.81,-0.37,0.61,-0.54,0.034,1974,5,23
2720,1.52,-0.45,-0.33,0.14,0.12,0.034,1974,5,24
2721,-0.24,0.04,0.23,0.02,0.3,0.034,1974,5,28
2722,-1.62,0.56,-0.06,0.51,0.17,0.034,1974,5,29
2723,0.54,-0.67,0.19,-0.39,0.27,0.034,1974,5,30
2724,-0.14,0.18,0.05,0.11,-0.3,0.034,1974,5,31
2725,1.86,-0.79,-0.08,-0.07,0.27,0.03,1974,6,3
2726,1.22,0.02,0.01,-0.01,0.0,0.03,1974,6,4
2727,0.27,0.23,0.18,-0.26,-0.2,0.03,1974,6,5
2728,1.7,-0.68,-0.71,0.34,-0.49,0.03,1974,6,6
2729,0.66,0.3,0.13,-0.28,0.22,0.03,1974,6,7
2730,0.55,-0.15,-0.36,0.27,0.23,0.03,1974,6,10
2731,-0.85,0.36,-0.05,0.09,0.23,0.03,1974,6,11
2732,-0.38,-0.12,-0.29,0.39,0.08,0.03,1974,6,12
2733,0.21,0.08,-0.35,0.21,-0.16,0.03,1974,6,13
2734,-1.03,0.41,0.28,-0.1,0.07,0.03,1974,6,14
2735,-1.36,0.45,0.34,0.04,0.4,0.03,1974,6,17
2736,-0.69,0.11,0.04,0.14,0.16,0.03,1974,6,18
2737,-0.75,0.13,0.25,-0.09,0.5,0.03,1974,6,19
2738,-0.83,0.06,0.14,0.13,0.32,0.03,1974,6,20
2739,-0.97,0.11,0.05,0.0,0.0,0.03,1974,6,21
2740,0.07,-0.36,0.08,-0.12,0.31,0.03,1974,6,24
2741,1.26,-0.76,-0.22,0.02,-0.36,0.03,1974,6,25
2742,-1.57,0.49,0.97,-0.38,0.59,0.03,1974,6,26
2743,-1.55,0.16,0.29,0.21,0.72,0.03,1974,6,27
2744,-0.58,-0.16,-0.01,0.02,0.17,0.03,1974,6,28
2745,-0.18,-0.42,0.18,-0.33,0.0,0.032,1974,7,1
2746,-2.13,0.42,0.73,0.22,0.77,0.032,1974,7,2
2747,-0.16,-0.46,0.25,-0.07,0.11,0.032,1974,7,3
2748,-0.57,0.22,0.27,-0.36,0.36,0.032,1974,7,5
2749,-3.21,0.18,0.83,-0.02,0.78,0.032,1974,7,8
2750,0.24,-0.72,-0.28,0.25,-0.01,0.032,1974,7,9
2751,-1.75,0.62,0.51,-0.36,0.42,0.032,1974,7,10
2752,-0.14,-0.41,-0.38,0.1,-0.11,0.032,1974,7,11
2753,4.01,-1.14,-0.26,0.32,-0.75,0.032,1974,7,12
2754,0.79,0.21,0.16,0.0,-0.45,0.032,1974,7,15
2755,-1.04,0.53,0.15,-0.46,0.35,0.032,1974,7,16
2756,1.08,-0.45,-0.18,-0.24,-0.06,0.032,1974,7,17
2757,0.18,0.62,0.71,-0.27,0.21,0.032,1974,7,18
2758,-0.11,0.19,0.17,-0.3,0.28,0.032,1974,7,19
2759,0.29,-0.08,-0.21,0.32,-0.18,0.032,1974,7,22
2760,1.03,-0.12,0.32,-0.59,0.32,0.032,1974,7,23
2761,0.35,-0.11,0.46,-0.38,0.56,0.032,1974,7,24
2762,-1.2,0.81,0.61,-0.7,0.94,0.032,1974,7,25
2763,-1.73,1.03,0.65,-0.1,0.61,0.032,1974,7,26
2764,-1.8,0.42,0.24,0.03,0.11,0.032,1974,7,29
2765,-0.56,0.03,-0.24,-0.18,0.23,0.032,1974,7,30
2766,-1.51,0.58,0.7,-0.28,0.27,0.032,1974,7,31
2767,-0.66,0.08,0.4,-0.12,0.25,0.027,1974,8,1
2768,-0.25,-0.02,0.25,-0.26,0.43,0.027,1974,8,2
2769,0.87,-0.51,-0.05,-0.17,-0.04,0.027,1974,8,5
2770,1.55,-0.39,-0.66,0.47,-0.33,0.027,1974,8,6
2771,2.48,-0.9,-0.01,0.43,-0.09,0.027,1974,8,7
2772,-1.21,1.6,0.54,-0.3,0.42,0.027,1974,8,8
2773,-0.66,0.73,0.32,0.04,0.22,0.027,1974,8,9
2774,-1.17,0.58,0.32,-0.6,0.43,0.027,1974,8,12
2775,-1.66,0.39,0.77,-0.27,0.84,0.027,1974,8,13
2776,-2.19,0.75,0.33,-0.3,0.78,0.027,1974,8,14
2777,-0.58,-0.15,0.27,0.15,-0.03,0.027,1974,8,15
2778,-0.85,0.47,0.63,-0.13,0.26,0.027,1974,8,16
2779,-1.44,0.05,0.43,-0.2,0.59,0.027,1974,8,19
2780,0.39,-0.41,0.01,0.13,-0.04,0.027,1974,8,20
2781,-1.78,0.65,0.89,-0.65,0.94,0.027,1974,8,21
2782,-1.11,-0.37,0.38,0.27,0.33,0.027,1974,8,22
2783,-1.62,0.39,0.68,-0.07,0.16,0.027,1974,8,23
2784,0.7,-1.14,-0.97,0.27,-0.59,0.027,1974,8,26
2785,-1.56,0.47,-0.39,-0.09,0.33,0.027,1974,8,27
2786,-0.33,-0.43,-0.71,0.53,-0.78,0.027,1974,8,28
2787,-1.26,-0.35,-0.66,0.64,-0.65,0.027,1974,8,29
2788,2.79,-1.33,0.06,-0.1,-0.67,0.027,1974,8,30
2789,-2.18,0.8,0.83,-0.37,1.04,0.04,1974,9,3
2790,-2.69,-0.02,0.59,-0.33,0.52,0.04,1974,9,4
2791,2.9,-2.02,-0.83,0.49,-0.87,0.04,1974,9,5
2792,0.75,0.0,0.56,-0.62,0.45,0.04,1974,9,6
2793,-2.28,0.62,0.63,-0.19,0.97,0.04,1974,9,9
2794,-0.79,-0.38,0.37,0.0,0.33,0.04,1974,9,10
2795,-0.89,-0.1,-0.08,-0.19,0.27,0.04,1974,9,11
2796,-2.56,0.02,0.74,-0.21,0.98,0.04,1974,9,12
2797,-2.24,0.4,0.28,-0.48,0.57,0.04,1974,9,13
2798,1.4,-1.75,-0.92,0.14,-0.72,0.04,1974,9,16
2799,1.64,-0.32,0.48,-0.18,-0.21,0.04,1974,9,17
2800,0.36,-0.47,-0.37,0.25,-0.04,0.04,1974,9,18
2801,3.34,-0.83,-0.33,-0.36,0.01,0.04,1974,9,19
2802,0.31,0.53,0.34,-0.75,0.1,0.04,1974,9,20
2803,-0.79,0.79,0.65,-0.84,0.48,0.04,1974,9,23
2804,-1.84,0.85,0.65,-0.16,0.64,0.04,1974,9,24
2805,-0.41,0.87,0.38,-0.38,0.39,0.04,1974,9,25
2806,-1.64,0.71,0.66,-0.19,0.51,0.04,1974,9,26
2807,-2.11,1.15,0.88,-0.58,0.85,0.04,1974,9,27
2808,-2.37,0.59,0.54,0.12,0.0,0.04,1974,9,30
2809,-0.23,-0.43,0.0,0.19,-0.32,0.022,1974,10,1
2810,0.06,0.42,0.15,-0.47,0.44,0.022,1974,10,2
2811,-1.67,0.77,0.37,-0.24,0.2,0.022,1974,10,3
2812,0.07,-0.24,0.28,-0.38,0.47,0.022,1974,10,4
2813,3.77,-1.82,-0.14,-0.23,-0.34,0.022,1974,10,7
2814,-0.12,0.85,0.0,-0.22,0.03,0.022,1974,10,8
2815,4.23,-2.36,-1.42,0.72,-0.28,0.022,1974,10,9
2816,2.96,-0.38,-1.22,0.11,-0.86,0.022,1974,10,10
2817,2.01,-0.42,-0.85,0.67,-0.77,0.022,1974,10,11
2818,2.28,-0.27,-0.75,0.31,-0.95,0.022,1974,10,14
2819,-1.63,0.83,-0.03,0.3,0.12,0.022,1974,10,15
2820,-1.42,0.83,-0.13,-0.42,-0.09,0.022,1974,10,16
2821,1.08,-0.42,-0.74,0.1,0.06,0.022,1974,10,17
2822,1.38,-0.67,-0.92,-0.05,-0.06,0.022,1974,10,18
2823,1.69,-1.05,-1.22,-0.01,-0.42,0.022,1974,10,21
2824,-0.3,0.54,-0.28,0.0,0.39,0.022,1974,10,22
2825,-2.52,1.31,0.38,-0.51,0.47,0.022,1974,10,23
2826,-1.2,-0.29,0.11,-0.06,-0.26,0.022,1974,10,24
2827,-0.05,-0.04,-0.01,-0.37,0.23,0.022,1974,10,25
2828,-0.09,-0.35,-0.34,0.04,0.23,0.022,1974,10,28
2829,3.42,-2.4,-1.14,0.74,-0.46,0.022,1974,10,29
2830,1.94,-1.04,-1.0,0.21,-0.44,0.022,1974,10,30
2831,-0.32,0.32,0.0,-0.56,0.16,0.022,1974,10,31
2832,-0.03,0.16,0.05,-0.33,0.23,0.027,1974,11,1
2833,-0.95,0.21,-0.16,0.09,0.25,0.027,1974,11,4
2834,2.56,-1.18,-1.41,0.23,-1.0,0.027,1974,11,5
2835,-0.12,0.1,0.21,-0.3,0.12,0.027,1974,11,6
2836,0.74,-0.25,-0.14,-0.09,-0.12,0.027,1974,11,7
2837,-0.21,0.34,0.47,-0.56,0.49,0.027,1974,11,8
2838,0.32,0.28,0.46,-0.52,0.45,0.027,1974,11,11
2839,-1.95,0.61,0.54,0.16,0.45,0.027,1974,11,12
2840,-0.49,-0.07,0.03,-0.42,0.42,0.027,1974,11,13
2841,-0.29,-0.18,0.61,-0.58,0.59,0.027,1974,11,14
2842,-1.44,0.73,0.5,-0.54,0.51,0.027,1974,11,15
2843,-3.57,0.82,0.8,-0.21,0.72,0.027,1974,11,18
2844,-1.65,-0.15,0.27,-0.24,0.19,0.027,1974,11,19
2845,-0.45,-0.25,0.14,0.02,0.03,0.027,1974,11,20
2846,0.49,-0.62,-0.86,0.14,-0.54,0.027,1974,11,21
2847,1.08,-0.62,-0.15,-0.22,0.02,0.027,1974,11,22
2848,-0.1,-0.29,-0.54,0.45,-0.06,0.027,1974,11,25
2849,0.95,-0.68,-0.69,-0.4,-0.15,0.027,1974,11,26
2850,0.6,-0.25,-0.15,-0.11,0.38,0.027,1974,11,27
2851,0.07,-0.24,-0.3,-0.09,0.04,0.027,1974,11,29
2852,-2.51,0.7,0.58,-0.3,0.64,0.033,1974,12,2
2853,-1.47,-0.02,0.06,0.16,0.33,0.033,1974,12,3
2854,0.2,-0.77,-0.07,-0.16,0.44,0.033,1974,12,4
2855,-1.94,0.29,0.7,-0.21,0.66,0.033,1974,12,5
2856,-1.75,0.08,0.04,-0.22,0.24,0.033,1974,12,6
2857,0.53,-1.6,-0.7,0.76,-0.5,0.033,1974,12,9
2858,2.27,-1.6,-0.53,0.35,-0.23,0.033,1974,12,10
2859,0.64,-0.53,0.19,0.06,-0.08,0.033,1974,12,11
2860,-0.41,-0.03,0.1,0.16,0.28,0.033,1974,12,12
2861,-0.58,0.06,0.08,-0.21,0.62,0.033,1974,12,13
2862,-0.92,0.1,0.39,-0.38,0.81,0.033,1974,12,16
2863,1.32,-1.5,-0.89,0.68,-0.04,0.033,1974,12,17
2864,0.46,-0.09,0.0,-0.38,-0.05,0.033,1974,12,18
2865,-0.37,0.12,0.09,-0.38,0.05,0.033,1974,12,19
2866,-1.15,0.46,0.47,-0.19,0.7,0.033,1974,12,20
2867,-1.47,0.24,0.2,-0.17,0.01,0.033,1974,12,23
2868,1.3,-0.73,-0.18,0.23,-0.34,0.033,1974,12,24
2869,0.87,-0.19,-0.03,-0.06,-0.03,0.033,1974,12,26
2870,-0.42,0.34,0.03,-0.15,0.29,0.033,1974,12,27
2871,-0.08,-0.43,-0.4,-0.21,0.09,0.033,1974,12,30
2872,2.18,0.54,-0.04,-0.12,-0.43,0.033,1974,12,31
2873,2.48,0.54,1.36,-0.81,0.21,0.026,1975,1,2
2874,0.8,0.72,1.39,-0.44,0.23,0.026,1975,1,3
2875,0.78,0.98,1.56,-0.85,0.43,0.026,1975,1,6
2876,0.0,1.04,0.68,0.01,0.33,0.026,1975,1,7
2877,-1.16,1.23,0.8,-0.29,0.32,0.026,1975,1,8
2878,1.6,-0.42,-0.07,0.16,-0.36,0.026,1975,1,9
2879,2.12,0.61,0.2,-0.04,0.02,0.026,1975,1,10
2880,-0.35,1.4,1.0,-0.02,0.32,0.026,1975,1,13
2881,-0.78,0.8,0.32,0.11,0.17,0.026,1975,1,14
2882,0.68,-0.13,-0.52,-0.44,-0.11,0.026,1975,1,15
2883,0.13,0.7,-0.35,-0.15,0.18,0.026,1975,1,16
2884,-1.24,0.98,0.3,-0.45,0.21,0.026,1975,1,17
2885,0.0,-0.27,0.12,0.24,0.02,0.026,1975,1,20
2886,-0.43,0.46,0.86,-0.01,0.32,0.026,1975,1,21
2887,1.08,-0.47,-0.29,0.56,-0.6,0.026,1975,1,22
2888,0.51,0.53,-0.09,-0.13,-0.26,0.026,1975,1,23
2889,1.25,0.2,0.61,-0.31,-0.15,0.026,1975,1,24
2890,3.35,-0.05,-0.33,0.57,-0.77,0.026,1975,1,27
2891,0.46,0.57,-0.56,1.03,-0.36,0.026,1975,1,28
2892,1.55,0.14,-0.24,0.47,-0.57,0.026,1975,1,29
2893,-1.13,1.04,0.08,0.13,-0.16,0.026,1975,1,30
2894,0.98,0.1,-0.01,0.16,-0.33,0.026,1975,1,31
2895,1.24,0.41,0.15,-0.09,0.12,0.023,1975,2,3
2896,-0.32,0.15,-1.03,0.14,-0.11,0.023,1975,2,4
2897,1.63,-0.51,-0.67,0.49,-0.54,0.023,1975,2,5
2898,-0.13,0.49,-0.03,-0.58,0.11,0.023,1975,2,6
2899,-0.03,-0.17,-0.22,-0.2,0.07,0.023,1975,2,7
2900,-0.3,0.14,-0.22,-0.37,0.27,0.023,1975,2,10
2901,0.17,-0.3,-0.55,0.19,-0.14,0.023,1975,2,11
2902,1.57,-0.54,-0.51,0.67,-0.61,0.023,1975,2,12
2903,1.32,-0.23,-0.8,0.37,-0.3,0.023,1975,2,13
2904,0.51,-0.12,-0.5,0.25,-0.35,0.023,1975,2,14
2905,-0.68,0.24,0.68,-0.33,0.34,0.023,1975,2,18
2906,0.47,-0.44,-0.27,0.2,-0.24,0.023,1975,2,19
2907,0.93,-0.44,-0.46,0.06,-0.51,0.023,1975,2,20
2908,0.44,0.14,-0.14,0.26,0.07,0.023,1975,2,21
2909,-1.28,0.65,0.09,0.02,-0.04,0.023,1975,2,24
2910,-2.25,0.28,0.12,-0.16,0.41,0.023,1975,2,25
2911,0.85,-0.3,0.01,0.22,-0.02,0.023,1975,2,26
2912,0.5,0.21,-0.46,0.01,-0.59,0.023,1975,2,27
2913,0.86,-0.32,0.55,-0.04,0.02,0.023,1975,2,28
2914,1.71,-0.47,0.29,0.06,-0.22,0.021,1975,3,3
2915,0.69,-0.22,0.03,0.52,-0.13,0.021,1975,3,4
2916,-0.75,0.29,0.34,0.09,-0.39,0.021,1975,3,5
2917,0.88,0.06,0.41,0.29,-0.33,0.021,1975,3,6
2918,0.75,0.65,0.2,0.28,-0.08,0.021,1975,3,7
2919,0.74,0.56,0.57,0.21,-0.22,0.021,1975,3,10
2920,-0.53,0.92,0.58,-0.02,0.3,0.021,1975,3,11
2921,-0.9,0.27,0.38,-0.11,0.13,0.021,1975,3,12
2922,0.26,0.59,-0.67,0.21,-0.33,0.021,1975,3,13
2923,1.36,0.6,-0.18,-0.13,-0.2,0.021,1975,3,14
2924,1.36,0.14,0.43,0.35,-0.17,0.021,1975,3,17
2925,-0.9,-0.27,0.2,-0.18,0.05,0.021,1975,3,18
2926,-0.89,0.25,-0.11,-0.13,-0.12,0.021,1975,3,19
2927,-0.68,0.65,-0.11,-0.04,-0.04,0.021,1975,3,20
2928,-0.21,0.01,0.0,-0.11,0.0,0.021,1975,3,21
2929,-2.3,-0.12,0.12,-0.21,0.46,0.021,1975,3,24
2930,0.58,-0.33,-0.5,0.49,-0.34,0.021,1975,3,25
2931,1.76,-0.27,0.22,-0.28,-0.28,0.021,1975,3,26
2932,0.34,0.06,-0.04,-0.2,0.18,0.021,1975,3,27
2933,-0.56,0.41,0.11,0.05,0.51,0.021,1975,3,31
2934,-0.81,0.05,-0.32,-0.03,0.07,0.02,1975,4,1
2935,-0.23,0.23,-0.11,-0.19,0.04,0.02,1975,4,2
2936,-1.03,0.68,0.21,-0.23,0.15,0.02,1975,4,3
2937,-0.59,0.31,0.04,-0.16,0.15,0.02,1975,4,4
2938,-0.68,-0.02,-0.02,-0.01,-0.15,0.02,1975,4,7
2939,0.58,-0.67,-0.22,0.46,0.0,0.02,1975,4,8
2940,2.0,-0.73,-0.52,0.4,-0.64,0.02,1975,4,9
2941,1.02,-0.45,0.23,0.05,-0.19,0.02,1975,4,10
2942,0.58,0.35,0.0,0.23,-0.12,0.02,1975,4,11
2943,1.55,-0.31,-0.41,0.4,-0.3,0.02,1975,4,14
2944,0.66,-0.39,0.14,0.1,0.06,0.02,1975,4,15
2945,0.39,-0.11,-0.14,-0.11,-0.29,0.02,1975,4,16
2946,0.73,-0.13,0.12,-0.12,-0.25,0.02,1975,4,17
2947,-0.9,0.9,0.11,-0.38,-0.05,0.02,1975,4,18
2948,1.08,0.16,0.22,0.07,-0.07,0.02,1975,4,21
2949,-0.27,0.1,0.23,0.22,0.15,0.02,1975,4,22
2950,-1.04,0.17,-0.18,-0.03,0.17,0.02,1975,4,23
2951,-0.02,0.15,0.28,-0.18,0.29,0.02,1975,4,24
2952,0.7,0.12,0.06,0.06,0.12,0.02,1975,4,25
2953,-0.38,0.12,0.2,-0.19,0.3,0.02,1975,4,28
2954,-0.77,-0.17,-0.32,0.47,-0.19,0.02,1975,4,29
2955,1.65,-1.1,-0.67,0.53,-0.5,0.02,1975,4,30
2956,0.85,-0.25,-0.52,0.16,0.12,0.021,1975,5,1
2957,1.24,-0.66,-0.34,-0.16,-0.24,0.021,1975,5,2
2958,0.96,-0.19,-0.27,0.03,0.09,0.021,1975,5,5
2959,-1.27,0.54,-0.5,-0.29,-0.15,0.021,1975,5,6
2960,0.47,0.3,-0.53,-0.38,-0.25,0.021,1975,5,7
2961,0.73,0.25,0.18,-0.33,0.04,0.021,1975,5,8
2962,1.15,0.07,0.22,0.09,-0.1,0.021,1975,5,9
2963,0.05,0.2,-0.18,0.71,-0.58,0.021,1975,5,12
2964,0.81,-0.36,-0.09,0.31,-0.15,0.021,1975,5,13
2965,0.74,-0.22,0.13,0.02,0.02,0.021,1975,5,14
2966,-0.76,0.65,-0.15,-0.22,0.22,0.021,1975,5,15
2967,-0.94,0.63,-0.04,-0.17,0.3,0.021,1975,5,16
2968,0.08,0.03,0.09,0.25,-0.14,0.021,1975,5,19
2969,-0.41,0.41,-0.21,-0.26,-0.21,0.021,1975,5,20
2970,-1.13,0.26,-0.32,-0.01,0.02,0.021,1975,5,21
2971,0.39,0.18,-0.82,0.17,-0.39,0.021,1975,5,22
2972,1.29,-0.12,-0.29,0.22,-0.26,0.021,1975,5,23
2973,-0.1,0.33,0.01,-0.18,0.05,0.021,1975,5,27
2974,-0.66,0.41,-0.26,-0.38,0.62,0.021,1975,5,28
2975,0.01,0.27,0.11,-0.11,0.23,0.021,1975,5,29
2976,1.62,0.0,-0.05,-0.43,0.3,0.021,1975,5,30
2977,1.42,-0.22,0.15,-0.23,0.12,0.019,1975,6,2
2978,0.33,-0.09,-0.17,-0.38,0.17,0.019,1975,6,3
2979,-0.19,0.65,-0.2,-0.14,0.23,0.019,1975,6,4
2980,0.11,0.2,-0.07,-0.21,0.07,0.019,1975,6,5
2981,-0.11,0.14,-0.12,-0.65,0.37,0.019,1975,6,6
2982,-1.24,0.28,0.55,-0.26,0.12,0.019,1975,6,9
2983,-0.84,0.04,-0.13,-0.05,0.06,0.019,1975,6,10
2984,0.12,-0.08,0.15,0.0,0.19,0.019,1975,6,11
2985,-0.51,-0.06,0.59,-0.11,0.27,0.019,1975,6,12
2986,0.48,-0.09,-0.1,-0.06,-0.1,0.019,1975,6,13
2987,0.96,-0.64,0.1,0.13,-0.1,0.019,1975,6,16
2988,-0.84,0.13,0.25,-0.33,0.11,0.019,1975,6,17
2989,-0.2,-0.06,0.15,-0.12,0.07,0.019,1975,6,18
2990,1.78,-0.42,-0.11,-0.16,0.03,0.019,1975,6,19
2991,0.68,0.15,0.04,0.02,-0.09,0.019,1975,6,20
2992,1.04,0.03,-0.14,0.03,0.13,0.019,1975,6,23
2993,0.64,-0.04,-0.13,-0.05,-0.44,0.019,1975,6,24
2994,0.42,0.26,-0.06,0.18,-0.24,0.019,1975,6,25
